date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav,nav_5y_rebased,peak,drawdown
2021-04-09,0.006439565861106,long_microcap_short_zz1000,long_microcap_short_zz1000,True,58735.8495597011,6399.52,0.0060197178880012,-0.0007198479731047,0.0303319756997617,0.0194246827599171,0.0109072929398446,-11.631917696747433,0.1252732818838003,0.0003,0.006739565861106,1.0,,,0.006439565861106,22.122157528108183,1.0,1.0,0.0
2021-04-12,0.0104727465635866,long_microcap_short_zz1000,long_microcap_short_zz1000,True,58119.2641809968,6263.4,-0.0104975987123091,-0.0212703452758957,0.0241393164652263,-0.0056343260479228,0.0297736425131491,-13.659855364460189,0.1399823359272977,0.0003,0.0107727465635866,1.0,,,0.0104727465635866,22.3538372773398,1.0104727465635865,1.0104727465635865,0.0
2021-04-13,-0.0035600585347998,long_microcap_short_zz1000,long_microcap_short_zz1000,True,57630.445382870086,6231.14,-0.0084106157401514,-0.0051505572053516,0.0130737119274686,-0.0031467921757339,0.0162205041032026,-15.044188389097128,0.1512201628855515,0.0003,-0.0032600585347998,1.0,,,-0.0035600585347998,22.27425630815508,1.0068754044380004,1.0104727465635865,-0.0035600585347996816
2021-04-14,0.0003900082067577,long_microcap_short_zz1000,long_microcap_short_zz1000,True,58492.70490242007,6320.07,0.0149618749919686,0.0142718667852108,0.0137765259700641,-0.0062157997358325,0.0199923257058967,-15.172239840786892,0.6746453863140645,0.0003,0.0006900082067577,1.0,,,0.0003900082067577,22.282943450914686,1.0072680941089136,1.0104727465635865,-0.003171438780087188
2021-04-15,0.0045228694992332,long_microcap_short_zz1000,long_microcap_short_zz1000,True,58557.68358825024,6296.61,0.0011108852965266,-0.0037119842027065,0.020913998315607,0.0012100492924151,0.0197039490231918,-15.380426358189274,0.5656590811853057,0.0003,0.0048228694992332,1.0,,,0.0045228694992332,22.383726296201967,1.0118238362493097,1.0118238362493097,0.0
2021-04-16,0.0135962780840286,long_microcap_short_zz1000,long_microcap_short_zz1000,True,60043.24038655431,6368.85,0.025369118231346,0.0114728401473174,0.0474996355533923,0.0278522401380185,0.0196473954153737,-15.017126210914643,0.5673659276722507,0.0003,0.0138962780840286,1.0,,,0.0135962780840286,22.688061663481918,1.025580874499004,1.025580874499004,0.0
2021-04-19,-0.0128665411150741,long_microcap_short_zz1000,long_microcap_short_zz1000,True,60311.98084513844,6477.39,0.00447578206729,0.0170423231823642,0.0483587253941493,0.046308097132639,0.0020506282615102,-15.62113628865319,0.4271015102892241,0.0003,-0.0125665411150741,1.0,,,-0.0128665411150741,22.39614478526739,1.0123851960104289,1.025580874499004,-0.012866541115074126
2021-04-20,-0.0009671565586914,long_microcap_short_zz1000,long_microcap_short_zz1000,True,60087.75489314376,6457.63,-0.0037177679932353,-0.0030506114345438,0.0318002672736543,0.0248026610213065,0.0069976062523477,-16.92504413543169,0.0745925202680188,0.0003,-0.0006671565586914,1.0,,,-0.0009671565586914,22.374484206948917,1.0114060610281854,1.025580874499004,-0.013821253714138337
2021-04-21,-0.0040058224344256,long_microcap_short_zz1000,long_microcap_short_zz1000,True,59865.82473692819,6457.71,-0.0036934339885096,1.2388445916000634e-05,0.0307080129884234,0.0207219980368633,0.00998601495156,-18.001674500785747,0.2240908748221979,0.0003,-0.0037058224344256,1.0,,,-0.0040058224344256,22.28485599615402,1.0073545479386046,1.025580874499004,-0.017771710660364093
2021-04-22,-0.0014374651192597,long_microcap_short_zz1000,long_microcap_short_zz1000,True,60052.66659904216,6485.21,0.0031210104084429,0.0042584755277026,0.051481514583171,0.0291403108426775,0.0223412037404935,-17.329626476692834,0.79377985235089,0.0003,-0.0011374651192597,1.0,,,-0.0014374651192597,22.25282229297182,1.0059065109132153,1.025580874499004,-0.01918362956543984
2021-04-23,-0.0090884939490155,long_microcap_short_zz1000,long_microcap_short_zz1000,True,59229.40936194021,6453.3,-0.0137089205813065,-0.0049204266322909,0.0281695857503379,0.0254091991756428,0.002760386574695,-17.256791509095915,0.8542265678518087,0.0003,-0.0087884939490155,1.0,,,-0.0090884939490155,22.05057765221363,0.9967643356755053,1.025580874499004,-0.028097773213229704
2021-04-26,-0.0065952910098108,long_microcap_short_zz1000,long_microcap_short_zz1000,True,58652.69609643226,6431.09,-0.0097369410183336,-0.0034416500085228,0.0185752760851154,0.0150415338892229,0.0035337421958925,-18.6794401843982,0.933587323370061,0.0003,-0.0062952910098108,1.0,,,-0.0065952910098108,21.90514767566285,0.9901903848135245,1.025580874499004,-0.034507751231971584
2021-04-27,-0.0045428133022465,long_microcap_short_zz1000,cash,False,58128.50543381768,6400.9,-0.0089371963695027,-0.0046943830672562,0.0061377996287477,0.0062330516800943,-9.525205134663928e-05,-21.6008529791136,0.9628052683946032,0.0003,-0.0042428133022465,1.0,,,-0.0045428133022465,21.80563667941417,0.9856921347616369,1.025580874499004,-0.038893802262891075
2021-04-28,0.0,cash,cash,False,58146.10826471757,6437.25,0.0003028261395767,0.0056788889062475,-0.0121478889709775,0.0024542590582559,-0.0146021480292334,-26.467893801014053,0.9792641991561812,0.0,0.0,1.0,,,0.0,21.80563667941417,0.9856921347616369,1.025580874499004,-0.038893802262891075
2021-04-29,0.0,cash,cash,False,58437.57932491472,6405.1,0.0050127354847238,-0.004994368713348,-0.0162556033071036,-0.0027495967465699,-0.0135060065605336,-28.677865732184035,0.3305639358084252,0.0,0.0,1.0,,,0.0,21.80563667941417,0.9856921347616369,1.025580874499004,-0.038893802262891075
2021-04-30,0.0,cash,cash,False,57912.37584937247,6382.14,-0.0089874269538459,-0.003584643487221,-0.0080846288774429,-0.0034337216764805,-0.0046509072009623,-32.345932873975954,0.0444467680285354,0.0,0.0,1.0,,,0.0,21.80563667941417,0.9856921347616369,1.025580874499004,-0.038893802262891075
2021-05-06,0.0,cash,cash,False,58417.05224915064,6398.44,0.0087144827401108,0.0025540022625638,-0.0054276444954868,-0.0001687626571994,-0.0052588818382873,-34.78979012648819,0.3041850866987682,0.0,0.0,1.0,,,0.0,21.80563667941417,0.9856921347616369,1.025580874499004,-0.038893802262891075
2021-05-07,0.0,cash,long_microcap_short_zz1000,True,58653.62232394718,6320.25,0.0040496749782505,-0.0122201661655028,0.0091941656605676,0.0090765398984578,0.0001176257621098,-33.60421039824899,0.7143325966206967,0.0,0.0,1.0,,,0.0,21.80563667941417,0.9856921347616369,1.025580874499004,-0.038893802262891075
2021-05-10,0.0047885917814798,long_microcap_short_zz1000,long_microcap_short_zz1000,True,59122.10119884825,6338.57,0.0079872112981127,0.0028986195166329,0.025883121431186,0.0172408259162848,0.0086422955149012,-31.278734174372325,0.7777131960377737,0.0003,0.0050885917814798,1.0,,,0.0047885917814798,21.910054972007156,0.9904122120172261,1.025580874499004,-0.034291457023277516
2021-05-11,0.0089632710118076,long_microcap_short_zz1000,long_microcap_short_zz1000,True,59719.1069601818,6343.86,0.0100978441095254,0.0008345730977177,0.0209667523464278,0.0037641988142536,0.0172025535321742,-29.417588900572657,0.9735281877880396,0.0003,0.0092632710118076,1.0,,,0.0089632710118076,22.10644073260486,0.9992895450869403,1.025580874499004,-0.02563554963415926
2021-05-12,0.0005306266580433,long_microcap_short_zz1000,long_microcap_short_zz1000,True,60488.66995845388,6420.34,0.0128863782036323,0.012055751545589,0.0329757984243608,0.0196502562489975,0.0133255421753633,-26.83951140981156,0.9055441798802976,0.0003,0.0008306266580433,1.0,,,0.0005306266580433,22.11817099937204,0.9998197947586678,1.025580874499004,-0.025118525882145137
