stage,r2_threshold,target_vol,annual,max_dd,sharpe,vol,active_days_pct,avg_effective_leverage,avg_active_leverage,rebalances_per_year
baseline,0.0,,0.22024794203912812,-0.0764947261624425,2.0400363044907026,0.10796275613051566,0.5,0.5,1.0,25.088537020517396
best_r2_only,0.0,,0.22024794203912812,-0.0764947261624425,2.0400363044907026,0.10796275613051566,0.5,0.5,1.0,25.088537020517396
best_r2_plus_tv_10,0.0,0.1,0.23648176066987392,-0.07876326440120927,1.9211214251345,0.12309568649640018,0.5,0.530569148471585,1.06113829694317,47.244647636039254
best_r2_plus_tv_15,0.0,0.15,0.3251872517854888,-0.11750115246543043,1.9425074648503995,0.16740592130004134,0.5,0.7406829623937342,1.4813659247874684,45.61552185548618
best_r2_plus_tv_20,0.0,0.2,0.41176853710036765,-0.13294705169294727,2.1268542817109664,0.1936044893348861,0.5,0.8801169928779766,1.7602339857559532,38.77319357716325
best_r2_plus_tv_30,0.0,0.3,0.46101430647195385,-0.1444716315799752,2.184347766060001,0.21105352986145814,0.5,0.9726293410989806,1.9452586821979612,26.066012488849243
