date,base_close,anchored_close,raw_proxy_close,valid_member_ratio,close_diff,close_diff_pct
2010-01-04,1000.0,1000.0,1000.0,0.0,0.0,0.0
2010-01-05,1010.5906438252296,1010.5906438252296,1011.2925573924763,0.8325,0.0,0.0
2010-01-06,1006.9881364892188,1006.9881364892188,1007.5547117657185,0.8275,0.0,0.0
2010-01-07,987.1852187010668,987.1852187010668,987.3950172887855,0.8275,0.0,0.0
2010-01-08,998.0057502920498,998.0057502920498,997.899339160802,0.825,0.0,0.0
2010-01-11,1007.3607238734533,1007.3607238734533,1007.7462693271559,0.81,0.0,0.0
2010-01-12,1028.9627781487525,1028.9627781487525,1029.4829884908247,0.82,0.0,0.0
2010-01-13,1021.0779781423864,1021.0779781423864,1021.712136163637,0.82,0.0,0.0
2010-01-14,1048.5973730007554,1048.5973730007554,1049.1753410845242,0.8075,0.0,0.0
2010-01-15,1057.2410962949075,1057.2410962949075,1057.587002051667,0.81,0.0,0.0
2010-01-18,1073.8052405428818,1073.8052405428818,1073.9881879987431,0.815,0.0,0.0
2010-01-19,1073.9258295518086,1073.9258295518086,1074.3804475675263,0.8175,0.0,0.0
2010-01-20,1034.178552039642,1034.178552039642,1034.8660279597364,0.8175,0.0,0.0
2010-01-21,1044.2987360063994,1044.2987360063994,1044.1288259595656,0.82,0.0,0.0
2010-01-22,1014.4421124893622,1014.4421124893622,1013.2544783514716,0.8225,0.0,0.0
2010-01-25,1001.594999882886,1001.594999882886,1000.9045112509127,0.825,0.0,0.0
2010-01-26,961.750699772878,961.750699772878,961.5492427517979,0.8225,0.0,0.0
2010-01-27,953.6972421342298,953.6972421342298,954.0572846111995,0.8225,0.0,0.0
2010-01-28,964.7902457769198,964.7902457769198,965.789103408433,0.8175,0.0,0.0
2010-01-29,973.9913458836508,973.9913458836508,975.5834876750636,0.8125,0.0,0.0
2010-02-01,958.6364236318748,958.6364236318748,960.5319606739497,0.8175,0.0,0.0
2010-02-02,955.8334878701672,955.8334878701672,957.4933803512378,0.8175,0.0,0.0
2010-02-03,972.751633845221,972.751633845221,973.6177747661848,0.8175,0.0,0.0
2010-02-04,984.0716004708072,984.0716004708072,985.213331040689,0.8175,0.0,0.0
2010-02-05,968.3334840977468,968.3334840977468,969.1470096766807,0.815,0.0,0.0
2010-02-08,971.9709087752832,971.9709087752832,972.4928885328942,0.8125,0.0,0.0
2010-02-09,972.1058332920768,972.1058332920768,973.0062544952104,0.81,0.0,0.0
2010-02-10,985.6819145158468,985.6819145158468,986.5311288066293,0.82,0.0,0.0
2010-02-11,982.0868917237063,982.0868917237063,982.3202827975689,0.815,0.0,0.0
2010-02-12,993.3886295779466,993.3886295779466,993.8533062124243,0.8225,0.0,0.0
2010-02-22,998.0512183233708,998.0512183233708,998.433532442738,0.82,0.0,0.0
2010-02-23,1010.3629633025574,1010.3629633025574,1010.1420329317517,0.8225,0.0,0.0
2010-02-24,1034.2901175596137,1034.2901175596137,1034.9536226234836,0.825,0.0,0.0
2010-02-25,1051.2298600343993,1051.2298600343993,1052.0885024109364,0.81,0.0,0.0
2010-02-26,1056.7064309007928,1056.7064309007928,1057.5830619316325,0.8,0.0,0.0
2010-03-01,1074.7629735291794,1074.7629735291794,1075.6060885417617,0.82,0.0,0.0
2010-03-02,1078.041309689717,1078.041309689717,1079.0811018406116,0.7925,0.0,0.0
2010-03-03,1091.5280815086487,1091.5280815086487,1093.528685263495,0.805,0.0,0.0
2010-03-04,1050.310652106058,1050.310652106058,1052.2312741847109,0.805,0.0,0.0
2010-03-05,1056.4165077440182,1056.4165077440182,1057.9777080992587,0.8025,0.0,0.0
2010-03-08,1071.5378155951355,1071.5378155951355,1073.613164085254,0.81,0.0,0.0
2010-03-09,1073.544933268107,1073.544933268107,1075.5581311640312,0.815,0.0,0.0
2010-03-10,1064.6281301628817,1064.6281301628817,1068.0143088308846,0.8025,0.0,0.0
2010-03-11,1065.1856340734878,1065.1856340734878,1069.1771495949938,0.8125,0.0,0.0
2010-03-12,1050.587289291267,1050.587289291267,1053.887309232813,0.8025,0.0,0.0
2010-03-15,1043.5727495049143,1043.5727495049143,1046.6822849309758,0.7975,0.0,0.0
2010-03-16,1056.6147361969302,1056.6147361969302,1059.6213933142978,0.8125,0.0,0.0
2010-03-17,1083.1871877308404,1083.1871877308404,1086.8010179223634,0.7975,0.0,0.0
2010-03-18,1089.976792361676,1089.976792361676,1094.2289424448124,0.7875,0.0,0.0
2010-03-19,1099.829734506927,1099.829734506927,1104.209298016492,0.7975,0.0,0.0
2010-03-22,1111.2109396880903,1111.2109396880903,1116.2367017053627,0.79,0.0,0.0
2010-03-23,1106.0399672961453,1106.0399672961453,1111.0950155934245,0.7975,0.0,0.0
2010-03-24,1113.0219114919892,1113.0219114919892,1118.4049020154973,0.8075,0.0,0.0
2010-03-25,1101.0341104035824,1101.0341104035824,1106.659862203399,0.8,0.0,0.0
2010-03-26,1113.3399913600708,1113.3399913600708,1118.91095287856,0.79,0.0,0.0
2010-03-29,1117.9984808226743,1117.9984808226743,1123.4786604493554,0.7925,0.0,0.0
2010-03-30,1129.524105028226,1129.524105028226,1135.141331950084,0.8025,0.0,0.0
2010-03-31,1137.2653902889715,1137.2653902889715,1142.7451884219752,0.7925,0.0,0.0
2010-04-01,1154.168244223408,1154.168244223408,1159.4965566979217,0.8075,0.0,0.0
2010-04-02,1158.570650680717,1158.570650680717,1162.8103631795097,0.8025,0.0,0.0
2010-04-06,1168.8887336331331,1168.8887336331331,1173.5602754979402,0.8025,0.0,0.0
2010-04-07,1177.180899113912,1177.180899113912,1182.4108294872794,0.8075,0.0,0.0
2010-04-08,1176.0866097165324,1176.0866097165324,1181.6842658931637,0.8025,0.0,0.0
2010-04-09,1195.6567348548758,1195.6567348548758,1200.9674551964954,0.785,0.0,0.0
2010-04-12,1213.2388239644597,1213.2388239644597,1219.153381413726,0.8,0.0,0.0
2010-04-13,1182.791712086017,1182.791712086017,1188.4757172767522,0.805,0.0,0.0
2010-04-14,1194.7321563940911,1194.7321563940911,1199.6160565154996,0.8,0.0,0.0
2010-04-15,1180.930714067693,1180.930714067693,1184.56692200051,0.78,0.0,0.0
2010-04-16,1178.243703926166,1178.243703926166,1181.3539132274107,0.76,0.0,0.0
2010-04-19,1130.2740705289505,1130.2740705289505,1135.258916382715,0.785,0.0,0.0
2010-04-20,1137.8648761338184,1137.8648761338184,1143.523053756747,0.7825,0.0,0.0
2010-04-21,1171.1723296747357,1171.1723296747357,1177.7656333743068,0.795,0.0,0.0
2010-04-22,1178.4398338363171,1178.4398338363171,1185.9709701396578,0.7625,0.0,0.0
2010-04-23,1170.4649814904833,1170.4649814904833,1177.4856829023004,0.7775,0.0,0.0
2010-04-26,1166.845184577446,1166.845184577446,1173.4319205617055,0.785,0.0,0.0
2010-04-27,1134.3944133789432,1134.3944133789432,1140.8412298971648,0.785,0.0,0.0
2010-04-28,1128.3528255927092,1128.3528255927092,1137.8258163535718,0.7775,0.0,0.0
2010-04-29,1094.7763731024454,1094.7763731024454,1103.7558244495826,0.7825,0.0,0.0
2010-04-30,1048.2203311182984,1048.2203311182984,1058.7794331491277,0.77,0.0,0.0
2010-05-04,1043.5361396681092,1043.5361396681092,1054.1617191881094,0.7925,0.0,0.0
2010-05-05,1075.9374716885443,1075.9374716885443,1086.4346784443635,0.7725,0.0,0.0
2010-05-06,1043.3580169451693,1043.3580169451693,1055.5266728270708,0.7775,0.0,0.0
2010-05-07,1024.2597283246682,1024.2597283246682,1036.3345338742272,0.7675,0.0,0.0
2010-05-10,1006.8399140810398,1006.8399140810398,1019.0742644823432,0.75,0.0,0.0
2010-05-11,977.6046523541262,977.6046523541262,988.6042573662808,0.7775,0.0,0.0
2010-05-12,951.3692777621852,951.3692777621852,960.7326170351583,0.755,0.0,0.0
2010-05-13,967.3074925236295,967.3074925236295,977.4322467041638,0.7775,0.0,0.0
2010-05-14,971.4644067216424,971.4644067216424,982.7618968572503,0.7675,0.0,0.0
2010-05-17,904.3717492496844,904.3717492496844,914.8071426759744,0.7675,0.0,0.0
2010-05-18,909.2775486795188,909.2775486795188,919.1857212294466,0.7475,0.0,0.0
2010-05-19,907.223413267252,907.223413267252,918.2195089650745,0.7675,0.0,0.0
2010-05-20,887.2745269109148,887.2745269109148,896.879029494085,0.755,0.0,0.0
2010-05-21,901.6214852944923,901.6214852944923,911.5495325419071,0.7575,0.0,0.0
2010-05-24,944.7325662780338,944.7325662780338,955.0697367196933,0.7725,0.0,0.0
2010-05-25,942.0087895062655,942.0087895062655,952.3622802041086,0.77,0.0,0.0
2010-05-26,943.183718410904,943.183718410904,953.0508704886907,0.76,0.0,0.0
2010-05-27,963.3633056771556,963.3633056771556,973.5971487292326,0.775,0.0,0.0
2010-05-28,969.155610475812,969.155610475812,979.6735064013731,0.755,0.0,0.0
2010-05-31,937.7015986122292,937.7015986122292,948.2863144510195,0.7775,0.0,0.0
2010-06-01,917.060117157023,917.060117157023,928.3581123105799,0.785,0.0,0.0
2010-06-02,933.746925462262,933.746925462262,945.9804360825879,0.7825,0.0,0.0
2010-06-03,929.3237480938036,929.3237480938036,942.1045546454899,0.77,0.0,0.0
2010-06-04,937.1966771814592,937.1966771814592,949.838199696589,0.78,0.0,0.0
2010-06-07,937.8101429384038,937.8101429384038,950.7755564875603,0.7675,0.0,0.0
2010-06-08,950.1763288397332,950.1763288397332,963.3873161085617,0.7725,0.0,0.0
2010-06-09,971.3294037896115,971.3294037896115,984.2580439795406,0.78,0.0,0.0
2010-06-10,974.304844747936,974.304844747936,987.2294922949266,0.7625,0.0,0.0
2010-06-11,970.2476390192184,970.2476390192184,982.4218300865116,0.78,0.0,0.0
2010-06-17,961.7286227973026,961.7286227973026,973.1757769196921,0.755,0.0,0.0
2010-06-18,918.1281953822572,918.1281953822572,928.5179419622676,0.76,0.0,0.0
2010-06-21,945.3465684076232,945.3465684076232,957.0346563990907,0.7725,0.0,0.0
2010-06-22,954.371662498946,954.371662498946,965.8968939004818,0.765,0.0,0.0
2010-06-23,953.8868504007038,953.8868504007038,965.3193630496992,0.76,0.0,0.0
2010-06-24,955.3801232048228,955.3801232048228,966.8417941237468,0.7725,0.0,0.0
2010-06-25,937.0901212371216,937.0901212371216,947.9878982716967,0.77,0.0,0.0
2010-06-28,921.8821800830935,921.8821800830935,932.9913402638965,0.76,0.0,0.0
2010-06-29,866.7298088932317,866.7298088932317,877.0011254497598,0.76,0.0,0.0
2010-06-30,845.252075780563,845.252075780563,855.3851308746208,0.77,0.0,0.0
2010-07-01,834.7334745369136,834.7334745369136,845.6239540944637,0.7825,0.0,0.0
2010-07-02,831.3579193550688,831.3579193550688,842.2683670321697,0.795,0.0,0.0
2010-07-05,827.696974394186,827.696974394186,838.6009271406922,0.79,0.0,0.0
2010-07-06,851.4748908999112,851.4748908999112,862.8382035853349,0.79,0.0,0.0
2010-07-07,862.2675060290189,862.2675060290189,874.2035442243792,0.7925,0.0,0.0
2010-07-08,861.0457083137976,861.0457083137976,872.6877462914421,0.7875,0.0,0.0
2010-07-09,885.88264049609,885.88264049609,898.1723248025435,0.7875,0.0,0.0
2010-07-12,897.9313402694255,897.9313402694255,909.7148124109015,0.785,0.0,0.0
2010-07-13,886.3210170462615,886.3210170462615,898.5703564467893,0.79,0.0,0.0
2010-07-14,895.5067247523292,895.5067247523292,907.2218569242334,0.795,0.0,0.0
2010-07-15,874.8941849195237,874.8941849195237,886.3764204040792,0.79,0.0,0.0
2010-07-16,880.6403129995125,880.6403129995125,891.898151529513,0.785,0.0,0.0
2010-07-19,900.2571771841527,900.2571771841527,912.1613577990269,0.79,0.0,0.0
2010-07-20,925.7913143539128,925.7913143539128,938.5782526829405,0.79,0.0,0.0
2010-07-21,926.9820770451,926.9820770451,939.9561706680321,0.7875,0.0,0.0
2010-07-22,940.2712769159727,940.2712769159727,953.4795807126266,0.79,0.0,0.0
2010-07-23,942.682236822592,942.682236822592,956.5027083772587,0.79,0.0,0.0
2010-07-26,956.8957987017128,956.8957987017128,971.2203743880106,0.7825,0.0,0.0
2010-07-27,957.2730936282104,957.2730936282104,971.5169100156863,0.7925,0.0,0.0
2010-07-28,976.4757366878152,976.4757366878152,991.4189347493397,0.7875,0.0,0.0
2010-07-29,985.8109413777936,985.8109413777936,1000.0952410801174,0.7775,0.0,0.0
2010-07-30,985.8375701731544,985.8375701731544,1000.3414715326942,0.7825,0.0,0.0
2010-08-02,1004.5798941412156,1004.5798941412156,1020.2752758971956,0.7875,0.0,0.0
2010-08-03,988.248067223971,988.248067223971,1003.4163285481188,0.78,0.0,0.0
2010-08-04,999.666379239422,999.666379239422,1015.3246330902302,0.7775,0.0,0.0
