top_n,annual,max_dd,sharpe,vol,total_return
10,8.56492787136474,-0.4705087986477926,19.575799855056356,0.4375263302026686,7659921551019032.0
20,4.305259539222566,-0.483130212925287,10.014084307512046,0.4299204407529287,547222744981.6153
30,2.776605400409922,-0.47813632683581925,7.642466885145207,0.36331271592512326,2225292273.471076
50,1.683597050466755,-0.4815902870850759,5.128832054955102,0.32826129466262927,8789979.323865648
100,0.9653718149049815,-0.4826045370404432,3.090062038467861,0.3124117907301433,56617.83698565901
