date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag
2026-03-18,long_microcap_short_zz1000,long_microcap_short_zz1000,90908.94216362768,8096.59,-0.017580226389066866,-0.0319171450332576,0.014336918644190733,7.8263677161944125,0.8476262430153008,1.0,0.0
