rebalance_date,effective_date,exit_count,entry_count,blocked_entry_count,blocked_exit_count,buy_turnover_frac,sell_turnover_frac,turnover_frac_one_side,two_side_cost_rate,holding_count_after
2011-03-08,2011-03-09,3,3,7,7,0.03,0.03,0.03,0.00017999999999999998,100
2011-03-15,2011-03-16,4,4,7,7,0.04,0.04,0.04,0.00024,100
2011-03-22,2011-03-23,5,5,6,6,0.05,0.05,0.05,0.00030000000000000003,100
2011-03-29,2011-03-30,6,6,8,8,0.06,0.06,0.06,0.00035999999999999997,100
2011-04-06,2011-04-07,13,13,3,3,0.13,0.13,0.13,0.0007800000000000001,100
2011-04-12,2011-04-13,7,7,4,4,0.07,0.07,0.07,0.00042000000000000007,100
2011-04-19,2011-04-20,14,14,4,4,0.14,0.14,0.14,0.0008400000000000001,100
2011-04-26,2011-04-27,8,8,4,4,0.08,0.08,0.08,0.00048,100
2011-05-03,2011-05-04,5,5,6,6,0.05,0.05,0.05,0.00030000000000000003,100
2011-05-10,2011-05-11,8,8,5,5,0.08,0.08,0.08,0.00048,100
2011-05-17,2011-05-18,6,6,5,5,0.06,0.06,0.06,0.00035999999999999997,100
2011-05-24,2011-05-25,9,9,5,5,0.09,0.09,0.09,0.00054,100
2011-05-31,2011-06-01,5,5,7,7,0.05,0.05,0.05,0.00030000000000000003,100
2011-06-07,2011-06-08,3,3,6,6,0.03,0.03,0.03,0.00017999999999999998,100
2011-06-14,2011-06-15,7,7,7,7,0.07,0.07,0.07,0.00042000000000000007,100
2011-06-21,2011-06-22,9,9,6,6,0.09,0.09,0.09,0.00054,100
2011-06-28,2011-06-29,6,6,6,6,0.06,0.06,0.06,0.00035999999999999997,100
2011-07-05,2011-07-06,4,4,6,6,0.04,0.04,0.04,0.00024,100
2011-07-12,2011-07-13,10,10,4,4,0.1,0.1,0.1,0.0006000000000000001,100
2011-07-19,2011-07-20,4,4,6,6,0.04,0.04,0.04,0.00024,100
2011-07-26,2011-07-27,5,5,5,5,0.05,0.05,0.05,0.00030000000000000003,100
2011-08-02,2011-08-03,7,7,5,5,0.07,0.07,0.07,0.00042000000000000007,100
2011-08-09,2011-08-10,5,5,5,5,0.05,0.05,0.05,0.00030000000000000003,100
2011-08-16,2011-08-17,6,6,5,5,0.06,0.06,0.06,0.00035999999999999997,100
2011-08-23,2011-08-24,7,7,5,5,0.07,0.07,0.07,0.00042000000000000007,100
2011-08-30,2011-08-31,4,4,5,5,0.04,0.04,0.04,0.00024,100
2011-09-06,2011-09-07,9,9,6,6,0.09,0.09,0.09,0.00054,100
2011-09-13,2011-09-14,5,5,9,9,0.05,0.05,0.05,0.00030000000000000003,100
2011-09-20,2011-09-21,5,5,6,6,0.05,0.05,0.05,0.00030000000000000003,100
2011-09-27,2011-09-28,7,7,7,7,0.07,0.07,0.07,0.00042000000000000007,100
2011-10-10,2011-10-11,8,8,5,5,0.08,0.08,0.08,0.00048,100
2011-10-11,2011-10-12,2,2,4,4,0.02,0.02,0.02,0.00012,100
2011-10-18,2011-10-19,9,9,3,3,0.09,0.09,0.09,0.00054,100
2011-10-25,2011-10-26,6,6,3,3,0.06,0.06,0.06,0.00035999999999999997,100
2011-11-01,2011-11-02,3,3,3,3,0.03,0.03,0.03,0.00017999999999999998,100
2011-11-08,2011-11-09,4,4,3,3,0.04,0.04,0.04,0.00024,100
2011-11-15,2011-11-16,8,8,3,3,0.08,0.08,0.08,0.00048,100
2011-11-22,2011-11-23,12,12,2,2,0.12,0.12,0.12,0.0007199999999999999,100
2011-11-29,2011-11-30,9,9,3,3,0.09,0.09,0.09,0.00054,100
2011-12-06,2011-12-07,10,10,4,4,0.1,0.1,0.1,0.0006000000000000001,100
2011-12-13,2011-12-14,10,10,5,5,0.1,0.1,0.1,0.0006000000000000001,100
2011-12-20,2011-12-21,12,12,4,4,0.12,0.12,0.12,0.0007199999999999999,100
2011-12-27,2011-12-28,10,10,3,3,0.1,0.1,0.1,0.0006000000000000001,100
2012-01-04,2012-01-05,7,7,2,2,0.07,0.07,0.07,0.00042000000000000007,100
2012-01-10,2012-01-11,5,5,3,3,0.05,0.05,0.05,0.00030000000000000003,100
2012-01-17,2012-01-18,10,10,4,4,0.1,0.1,0.1,0.0006000000000000001,100
2012-01-30,2012-01-31,4,4,5,5,0.04,0.04,0.04,0.00024,100
2012-01-31,2012-02-01,4,4,6,6,0.04,0.04,0.04,0.00024,100
2012-02-07,2012-02-08,4,4,7,7,0.04,0.04,0.04,0.00024,100
2012-02-14,2012-02-15,5,5,7,7,0.05,0.05,0.05,0.00030000000000000003,100
2012-02-21,2012-02-22,6,6,8,8,0.06,0.06,0.06,0.00035999999999999997,100
2012-02-28,2012-02-29,9,9,8,8,0.09,0.09,0.09,0.00054,100
2012-03-06,2012-03-07,8,8,7,7,0.08,0.08,0.08,0.00048,100
2012-03-13,2012-03-14,5,5,8,8,0.05,0.05,0.05,0.00030000000000000003,100
2012-03-20,2012-03-21,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2012-03-27,2012-03-28,5,5,9,9,0.05,0.05,0.05,0.00030000000000000003,100
2012-04-05,2012-04-06,6,6,9,9,0.06,0.06,0.06,0.00035999999999999997,100
2012-04-10,2012-04-11,5,5,7,7,0.05,0.05,0.05,0.00030000000000000003,100
2012-04-17,2012-04-18,5,5,7,7,0.05,0.05,0.05,0.00030000000000000003,100
2012-04-24,2012-04-25,9,9,7,7,0.09,0.09,0.09,0.00054,100
2012-05-02,2012-05-03,5,5,8,8,0.05,0.05,0.05,0.00030000000000000003,100
2012-05-08,2012-05-09,5,5,9,9,0.05,0.05,0.05,0.00030000000000000003,100
2012-05-15,2012-05-16,8,8,7,7,0.08,0.08,0.08,0.00048,100
2012-05-22,2012-05-23,4,4,8,8,0.04,0.04,0.04,0.00024,100
2012-05-29,2012-05-30,7,7,7,7,0.07,0.07,0.07,0.00042000000000000007,100
2012-06-05,2012-06-06,2,2,7,7,0.02,0.02,0.02,0.00012,100
2012-06-12,2012-06-13,6,6,7,7,0.06,0.06,0.06,0.00035999999999999997,100
2012-06-19,2012-06-20,3,3,10,10,0.03,0.03,0.03,0.00017999999999999998,100
2012-06-26,2012-06-27,5,5,9,9,0.05,0.05,0.05,0.00030000000000000003,100
2012-07-03,2012-07-04,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2012-07-10,2012-07-11,8,8,8,8,0.08,0.08,0.08,0.00048,100
2012-07-17,2012-07-18,10,10,9,9,0.1,0.1,0.1,0.0006000000000000001,100
2012-07-24,2012-07-25,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2012-07-31,2012-08-01,1,1,8,8,0.01,0.01,0.01,6e-05,100
2012-08-07,2012-08-08,5,5,8,8,0.05,0.05,0.05,0.00030000000000000003,100
2012-08-14,2012-08-15,4,4,8,8,0.04,0.04,0.04,0.00024,100
2012-08-21,2012-08-22,3,3,8,8,0.03,0.03,0.03,0.00017999999999999998,100
2012-08-28,2012-08-29,8,8,8,8,0.08,0.08,0.08,0.00048,100
2012-09-04,2012-09-05,7,7,6,6,0.07,0.07,0.07,0.00042000000000000007,100
2012-09-11,2012-09-12,7,7,6,6,0.07,0.07,0.07,0.00042000000000000007,100
2012-09-18,2012-09-19,4,4,6,6,0.04,0.04,0.04,0.00024,100
2012-09-25,2012-09-26,2,2,8,8,0.02,0.02,0.02,0.00012,100
2012-10-08,2012-10-09,5,5,7,7,0.05,0.05,0.05,0.00030000000000000003,100
2012-10-09,2012-10-10,3,3,7,7,0.03,0.03,0.03,0.00017999999999999998,100
2012-10-16,2012-10-17,7,7,7,7,0.07,0.07,0.07,0.00042000000000000007,100
2012-10-23,2012-10-24,6,6,6,6,0.06,0.06,0.06,0.00035999999999999997,100
2012-10-30,2012-10-31,5,5,5,5,0.05,0.05,0.05,0.00030000000000000003,100
2012-11-06,2012-11-07,7,7,5,5,0.07,0.07,0.07,0.00042000000000000007,100
2012-11-13,2012-11-14,5,5,7,7,0.05,0.05,0.05,0.00030000000000000003,100
2012-11-20,2012-11-21,6,6,5,5,0.06,0.06,0.06,0.00035999999999999997,100
2012-11-27,2012-11-28,4,4,6,6,0.04,0.04,0.04,0.00024,100
2012-12-04,2012-12-05,6,6,7,7,0.06,0.06,0.06,0.00035999999999999997,100
2012-12-11,2012-12-12,2,2,6,6,0.02,0.02,0.02,0.00012,100
2012-12-18,2012-12-19,5,5,6,6,0.05,0.05,0.05,0.00030000000000000003,100
2012-12-25,2012-12-26,10,10,5,5,0.1,0.1,0.1,0.0006000000000000001,100
2013-01-04,2013-01-07,8,8,6,6,0.08,0.08,0.08,0.00048,100
2013-01-08,2013-01-09,2,2,6,6,0.02,0.02,0.02,0.00012,100
2013-01-15,2013-01-16,4,4,6,6,0.04,0.04,0.04,0.00024,100
2013-01-22,2013-01-23,7,7,7,7,0.07,0.07,0.07,0.00042000000000000007,100
2013-01-29,2013-01-30,4,4,7,7,0.04,0.04,0.04,0.00024,100
2013-02-05,2013-02-06,4,4,6,6,0.04,0.04,0.04,0.00024,100
2013-02-18,2013-02-19,2,2,5,5,0.02,0.02,0.02,0.00012,100
2013-02-19,2013-02-20,3,3,4,4,0.03,0.03,0.03,0.00017999999999999998,100
2013-02-26,2013-02-27,5,5,5,5,0.05,0.05,0.05,0.00030000000000000003,100
2013-03-05,2013-03-06,7,7,5,5,0.07,0.07,0.07,0.00042000000000000007,100
2013-03-12,2013-03-13,7,7,4,4,0.07,0.07,0.07,0.00042000000000000007,100
2013-03-19,2013-03-20,4,4,6,6,0.04,0.04,0.04,0.00024,100
2013-03-26,2013-03-27,5,5,8,8,0.05,0.05,0.05,0.00030000000000000003,100
2013-04-02,2013-04-03,2,2,7,7,0.02,0.02,0.02,0.00012,100
2013-04-09,2013-04-10,5,5,6,6,0.05,0.05,0.05,0.00030000000000000003,100
2013-04-16,2013-04-17,3,3,6,6,0.03,0.03,0.03,0.00017999999999999998,100
2013-04-23,2013-04-24,6,6,4,4,0.06,0.06,0.06,0.00035999999999999997,100
2013-05-02,2013-05-03,6,6,3,3,0.06,0.06,0.06,0.00035999999999999997,100
2013-05-07,2013-05-08,2,2,4,4,0.02,0.02,0.02,0.00012,100
2013-05-14,2013-05-15,6,6,4,4,0.06,0.06,0.06,0.00035999999999999997,100
2013-05-21,2013-05-22,5,5,5,5,0.05,0.05,0.05,0.00030000000000000003,100
2013-05-28,2013-05-29,4,4,7,7,0.04,0.04,0.04,0.00024,100
2013-06-04,2013-06-05,7,7,7,7,0.07,0.07,0.07,0.00042000000000000007,100
2013-06-13,2013-06-14,1,1,9,9,0.01,0.01,0.01,6e-05,100
2013-06-18,2013-06-19,4,4,10,10,0.04,0.04,0.04,0.00024,100
2013-06-25,2013-06-26,5,5,10,10,0.05,0.05,0.05,0.00030000000000000003,100
2013-07-02,2013-07-03,6,6,10,10,0.06,0.06,0.06,0.00035999999999999997,100
2013-07-09,2013-07-10,6,6,9,9,0.06,0.06,0.06,0.00035999999999999997,100
2013-07-16,2013-07-17,2,2,9,9,0.02,0.02,0.02,0.00012,100
2013-07-23,2013-07-24,6,6,11,11,0.06,0.06,0.06,0.00035999999999999997,100
2013-07-30,2013-07-31,5,5,11,11,0.05,0.05,0.05,0.00030000000000000003,100
2013-08-06,2013-08-07,7,7,10,10,0.07,0.07,0.07,0.00042000000000000007,100
2013-08-13,2013-08-14,5,5,11,11,0.05,0.05,0.05,0.00030000000000000003,100
2013-08-20,2013-08-21,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2013-08-27,2013-08-28,9,9,5,5,0.09,0.09,0.09,0.00054,100
2013-09-03,2013-09-04,9,9,7,7,0.09,0.09,0.09,0.00054,100
2013-09-10,2013-09-11,7,7,7,7,0.07,0.07,0.07,0.00042000000000000007,100
2013-09-17,2013-09-18,4,4,7,7,0.04,0.04,0.04,0.00024,100
2013-09-24,2013-09-25,2,2,6,6,0.02,0.02,0.02,0.00012,100
2013-10-08,2013-10-09,3,3,7,7,0.03,0.03,0.03,0.00017999999999999998,100
2013-10-15,2013-10-16,7,7,6,6,0.07,0.07,0.07,0.00042000000000000007,100
2013-10-22,2013-10-23,6,6,7,7,0.06,0.06,0.06,0.00035999999999999997,100
2013-10-29,2013-10-30,3,3,9,9,0.03,0.03,0.03,0.00017999999999999998,100
2013-11-05,2013-11-06,4,4,9,9,0.04,0.04,0.04,0.00024,100
2013-11-12,2013-11-13,7,7,12,12,0.07,0.07,0.07,0.00042000000000000007,100
2013-11-19,2013-11-20,1,1,13,13,0.01,0.01,0.01,6e-05,100
2013-11-26,2013-11-27,2,2,13,13,0.02,0.02,0.02,0.00012,100
2013-12-03,2013-12-04,6,6,12,12,0.06,0.06,0.06,0.00035999999999999997,100
2013-12-10,2013-12-11,4,4,13,13,0.04,0.04,0.04,0.00024,100
2013-12-17,2013-12-18,8,8,15,15,0.08,0.08,0.08,0.00048,100
2013-12-24,2013-12-25,3,3,13,13,0.03,0.03,0.03,0.00017999999999999998,100
2013-12-31,2014-01-02,9,9,13,13,0.09,0.09,0.09,0.00054,100
2014-01-07,2014-01-08,9,9,11,11,0.09,0.09,0.09,0.00054,100
2014-01-14,2014-01-15,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2014-01-21,2014-01-22,3,3,11,11,0.03,0.03,0.03,0.00017999999999999998,100
2014-01-28,2014-01-29,2,2,12,12,0.02,0.02,0.02,0.00012,100
2014-02-07,2014-02-10,4,4,12,12,0.04,0.04,0.04,0.00024,100
2014-02-11,2014-02-12,4,4,12,12,0.04,0.04,0.04,0.00024,100
2014-02-18,2014-02-19,6,6,11,11,0.06,0.06,0.06,0.00035999999999999997,100
2014-02-25,2014-02-26,5,5,10,10,0.05,0.05,0.05,0.00030000000000000003,100
2014-03-04,2014-03-05,3,3,9,9,0.03,0.03,0.03,0.00017999999999999998,100
2014-03-11,2014-03-12,7,7,9,9,0.07,0.07,0.07,0.00042000000000000007,100
2014-03-18,2014-03-19,6,6,10,10,0.06,0.06,0.06,0.00035999999999999997,100
2014-03-25,2014-03-26,4,4,10,10,0.04,0.04,0.04,0.00024,100
2014-04-01,2014-04-02,4,4,12,12,0.04,0.04,0.04,0.00024,100
2014-04-08,2014-04-09,2,2,12,12,0.02,0.02,0.02,0.00012,100
2014-04-15,2014-04-16,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2014-04-22,2014-04-23,9,9,10,10,0.09,0.09,0.09,0.00054,100
2014-04-29,2014-04-30,6,6,11,11,0.06,0.06,0.06,0.00035999999999999997,100
2014-05-06,2014-05-07,3,3,10,10,0.03,0.03,0.03,0.00017999999999999998,100
2014-05-13,2014-05-14,4,4,11,11,0.04,0.04,0.04,0.00024,100
2014-05-20,2014-05-21,4,4,11,11,0.04,0.04,0.04,0.00024,100
2014-05-27,2014-05-28,2,2,14,14,0.02,0.02,0.02,0.00012,100
2014-06-03,2014-06-04,4,4,9,9,0.04,0.04,0.04,0.00024,100
2014-06-10,2014-06-11,8,8,8,8,0.08,0.08,0.08,0.00048,100
2014-06-17,2014-06-18,4,4,11,11,0.04,0.04,0.04,0.00024,100
2014-06-24,2014-06-25,7,7,10,10,0.07,0.07,0.07,0.00042000000000000007,100
2014-07-01,2014-07-02,5,5,12,12,0.05,0.05,0.05,0.00030000000000000003,100
2014-07-08,2014-07-09,7,7,11,11,0.07,0.07,0.07,0.00042000000000000007,100
2014-07-15,2014-07-16,9,9,9,9,0.09,0.09,0.09,0.00054,100
2014-07-22,2014-07-23,8,8,9,9,0.08,0.08,0.08,0.00048,100
2014-07-29,2014-07-30,6,6,9,9,0.06,0.06,0.06,0.00035999999999999997,100
2014-08-05,2014-08-06,5,5,9,9,0.05,0.05,0.05,0.00030000000000000003,100
2014-08-12,2014-08-13,3,3,10,10,0.03,0.03,0.03,0.00017999999999999998,100
2014-08-19,2014-08-20,3,3,10,10,0.03,0.03,0.03,0.00017999999999999998,100
2014-08-26,2014-08-27,3,3,12,12,0.03,0.03,0.03,0.00017999999999999998,100
2014-09-02,2014-09-03,4,4,14,14,0.04,0.04,0.04,0.00024,100
2014-09-09,2014-09-10,5,5,12,12,0.05,0.05,0.05,0.00030000000000000003,100
2014-09-16,2014-09-17,7,7,13,13,0.07,0.07,0.07,0.00042000000000000007,100
2014-09-23,2014-09-24,5,5,13,13,0.05,0.05,0.05,0.00030000000000000003,100
2014-09-30,2014-10-08,6,6,11,11,0.06,0.06,0.06,0.00035999999999999997,100
2014-10-08,2014-10-09,2,2,13,13,0.02,0.02,0.02,0.00012,100
2014-10-14,2014-10-15,8,8,15,15,0.08,0.08,0.08,0.00048,100
2014-10-21,2014-10-22,5,5,13,13,0.05,0.05,0.05,0.00030000000000000003,100
2014-10-28,2014-10-29,1,1,15,15,0.01,0.01,0.01,6e-05,100
2014-11-04,2014-11-05,6,6,14,14,0.06,0.06,0.06,0.00035999999999999997,100
2014-11-11,2014-11-12,11,11,15,15,0.11,0.11,0.11,0.00066,100
2014-11-18,2014-11-19,8,8,12,12,0.08,0.08,0.08,0.00048,100
2014-11-25,2014-11-26,5,5,13,13,0.05,0.05,0.05,0.00030000000000000003,100
2014-12-02,2014-12-03,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2014-12-09,2014-12-10,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2014-12-16,2014-12-17,2,2,13,13,0.02,0.02,0.02,0.00012,100
2014-12-23,2014-12-24,7,7,15,15,0.07,0.07,0.07,0.00042000000000000007,100
2014-12-30,2014-12-31,5,5,15,15,0.05,0.05,0.05,0.00030000000000000003,100
2015-01-06,2015-01-07,3,3,14,14,0.03,0.03,0.03,0.00017999999999999998,100
2015-01-13,2015-01-14,3,3,15,15,0.03,0.03,0.03,0.00017999999999999998,100
2015-01-20,2015-01-21,7,7,15,15,0.07,0.07,0.07,0.00042000000000000007,100
2015-01-27,2015-01-28,4,4,15,15,0.04,0.04,0.04,0.00024,100
2015-02-03,2015-02-04,4,4,13,13,0.04,0.04,0.04,0.00024,100
2015-02-10,2015-02-11,4,4,15,15,0.04,0.04,0.04,0.00024,100
2015-02-17,2015-02-25,6,6,15,15,0.06,0.06,0.06,0.00035999999999999997,100
2015-02-25,2015-02-26,3,3,15,15,0.03,0.03,0.03,0.00017999999999999998,100
2015-03-03,2015-03-04,4,4,15,15,0.04,0.04,0.04,0.00024,100
2015-03-10,2015-03-11,4,4,15,15,0.04,0.04,0.04,0.00024,100
2015-03-17,2015-03-18,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2015-03-24,2015-03-25,12,12,15,15,0.12,0.12,0.12,0.0007199999999999999,100
2015-03-31,2015-04-01,7,7,15,15,0.07,0.07,0.07,0.00042000000000000007,100
2015-04-07,2015-04-08,3,3,16,16,0.03,0.03,0.03,0.00017999999999999998,100
2015-04-14,2015-04-15,7,7,15,15,0.07,0.07,0.07,0.00042000000000000007,100
2015-04-21,2015-04-22,8,8,13,13,0.08,0.08,0.08,0.00048,100
2015-04-28,2015-04-29,17,17,13,13,0.17,0.17,0.17,0.00102,100
2015-05-05,2015-05-06,12,12,14,14,0.12,0.12,0.12,0.0007199999999999999,100
2015-05-12,2015-05-13,9,9,18,18,0.09,0.09,0.09,0.00054,100
2015-05-19,2015-05-20,19,19,19,19,0.19,0.19,0.19,0.00114,100
2015-05-26,2015-05-27,19,19,18,18,0.19,0.19,0.19,0.00114,100
2015-06-02,2015-06-03,24,19,23,18,0.19,0.24,0.215,0.00129,95
2015-06-09,2015-06-10,18,23,22,22,0.23,0.18,0.205,0.00123,100
2015-06-16,2015-06-17,19,19,23,23,0.19,0.19,0.19,0.00114,100
2015-06-23,2015-06-24,14,14,21,21,0.14,0.14,0.14,0.0008400000000000001,100
2015-06-30,2015-07-01,14,14,20,20,0.14,0.14,0.14,0.0008400000000000001,100
2015-07-07,2015-07-08,10,10,28,28,0.1,0.1,0.1,0.0006000000000000001,100
2015-07-14,2015-07-15,11,11,27,27,0.11,0.11,0.11,0.00066,100
2015-07-21,2015-07-22,11,11,29,29,0.11,0.11,0.11,0.00066,100
2015-07-28,2015-07-29,8,8,27,27,0.08,0.08,0.08,0.00048,100
2015-08-04,2015-08-05,10,10,24,24,0.1,0.1,0.1,0.0006000000000000001,100
2015-08-11,2015-08-12,5,5,19,19,0.05,0.05,0.05,0.00030000000000000003,100
2015-08-18,2015-08-19,11,11,18,18,0.11,0.11,0.11,0.00066,100
2015-08-25,2015-08-26,11,11,18,18,0.11,0.11,0.11,0.00066,100
2015-09-01,2015-09-02,11,11,18,18,0.11,0.11,0.11,0.00066,100
2015-09-08,2015-09-09,8,8,17,17,0.08,0.08,0.08,0.00048,100
2015-09-15,2015-09-16,11,11,19,19,0.11,0.11,0.11,0.00066,100
2015-09-22,2015-09-23,4,4,18,18,0.04,0.04,0.04,0.00024,100
2015-09-29,2015-09-30,11,11,18,18,0.11,0.11,0.11,0.00066,100
2015-10-08,2015-10-09,4,4,19,19,0.04,0.04,0.04,0.00024,100
2015-10-13,2015-10-14,7,7,21,21,0.07,0.07,0.07,0.00042000000000000007,100
2015-10-20,2015-10-21,8,8,23,23,0.08,0.08,0.08,0.00048,100
2015-10-27,2015-10-28,10,10,20,20,0.1,0.1,0.1,0.0006000000000000001,100
2015-11-03,2015-11-04,14,14,16,16,0.14,0.14,0.14,0.0008400000000000001,100
2015-11-10,2015-11-11,12,12,15,15,0.12,0.12,0.12,0.0007199999999999999,100
2015-11-17,2015-11-18,11,11,12,12,0.11,0.11,0.11,0.00066,100
2015-11-24,2015-11-25,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2015-12-01,2015-12-02,13,13,11,11,0.13,0.13,0.13,0.0007800000000000001,100
2015-12-08,2015-12-09,9,9,14,14,0.09,0.09,0.09,0.00054,100
2015-12-15,2015-12-16,7,7,15,15,0.07,0.07,0.07,0.00042000000000000007,100
2015-12-22,2015-12-23,11,11,12,12,0.11,0.11,0.11,0.00066,100
2015-12-29,2015-12-30,16,16,13,13,0.16,0.16,0.16,0.00096,100
2016-01-05,2016-01-06,10,10,13,13,0.1,0.1,0.1,0.0006000000000000001,100
2016-01-12,2016-01-13,9,9,13,13,0.09,0.09,0.09,0.00054,100
