schedule,baseline_end_date,baseline_final_nav,close_exec_final_nav,final_nav_delta,final_nav_delta_pct
biweekly,2026-03-18,52.11178718083991,94.559150817619,42.44736363677909,0.8145443849292091
monthly,2026-03-18,19.992755352897515,25.654198659485967,5.661443306588453,0.2831747403825431
weekly,2026-03-18,72.12312920925852,183.26775038862,111.14462117936147,1.5410399187878512
