date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net,overlay_pre_cost_return
2010-02-02,0.0,cash,long_microcap_short_zz1000,True,985.1052639317196,4225.47,0.001419476188072366,-0.0034245363786233884,-0.030068899389022796,-0.0504433767646304,0.020374477375607603,,0.1299658470336515,0.0,0.0,1.0,,,0.0,1.0,0.003,0.0,0.003,-0.0030000000000000027,0.997,0.0
2010-02-03,0.004981287067457769,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1005.0519260071044,4304.84,0.020248254481733508,0.018783709267844673,-0.03092008254811296,-0.05213140743350364,0.02121132488539068,,0.8061099627628965,0.00023999999999999998,0.005221287067457768,1.0,,,0.004981287067457769,1.0049812870674577,0.0,0.0,0.0,0.004981287067457707,1.0019663432062553,0.004981287067457707
2010-02-04,0.0023577680406191527,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1018.7554546972688,4364.23,0.013634647460063265,0.01379609927430514,-0.009293904932999641,-0.026996958968367957,0.017703054035368315,,0.869100665544292,0.00023999999999999998,0.0025977680406191524,1.0,,,0.0023577680406191527,1.0073507998275255,0.0,0.0007199999999999,0.0007199999999999,0.0016360704476299226,1.0036056307298948,0.002357768040619046
2010-02-05,0.0043780374621915615,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1008.0628625578436,4281.78,-0.010495739767697798,-0.018892221537361698,-0.0442531870443823,-0.07105634261167648,0.02680315556729418,,0.8376344981483826,0.00023999999999999998,0.004618037462191561,1.0,,,0.0043780374621915615,1.011761019366739,0.0,0.0,0.0,0.004378037462191564,1.0079994537784966,0.004378037462191564
2010-02-08,0.0017766753472976584,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1009.4930952501902,4278.58,0.0014187931581146618,-0.0007473527364787458,-0.05057219351093334,-0.08147330772913364,0.0309011142182003,,0.8473544398828973,0.00023999999999999998,0.0020166753472976584,1.0,,,0.0017766753472976584,1.0135585902272046,0.0,0.0,0.0,0.0017766753472976404,1.0097903415581144,0.0017766753472976404
2010-02-09,0.0006733408780731322,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1010.1791654079516,4277.33,0.0006796184748458778,-0.0002921530040340681,-0.06611425461923925,-0.09647553363399208,0.03036127901475283,,0.871667884309426,0.00023999999999999998,0.0009133408780731322,1.0,,,0.0006733408780731322,1.0142410606583268,0.0,0.0,0.0,0.0006733408780730255,1.010470274673369,0.0006733408780730255
2010-02-10,0.002807660662698215,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1023.288482195027,4330.42,0.012977219523015338,0.012411948575396403,-0.054754441431011824,-0.08649600776297606,0.03174156633196423,,0.7554890487382097,0.00023999999999999998,0.0030476606626982147,1.0,,,0.002807660662698215,1.0170887053868303,0.0,0.0,0.0,0.002807660662698108,1.013307332314395,0.002807660662698108
2010-02-11,0.002099820657175684,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1021.280008081818,4307.13,-0.0019627643114878968,-0.005378231210829476,-0.024469050953997096,-0.060962555186133915,0.03649350423213682,,0.9232419175940824,0.00023999999999999998,0.002339820657175684,1.0,,,0.002099820657175684,1.0192244092605816,0.0,0.0,0.0,0.0020998206571756217,1.0154350959828564,0.0020998206571756217
2010-02-12,-0.0008544455956799809,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1031.8727126078288,4366.28,0.010371988526345577,0.013733042652531946,-0.02711094763916222,-0.05213364796599551,0.02502270032683329,,0.3760549793966536,0.00023999999999999998,-0.000614445595679981,1.0,,,-0.0008544455956799809,1.0183535374530794,0.0,0.0,0.0,-0.0008544455956799313,1.014567461937395,-0.0008544455956799313
2010-02-22,-0.0008759550769643451,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1036.2096186081164,4392.69,0.004202946688382836,0.006048627206683976,-0.002509190597936306,-0.01757662235422519,0.015067431756288885,,0.03370818966957434,0.00023999999999999998,-0.0006359550769643452,1.0,,,-0.0008759550769643451,1.0174615055018028,0.0,0.0001799999999999,0.0001799999999999,-0.0010557974050503516,1.0134962842438329,-0.0008759550769643631
