rebalance_date,execution_timing,constraint_trade_date,execution_date,effective_date,return_start_date,exit_count,entry_count,blocked_entry_count,blocked_exit_count,buy_turnover_frac,sell_turnover_frac,turnover_frac_one_side,two_side_cost_rate,holding_count_after
2013-12-10,close,2013-12-10,2013-12-10,2013-12-10,2013-12-11,5,5,12,12,0.05,0.05,0.05,0.00030000000000000003,100
2013-12-17,close,2013-12-17,2013-12-17,2013-12-17,2013-12-18,8,8,14,14,0.08,0.08,0.08,0.00048,100
2013-12-24,close,2013-12-24,2013-12-24,2013-12-24,2013-12-25,2,2,13,13,0.02,0.02,0.02,0.00012,100
2013-12-31,close,2013-12-31,2013-12-31,2013-12-31,2014-01-02,10,10,13,13,0.1,0.1,0.1,0.0006000000000000001,100
2014-01-07,close,2014-01-07,2014-01-07,2014-01-07,2014-01-08,9,9,11,11,0.09,0.09,0.09,0.00054,100
2014-01-14,close,2014-01-14,2014-01-14,2014-01-14,2014-01-15,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2014-01-21,close,2014-01-21,2014-01-21,2014-01-21,2014-01-22,2,2,12,12,0.02,0.02,0.02,0.00012,100
2014-01-28,close,2014-01-28,2014-01-28,2014-01-28,2014-01-29,3,3,11,11,0.03,0.03,0.03,0.00017999999999999998,100
2014-02-07,close,2014-02-07,2014-02-07,2014-02-07,2014-02-10,5,5,11,11,0.05,0.05,0.05,0.00030000000000000003,100
2014-02-11,close,2014-02-11,2014-02-11,2014-02-11,2014-02-12,3,3,12,12,0.03,0.03,0.03,0.00017999999999999998,100
2014-02-18,close,2014-02-18,2014-02-18,2014-02-18,2014-02-19,5,5,11,11,0.05,0.05,0.05,0.00030000000000000003,100
2014-02-25,close,2014-02-25,2014-02-25,2014-02-25,2014-02-26,3,3,11,11,0.03,0.03,0.03,0.00017999999999999998,100
2014-03-04,close,2014-03-04,2014-03-04,2014-03-04,2014-03-05,3,3,8,8,0.03,0.03,0.03,0.00017999999999999998,100
2014-03-11,close,2014-03-11,2014-03-11,2014-03-11,2014-03-12,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2014-03-18,close,2014-03-18,2014-03-18,2014-03-18,2014-03-19,6,6,9,9,0.06,0.06,0.06,0.00035999999999999997,100
2014-03-25,close,2014-03-25,2014-03-25,2014-03-25,2014-03-26,4,4,9,9,0.04,0.04,0.04,0.00024,100
2014-04-01,close,2014-04-01,2014-04-01,2014-04-01,2014-04-02,5,5,10,10,0.05,0.05,0.05,0.00030000000000000003,100
2014-04-08,close,2014-04-08,2014-04-08,2014-04-08,2014-04-09,2,2,11,11,0.02,0.02,0.02,0.00012,100
2014-04-15,close,2014-04-15,2014-04-15,2014-04-15,2014-04-16,5,5,13,13,0.05,0.05,0.05,0.00030000000000000003,100
2014-04-22,close,2014-04-22,2014-04-22,2014-04-22,2014-04-23,8,8,10,10,0.08,0.08,0.08,0.00048,100
2014-04-29,close,2014-04-29,2014-04-29,2014-04-29,2014-04-30,5,5,11,11,0.05,0.05,0.05,0.00030000000000000003,100
2014-05-06,close,2014-05-06,2014-05-06,2014-05-06,2014-05-07,3,3,9,9,0.03,0.03,0.03,0.00017999999999999998,100
2014-05-13,close,2014-05-13,2014-05-13,2014-05-13,2014-05-14,4,4,10,10,0.04,0.04,0.04,0.00024,100
2014-05-20,close,2014-05-20,2014-05-20,2014-05-20,2014-05-21,4,4,10,10,0.04,0.04,0.04,0.00024,100
2014-05-27,close,2014-05-27,2014-05-27,2014-05-27,2014-05-28,2,2,13,13,0.02,0.02,0.02,0.00012,100
2014-06-03,close,2014-06-03,2014-06-03,2014-06-03,2014-06-04,4,4,8,8,0.04,0.04,0.04,0.00024,100
2014-06-10,close,2014-06-10,2014-06-10,2014-06-10,2014-06-11,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2014-06-17,close,2014-06-17,2014-06-17,2014-06-17,2014-06-18,4,4,10,10,0.04,0.04,0.04,0.00024,100
2014-06-24,close,2014-06-24,2014-06-24,2014-06-24,2014-06-25,7,7,10,10,0.07,0.07,0.07,0.00042000000000000007,100
2014-07-01,close,2014-07-01,2014-07-01,2014-07-01,2014-07-02,5,5,12,12,0.05,0.05,0.05,0.00030000000000000003,100
2014-07-08,close,2014-07-08,2014-07-08,2014-07-08,2014-07-09,7,7,11,11,0.07,0.07,0.07,0.00042000000000000007,100
2014-07-15,close,2014-07-15,2014-07-15,2014-07-15,2014-07-16,8,8,10,10,0.08,0.08,0.08,0.00048,100
2014-07-22,close,2014-07-22,2014-07-22,2014-07-22,2014-07-23,7,7,11,11,0.07,0.07,0.07,0.00042000000000000007,100
2014-07-29,close,2014-07-29,2014-07-29,2014-07-29,2014-07-30,7,7,10,10,0.07,0.07,0.07,0.00042000000000000007,100
2014-08-05,close,2014-08-05,2014-08-05,2014-08-05,2014-08-06,4,4,11,11,0.04,0.04,0.04,0.00024,100
2014-08-12,close,2014-08-12,2014-08-12,2014-08-12,2014-08-13,3,3,11,11,0.03,0.03,0.03,0.00017999999999999998,100
2014-08-19,close,2014-08-19,2014-08-19,2014-08-19,2014-08-20,3,3,11,11,0.03,0.03,0.03,0.00017999999999999998,100
2014-08-26,close,2014-08-26,2014-08-26,2014-08-26,2014-08-27,2,2,13,13,0.02,0.02,0.02,0.00012,100
2014-09-02,close,2014-09-02,2014-09-02,2014-09-02,2014-09-03,4,4,15,15,0.04,0.04,0.04,0.00024,100
2014-09-09,close,2014-09-09,2014-09-09,2014-09-09,2014-09-10,3,3,14,14,0.03,0.03,0.03,0.00017999999999999998,100
2014-09-16,close,2014-09-16,2014-09-16,2014-09-16,2014-09-17,6,6,14,14,0.06,0.06,0.06,0.00035999999999999997,100
2014-09-23,close,2014-09-23,2014-09-23,2014-09-23,2014-09-24,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2014-09-30,close,2014-09-30,2014-09-30,2014-09-30,2014-10-08,6,6,11,11,0.06,0.06,0.06,0.00035999999999999997,100
2014-10-08,close,2014-10-08,2014-10-08,2014-10-08,2014-10-09,1,1,13,13,0.01,0.01,0.01,6e-05,100
2014-10-14,close,2014-10-14,2014-10-14,2014-10-14,2014-10-15,9,9,15,15,0.09,0.09,0.09,0.00054,100
2014-10-21,close,2014-10-21,2014-10-21,2014-10-21,2014-10-22,3,3,14,14,0.03,0.03,0.03,0.00017999999999999998,100
2014-10-28,close,2014-10-28,2014-10-28,2014-10-28,2014-10-29,3,3,14,14,0.03,0.03,0.03,0.00017999999999999998,100
2014-11-04,close,2014-11-04,2014-11-04,2014-11-04,2014-11-05,6,6,13,13,0.06,0.06,0.06,0.00035999999999999997,100
2014-11-11,close,2014-11-11,2014-11-11,2014-11-11,2014-11-12,11,11,16,16,0.11,0.11,0.11,0.00066,100
2014-11-18,close,2014-11-18,2014-11-18,2014-11-18,2014-11-19,7,7,12,12,0.07,0.07,0.07,0.00042000000000000007,100
2014-11-25,close,2014-11-25,2014-11-25,2014-11-25,2014-11-26,6,6,13,13,0.06,0.06,0.06,0.00035999999999999997,100
2014-12-02,close,2014-12-02,2014-12-02,2014-12-02,2014-12-03,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2014-12-09,close,2014-12-09,2014-12-09,2014-12-09,2014-12-10,4,4,14,14,0.04,0.04,0.04,0.00024,100
2014-12-16,close,2014-12-16,2014-12-16,2014-12-16,2014-12-17,2,2,13,13,0.02,0.02,0.02,0.00012,100
2014-12-23,close,2014-12-23,2014-12-23,2014-12-23,2014-12-24,6,6,16,16,0.06,0.06,0.06,0.00035999999999999997,100
2014-12-30,close,2014-12-30,2014-12-30,2014-12-30,2014-12-31,5,5,16,16,0.05,0.05,0.05,0.00030000000000000003,100
2015-01-06,close,2015-01-06,2015-01-06,2015-01-06,2015-01-07,1,1,15,15,0.01,0.01,0.01,6e-05,100
2015-01-13,close,2015-01-13,2015-01-13,2015-01-13,2015-01-14,4,4,15,15,0.04,0.04,0.04,0.00024,100
2015-01-20,close,2015-01-20,2015-01-20,2015-01-20,2015-01-21,4,4,17,17,0.04,0.04,0.04,0.00024,100
2015-01-27,close,2015-01-27,2015-01-27,2015-01-27,2015-01-28,5,5,16,16,0.05,0.05,0.05,0.00030000000000000003,100
2015-02-03,close,2015-02-03,2015-02-03,2015-02-03,2015-02-04,4,4,14,14,0.04,0.04,0.04,0.00024,100
2015-02-10,close,2015-02-10,2015-02-10,2015-02-10,2015-02-11,5,5,15,15,0.05,0.05,0.05,0.00030000000000000003,100
2015-02-17,close,2015-02-17,2015-02-17,2015-02-17,2015-02-25,5,5,16,16,0.05,0.05,0.05,0.00030000000000000003,100
2015-02-25,close,2015-02-25,2015-02-25,2015-02-25,2015-02-26,3,3,15,15,0.03,0.03,0.03,0.00017999999999999998,100
2015-03-03,close,2015-03-03,2015-03-03,2015-03-03,2015-03-04,3,3,15,15,0.03,0.03,0.03,0.00017999999999999998,100
2015-03-10,close,2015-03-10,2015-03-10,2015-03-10,2015-03-11,4,4,14,14,0.04,0.04,0.04,0.00024,100
2015-03-17,close,2015-03-17,2015-03-17,2015-03-17,2015-03-18,6,6,13,13,0.06,0.06,0.06,0.00035999999999999997,100
2015-03-24,close,2015-03-24,2015-03-24,2015-03-24,2015-03-25,11,11,15,15,0.11,0.11,0.11,0.00066,100
2015-03-31,close,2015-03-31,2015-03-31,2015-03-31,2015-04-01,8,8,15,15,0.08,0.08,0.08,0.00048,100
2015-04-07,close,2015-04-07,2015-04-07,2015-04-07,2015-04-08,4,4,16,16,0.04,0.04,0.04,0.00024,100
2015-04-14,close,2015-04-14,2015-04-14,2015-04-14,2015-04-15,7,7,14,14,0.07,0.07,0.07,0.00042000000000000007,100
2015-04-21,close,2015-04-21,2015-04-21,2015-04-21,2015-04-22,7,7,13,13,0.07,0.07,0.07,0.00042000000000000007,100
2015-04-28,close,2015-04-28,2015-04-28,2015-04-28,2015-04-29,17,14,16,13,0.14,0.17,0.155,0.00093,97
2015-05-05,close,2015-05-05,2015-05-05,2015-05-05,2015-05-06,10,13,15,15,0.13,0.1,0.115,0.0006900000000000001,100
2015-05-12,close,2015-05-12,2015-05-12,2015-05-12,2015-05-13,10,10,18,18,0.1,0.1,0.1,0.0006000000000000001,100
2015-05-19,close,2015-05-19,2015-05-19,2015-05-19,2015-05-20,18,13,25,20,0.13,0.18,0.155,0.00093,95
2015-05-26,close,2015-05-26,2015-05-26,2015-05-26,2015-05-27,13,16,21,19,0.16,0.13,0.145,0.00087,98
2015-06-02,close,2015-06-02,2015-06-02,2015-06-02,2015-06-03,24,18,27,19,0.18,0.24,0.21,0.00126,92
2015-06-09,close,2015-06-09,2015-06-09,2015-06-09,2015-06-10,15,23,24,24,0.23,0.15,0.19,0.00114,100
2015-06-16,close,2015-06-16,2015-06-16,2015-06-16,2015-06-17,19,19,24,24,0.19,0.19,0.19,0.00114,100
2015-06-23,close,2015-06-23,2015-06-23,2015-06-23,2015-06-24,11,11,22,22,0.11,0.11,0.11,0.00066,100
2015-06-30,close,2015-06-30,2015-06-30,2015-06-30,2015-07-01,16,16,20,20,0.16,0.16,0.16,0.00096,100
2015-07-07,close,2015-07-07,2015-07-07,2015-07-07,2015-07-08,3,3,35,35,0.03,0.03,0.03,0.00017999999999999998,100
2015-07-14,close,2015-07-14,2015-07-14,2015-07-14,2015-07-15,7,7,33,33,0.07,0.07,0.07,0.00042000000000000007,100
2015-07-21,close,2015-07-21,2015-07-21,2015-07-21,2015-07-22,5,5,32,32,0.05,0.05,0.05,0.00030000000000000003,100
2015-07-28,close,2015-07-28,2015-07-28,2015-07-28,2015-07-29,10,10,28,28,0.1,0.1,0.1,0.0006000000000000001,100
2015-08-04,close,2015-08-04,2015-08-04,2015-08-04,2015-08-05,10,10,26,26,0.1,0.1,0.1,0.0006000000000000001,100
2015-08-11,close,2015-08-11,2015-08-11,2015-08-11,2015-08-12,5,5,21,21,0.05,0.05,0.05,0.00030000000000000003,100
2015-08-18,close,2015-08-18,2015-08-18,2015-08-18,2015-08-19,4,4,26,26,0.04,0.04,0.04,0.00024,100
2015-08-25,close,2015-08-25,2015-08-25,2015-08-25,2015-08-26,5,5,28,28,0.05,0.05,0.05,0.00030000000000000003,100
2015-09-01,close,2015-09-01,2015-09-01,2015-09-01,2015-09-02,9,9,26,26,0.09,0.09,0.09,0.00054,100
2015-09-08,close,2015-09-08,2015-09-08,2015-09-08,2015-09-09,10,10,21,21,0.1,0.1,0.1,0.0006000000000000001,100
2015-09-15,close,2015-09-15,2015-09-15,2015-09-15,2015-09-16,5,5,27,27,0.05,0.05,0.05,0.00030000000000000003,100
2015-09-22,close,2015-09-22,2015-09-22,2015-09-22,2015-09-23,6,6,20,20,0.06,0.06,0.06,0.00035999999999999997,100
2015-09-29,close,2015-09-29,2015-09-29,2015-09-29,2015-09-30,10,10,19,19,0.1,0.1,0.1,0.0006000000000000001,100
2015-10-08,close,2015-10-08,2015-10-08,2015-10-08,2015-10-09,5,5,20,20,0.05,0.05,0.05,0.00030000000000000003,100
2015-10-13,close,2015-10-13,2015-10-13,2015-10-13,2015-10-14,8,8,21,21,0.08,0.08,0.08,0.00048,100
2015-10-20,close,2015-10-20,2015-10-20,2015-10-20,2015-10-21,6,6,25,25,0.06,0.06,0.06,0.00035999999999999997,100
2015-10-27,close,2015-10-27,2015-10-27,2015-10-27,2015-10-28,10,10,20,20,0.1,0.1,0.1,0.0006000000000000001,100
2015-11-03,close,2015-11-03,2015-11-03,2015-11-03,2015-11-04,11,11,19,19,0.11,0.11,0.11,0.00066,100
2015-11-10,close,2015-11-10,2015-11-10,2015-11-10,2015-11-11,11,11,17,17,0.11,0.11,0.11,0.00066,100
2015-11-17,close,2015-11-17,2015-11-17,2015-11-17,2015-11-18,10,10,12,12,0.1,0.1,0.1,0.0006000000000000001,100
2015-11-24,close,2015-11-24,2015-11-24,2015-11-24,2015-11-25,6,6,14,14,0.06,0.06,0.06,0.00035999999999999997,100
2015-12-01,close,2015-12-01,2015-12-01,2015-12-01,2015-12-02,13,13,11,11,0.13,0.13,0.13,0.0007800000000000001,100
2015-12-08,close,2015-12-08,2015-12-08,2015-12-08,2015-12-09,9,9,14,14,0.09,0.09,0.09,0.00054,100
2015-12-15,close,2015-12-15,2015-12-15,2015-12-15,2015-12-16,8,8,14,14,0.08,0.08,0.08,0.00048,100
2015-12-22,close,2015-12-22,2015-12-22,2015-12-22,2015-12-23,9,9,11,11,0.09,0.09,0.09,0.00054,100
2015-12-29,close,2015-12-29,2015-12-29,2015-12-29,2015-12-30,15,15,12,12,0.15,0.15,0.15,0.0009,100
2016-01-05,close,2016-01-05,2016-01-05,2016-01-05,2016-01-06,12,12,12,12,0.12,0.12,0.12,0.0007199999999999999,100
2016-01-12,close,2016-01-12,2016-01-12,2016-01-12,2016-01-13,9,9,13,13,0.09,0.09,0.09,0.00054,100
2016-01-19,close,2016-01-19,2016-01-19,2016-01-19,2016-01-20,9,9,11,11,0.09,0.09,0.09,0.00054,100
2016-01-26,close,2016-01-26,2016-01-26,2016-01-26,2016-01-27,6,6,14,14,0.06,0.06,0.06,0.00035999999999999997,100
2016-02-02,close,2016-02-02,2016-02-02,2016-02-02,2016-02-03,9,9,12,12,0.09,0.09,0.09,0.00054,100
2016-02-15,close,2016-02-15,2016-02-15,2016-02-15,2016-02-16,8,8,11,11,0.08,0.08,0.08,0.00048,100
2016-02-16,close,2016-02-16,2016-02-16,2016-02-16,2016-02-17,0,0,11,11,0.0,0.0,0.0,0.0,100
2016-02-23,close,2016-02-23,2016-02-23,2016-02-23,2016-02-24,4,4,12,12,0.04,0.04,0.04,0.00024,100
2016-03-01,close,2016-03-01,2016-03-01,2016-03-01,2016-03-02,11,11,12,12,0.11,0.11,0.11,0.00066,100
2016-03-08,close,2016-03-08,2016-03-08,2016-03-08,2016-03-09,14,14,11,11,0.14,0.14,0.14,0.0008400000000000001,100
2016-03-15,close,2016-03-15,2016-03-15,2016-03-15,2016-03-16,7,7,11,11,0.07,0.07,0.07,0.00042000000000000007,100
2016-03-22,close,2016-03-22,2016-03-22,2016-03-22,2016-03-23,9,9,14,14,0.09,0.09,0.09,0.00054,100
2016-03-29,close,2016-03-29,2016-03-29,2016-03-29,2016-03-30,4,4,15,15,0.04,0.04,0.04,0.00024,100
2016-04-05,close,2016-04-05,2016-04-05,2016-04-05,2016-04-06,1,1,23,23,0.01,0.01,0.01,6e-05,100
2016-04-12,close,2016-04-12,2016-04-12,2016-04-12,2016-04-13,5,5,24,24,0.05,0.05,0.05,0.00030000000000000003,100
2016-04-19,close,2016-04-19,2016-04-19,2016-04-19,2016-04-20,5,5,17,17,0.05,0.05,0.05,0.00030000000000000003,100
2016-04-26,close,2016-04-26,2016-04-26,2016-04-26,2016-04-27,7,7,19,19,0.07,0.07,0.07,0.00042000000000000007,100
2016-05-03,close,2016-05-03,2016-05-03,2016-05-03,2016-05-04,4,4,18,18,0.04,0.04,0.04,0.00024,100
2016-05-10,close,2016-05-10,2016-05-10,2016-05-10,2016-05-11,7,7,20,20,0.07,0.07,0.07,0.00042000000000000007,100
2016-05-17,close,2016-05-17,2016-05-17,2016-05-17,2016-05-18,6,6,19,19,0.06,0.06,0.06,0.00035999999999999997,100
2016-05-24,close,2016-05-24,2016-05-24,2016-05-24,2016-05-25,5,5,18,18,0.05,0.05,0.05,0.00030000000000000003,100
2016-05-31,close,2016-05-31,2016-05-31,2016-05-31,2016-06-01,6,6,21,21,0.06,0.06,0.06,0.00035999999999999997,100
2016-06-07,close,2016-06-07,2016-06-07,2016-06-07,2016-06-08,3,3,22,22,0.03,0.03,0.03,0.00017999999999999998,100
2016-06-14,close,2016-06-14,2016-06-14,2016-06-14,2016-06-15,3,3,23,23,0.03,0.03,0.03,0.00017999999999999998,100
2016-06-21,close,2016-06-21,2016-06-21,2016-06-21,2016-06-22,7,7,19,19,0.07,0.07,0.07,0.00042000000000000007,100
2016-06-28,close,2016-06-28,2016-06-28,2016-06-28,2016-06-29,5,5,22,22,0.05,0.05,0.05,0.00030000000000000003,100
2016-07-05,close,2016-07-05,2016-07-05,2016-07-05,2016-07-06,6,6,20,20,0.06,0.06,0.06,0.00035999999999999997,100
2016-07-12,close,2016-07-12,2016-07-12,2016-07-12,2016-07-13,5,5,19,19,0.05,0.05,0.05,0.00030000000000000003,100
2016-07-19,close,2016-07-19,2016-07-19,2016-07-19,2016-07-20,5,5,18,18,0.05,0.05,0.05,0.00030000000000000003,100
2016-07-26,close,2016-07-26,2016-07-26,2016-07-26,2016-07-27,3,3,16,16,0.03,0.03,0.03,0.00017999999999999998,100
2016-08-02,close,2016-08-02,2016-08-02,2016-08-02,2016-08-03,5,5,18,18,0.05,0.05,0.05,0.00030000000000000003,100
2016-08-09,close,2016-08-09,2016-08-09,2016-08-09,2016-08-10,3,3,17,17,0.03,0.03,0.03,0.00017999999999999998,100
2016-08-16,close,2016-08-16,2016-08-16,2016-08-16,2016-08-17,3,3,17,17,0.03,0.03,0.03,0.00017999999999999998,100
2016-08-23,close,2016-08-23,2016-08-23,2016-08-23,2016-08-24,6,6,16,16,0.06,0.06,0.06,0.00035999999999999997,100
2016-08-30,close,2016-08-30,2016-08-30,2016-08-30,2016-08-31,7,7,18,18,0.07,0.07,0.07,0.00042000000000000007,100
2016-09-06,close,2016-09-06,2016-09-06,2016-09-06,2016-09-07,3,3,16,16,0.03,0.03,0.03,0.00017999999999999998,100
2016-09-13,close,2016-09-13,2016-09-13,2016-09-13,2016-09-14,6,6,16,16,0.06,0.06,0.06,0.00035999999999999997,100
2016-09-20,close,2016-09-20,2016-09-20,2016-09-20,2016-09-21,6,6,16,16,0.06,0.06,0.06,0.00035999999999999997,100
2016-09-27,close,2016-09-27,2016-09-27,2016-09-27,2016-09-28,5,5,16,16,0.05,0.05,0.05,0.00030000000000000003,100
2016-10-10,close,2016-10-10,2016-10-10,2016-10-10,2016-10-11,5,5,14,14,0.05,0.05,0.05,0.00030000000000000003,100
2016-10-11,close,2016-10-11,2016-10-11,2016-10-11,2016-10-12,6,6,14,14,0.06,0.06,0.06,0.00035999999999999997,100
2016-10-18,close,2016-10-18,2016-10-18,2016-10-18,2016-10-19,8,8,14,14,0.08,0.08,0.08,0.00048,100
2016-10-25,close,2016-10-25,2016-10-25,2016-10-25,2016-10-26,7,7,14,14,0.07,0.07,0.07,0.00042000000000000007,100
2016-11-01,close,2016-11-01,2016-11-01,2016-11-01,2016-11-02,8,8,9,9,0.08,0.08,0.08,0.00048,100
2016-11-08,close,2016-11-08,2016-11-08,2016-11-08,2016-11-09,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2016-11-15,close,2016-11-15,2016-11-15,2016-11-15,2016-11-16,8,8,8,8,0.08,0.08,0.08,0.00048,100
2016-11-22,close,2016-11-22,2016-11-22,2016-11-22,2016-11-23,7,7,9,9,0.07,0.07,0.07,0.00042000000000000007,100
2016-11-29,close,2016-11-29,2016-11-29,2016-11-29,2016-11-30,9,9,11,11,0.09,0.09,0.09,0.00054,100
2016-12-06,close,2016-12-06,2016-12-06,2016-12-06,2016-12-07,9,9,10,10,0.09,0.09,0.09,0.00054,100
2016-12-13,close,2016-12-13,2016-12-13,2016-12-13,2016-12-14,11,11,10,10,0.11,0.11,0.11,0.00066,100
2016-12-20,close,2016-12-20,2016-12-20,2016-12-20,2016-12-21,11,11,9,9,0.11,0.11,0.11,0.00066,100
2016-12-27,close,2016-12-27,2016-12-27,2016-12-27,2016-12-28,13,12,6,5,0.12,0.13,0.125,0.00075,99
2017-01-03,close,2017-01-03,2017-01-03,2017-01-03,2017-01-04,11,6,11,5,0.06,0.11,0.085,0.00051,94
2017-01-10,close,2017-01-10,2017-01-10,2017-01-10,2017-01-11,11,13,8,4,0.13,0.11,0.12,0.0007199999999999999,96
2017-01-17,close,2017-01-17,2017-01-17,2017-01-17,2017-01-18,16,12,12,4,0.12,0.16,0.14,0.0008400000000000001,92
2017-01-24,close,2017-01-24,2017-01-24,2017-01-24,2017-01-25,16,12,15,3,0.12,0.16,0.14,0.0008400000000000001,88
2017-02-03,close,2017-02-03,2017-02-03,2017-02-03,2017-02-06,10,7,19,4,0.07,0.1,0.085,0.00051,85
2017-02-07,close,2017-02-07,2017-02-07,2017-02-07,2017-02-08,7,8,18,4,0.08,0.07,0.075,0.00045,86
2017-02-14,close,2017-02-14,2017-02-14,2017-02-14,2017-02-15,9,9,18,4,0.09,0.09,0.09,0.00054,86
2017-02-21,close,2017-02-21,2017-02-21,2017-02-21,2017-02-22,9,16,13,6,0.16,0.09,0.125,0.00075,93
2017-02-28,close,2017-02-28,2017-02-28,2017-02-28,2017-03-01,8,15,8,8,0.15,0.08,0.115,0.0006900000000000001,100
2017-03-07,close,2017-03-07,2017-03-07,2017-03-07,2017-03-08,5,5,11,11,0.05,0.05,0.05,0.00030000000000000003,100
2017-03-14,close,2017-03-14,2017-03-14,2017-03-14,2017-03-15,7,7,9,9,0.07,0.07,0.07,0.00042000000000000007,100
2017-03-21,close,2017-03-21,2017-03-21,2017-03-21,2017-03-22,7,7,11,11,0.07,0.07,0.07,0.00042000000000000007,100
2017-03-28,close,2017-03-28,2017-03-28,2017-03-28,2017-03-29,10,9,9,8,0.09,0.1,0.095,0.00057,99
2017-04-05,close,2017-04-05,2017-04-05,2017-04-05,2017-04-06,10,11,8,8,0.11,0.1,0.105,0.00063,100
2017-04-11,close,2017-04-11,2017-04-11,2017-04-11,2017-04-12,12,10,10,8,0.1,0.12,0.11,0.00066,98
2017-04-18,close,2017-04-18,2017-04-18,2017-04-18,2017-04-19,18,19,9,8,0.19,0.18,0.185,0.00111,99
2017-04-25,close,2017-04-25,2017-04-25,2017-04-25,2017-04-26,17,18,8,8,0.18,0.17,0.175,0.00105,100
2017-05-02,close,2017-05-02,2017-05-02,2017-05-02,2017-05-03,12,12,9,9,0.12,0.12,0.12,0.0007199999999999999,100
2017-05-09,close,2017-05-09,2017-05-09,2017-05-09,2017-05-10,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2017-05-16,close,2017-05-16,2017-05-16,2017-05-16,2017-05-17,8,8,9,9,0.08,0.08,0.08,0.00048,100
2017-05-23,close,2017-05-23,2017-05-23,2017-05-23,2017-05-24,16,16,13,13,0.16,0.16,0.16,0.00096,100
2017-05-31,close,2017-05-31,2017-05-31,2017-05-31,2017-06-01,10,10,9,9,0.1,0.1,0.1,0.0006000000000000001,100
2017-06-06,close,2017-06-06,2017-06-06,2017-06-06,2017-06-07,9,9,11,11,0.09,0.09,0.09,0.00054,100
2017-06-13,close,2017-06-13,2017-06-13,2017-06-13,2017-06-14,14,14,10,10,0.14,0.14,0.14,0.0008400000000000001,100
2017-06-20,close,2017-06-20,2017-06-20,2017-06-20,2017-06-21,8,8,9,9,0.08,0.08,0.08,0.00048,100
2017-06-27,close,2017-06-27,2017-06-27,2017-06-27,2017-06-28,10,10,9,9,0.1,0.1,0.1,0.0006000000000000001,100
2017-07-04,close,2017-07-04,2017-07-04,2017-07-04,2017-07-05,8,8,10,10,0.08,0.08,0.08,0.00048,100
2017-07-11,close,2017-07-11,2017-07-11,2017-07-11,2017-07-12,7,7,12,12,0.07,0.07,0.07,0.00042000000000000007,100
2017-07-18,close,2017-07-18,2017-07-18,2017-07-18,2017-07-19,16,16,11,11,0.16,0.16,0.16,0.00096,100
2017-07-25,close,2017-07-25,2017-07-25,2017-07-25,2017-07-26,7,7,9,9,0.07,0.07,0.07,0.00042000000000000007,100
2017-08-01,close,2017-08-01,2017-08-01,2017-08-01,2017-08-02,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2017-08-08,close,2017-08-08,2017-08-08,2017-08-08,2017-08-09,6,6,9,9,0.06,0.06,0.06,0.00035999999999999997,100
2017-08-15,close,2017-08-15,2017-08-15,2017-08-15,2017-08-16,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2017-08-22,close,2017-08-22,2017-08-22,2017-08-22,2017-08-23,7,7,8,8,0.07,0.07,0.07,0.00042000000000000007,100
2017-08-29,close,2017-08-29,2017-08-29,2017-08-29,2017-08-30,19,19,6,6,0.19,0.19,0.19,0.00114,100
2017-09-05,close,2017-09-05,2017-09-05,2017-09-05,2017-09-06,8,8,7,7,0.08,0.08,0.08,0.00048,100
2017-09-12,close,2017-09-12,2017-09-12,2017-09-12,2017-09-13,10,10,7,7,0.1,0.1,0.1,0.0006000000000000001,100
2017-09-19,close,2017-09-19,2017-09-19,2017-09-19,2017-09-20,11,11,5,5,0.11,0.11,0.11,0.00066,100
2017-09-26,close,2017-09-26,2017-09-26,2017-09-26,2017-09-27,12,12,4,4,0.12,0.12,0.12,0.0007199999999999999,100
2017-10-09,close,2017-10-09,2017-10-09,2017-10-09,2017-10-10,7,7,3,3,0.07,0.07,0.07,0.00042000000000000007,100
2017-10-10,close,2017-10-10,2017-10-10,2017-10-10,2017-10-11,4,4,3,3,0.04,0.04,0.04,0.00024,100
2017-10-17,close,2017-10-17,2017-10-17,2017-10-17,2017-10-18,13,12,4,3,0.12,0.13,0.125,0.00075,99
2017-10-24,close,2017-10-24,2017-10-24,2017-10-24,2017-10-25,11,11,5,4,0.11,0.11,0.11,0.00066,99
2017-10-31,close,2017-10-31,2017-10-31,2017-10-31,2017-11-01,15,15,3,2,0.15,0.15,0.15,0.0009,99
2017-11-07,close,2017-11-07,2017-11-07,2017-11-07,2017-11-08,13,14,3,3,0.14,0.13,0.135,0.0008100000000000001,100
2017-11-14,close,2017-11-14,2017-11-14,2017-11-14,2017-11-15,11,8,6,3,0.08,0.11,0.095,0.00057,97
2017-11-21,close,2017-11-21,2017-11-21,2017-11-21,2017-11-22,13,16,3,3,0.16,0.13,0.145,0.00087,100
