date,return,holding,next_holding,signal_on,microcap_close,hedge_close,ratio_close,microcap_ret,hedge_ret,active_spread_ret,futures_drag,beta,r2,zscore,zscore_r2,right_skew,nav
2010-06-01,0.0,cash,long_top100_short_zz1000,True,972.8284423096956,4061.45,0.23952737133528557,-0.026272042104605653,-0.02132791641365228,0.0,0.0,1.081429561066971,0.7959205229891378,0.7365862342965562,0.5862641008279147,0.6340033292276542,1.0
2010-06-02,0.0005233932137844403,long_top100_short_zz1000,long_top100_short_zz1000,True,989.9364860877762,4129.53,0.23972134506536488,0.017585879517936887,0.016762486304152446,0.0008233932137844402,0.0003,1.102429950717515,0.8054650439966501,0.8940679448651634,0.7201404765468133,0.7939044300691912,1.0005233932137845
2010-06-03,0.0034366298912041574,long_top100_short_zz1000,long_top100_short_zz1000,True,986.2928475527332,4098.9,0.24062378871227239,-0.003680679100376061,-0.007417308991580218,0.0037366298912041573,0.0003,1.0966425799861577,0.7751731523613051,0.8956446686153807,0.6942797011661812,0.7613766827188995,1.0039618218137518
2010-06-04,-0.004946798618432646,long_top100_short_zz1000,long_top100_short_zz1000,True,989.9944203567188,4133.33,0.2395149722757967,0.0037530159659682205,0.008399814584400866,-0.004646798618432646,0.0003,1.1071204425893373,0.7648737266652055,0.9539195376685062,0.7296279917152603,0.8077860651133683,0.9989954248606444
2010-06-07,-0.0020429642165174285,long_top100_short_zz1000,long_top100_short_zz1000,True,984.985145237584,4119.62,0.23909611693252875,-0.0050599023753384875,-0.003316938158821059,-0.0017429642165174286,0.0003,1.0903186309522896,0.7643938686913886,0.8758228498528781,0.6694736164873586,0.729939556987175,0.9969545129551896
2010-06-08,-0.0025478232717488832,long_top100_short_zz1000,long_top100_short_zz1000,True,997.3559358386764,4180.62,0.23856651306233917,0.012559367682756672,0.014807190954505556,-0.0022478232717488833,0.0003,0.9768680502959787,0.7138766846076512,0.3136315816520838,0.22389427369804343,0.21871516261984192,0.9944144490462072
2010-06-09,-0.0027989962107921925,long_top100_short_zz1000,long_top100_short_zz1000,True,1020.6955291685944,4288.9,0.23798538766783894,0.023401468313608342,0.025900464524400535,-0.0024989962107921926,0.0003,0.9455424826910135,0.6930619881409701,0.15798508503704703,0.10949345713239604,0.1035307152953878,0.9916310867713699
2010-06-10,0.0005473553425354386,long_top100_short_zz1000,long_top100_short_zz1000,True,1023.6975297595948,4297.88,0.2381866245124561,0.0029411323016625968,0.0020937769591271582,0.0008473553425354385,0.0003,0.9624166428801799,0.6780367921700672,0.23791207081575394,0.16131313731445165,0.15525044806664404,0.9921738613445384
2010-06-11,0.0024852095950021694,long_top100_short_zz1000,long_top100_short_zz1000,True,1021.608751349473,4277.14,0.2388532410324359,-0.002040425369212673,-0.004825634964214842,0.0027852095950021694,0.0003,0.925928375397679,0.6365779776442865,0.042851505569128104,0.02727832475420845,0.02525777492323452,0.9946396213446622
2010-06-17,0.006732560469585225,long_top100_short_zz1000,cash,False,1017.9039574109268,4231.55,0.24055108823266338,-0.0036264312865883497,-0.010658991756173575,0.007032560469585225,0.0003,0.6359962851874804,0.5308836691289276,-1.4396429092972833,-0.7642829099231857,-0.4860810915434238,1.0013360927408104
2010-06-18,0.0,cash,cash,False,973.68571618399,4067.74,0.23936773642956288,-0.043440484640031585,-0.038711583226004764,0.0,0.0,0.7431696810164478,0.574281862784942,-0.9223915319704851,-0.5297127271970665,-0.39366643850139654,1.0013360927408104
2010-06-21,0.0,cash,cash,False,1000.9738836418852,4169.36,0.24007854530236902,0.0280256421598144,0.024981930998539736,0.0,0.0,0.7233961144413475,0.5789793022445172,-1.0815362322605788,-0.6261870931063941,-0.4529813100664878,1.0013360927408104
2010-06-22,0.0,cash,cash,False,1013.3020440874692,4207.43,0.24083634049466518,0.012316165933051071,0.009130897787670289,0.0,0.0,0.6624347336366142,0.5194743465584334,-1.4867708569636522,-0.7723393194033152,-0.511624391326019,1.0013360927408104
2010-06-23,0.0,cash,cash,False,1012.5895531596816,4205.53,0.24077572937529435,-0.0007031377583267551,-0.0004515820821737737,0.0,0.0,0.8158277814244643,0.5837080956862659,-0.6806133931736681,-0.3972795476279696,-0.32411169194664124,1.0013360927408104
2010-06-24,0.0,cash,cash,False,1013.3616480949008,4207.91,0.24082303283456655,0.0007624954581153531,0.0005659215366433656,0.0,0.0,0.8106129684924541,0.5400914110900683,-0.7891911508654097,-0.4262353622906941,-0.34551191230291617,1.0013360927408104
2010-06-25,0.0,cash,cash,False,994.6196025267576,4139.81,0.24025730710509843,-0.018494922916589496,-0.016183806212585194,0.0,0.0,0.8055570266943181,0.5463287259174415,-0.9016678076593463,-0.4926070245593034,-0.39682305003272733,1.0013360927408104
2010-06-28,0.0,cash,cash,False,980.3589692492964,4053.19,0.24187343037195305,-0.014337776212366204,-0.020923665578855166,0.0,0.0,0.802483831406093,0.5790301685088398,-1.0220153997456998,-0.5917777491333818,-0.47489207546542994,1.0013360927408104
2010-06-29,0.0,cash,long_top100_short_zz1000,True,925.1240378278724,3814.47,0.24253016482705916,-0.05634153728783631,-0.058896819542138434,0.0,0.0,1.110851988712965,0.5717797080459286,1.1905020979389018,0.6807049419875708,0.7561624385336365,1.0013360927408104
2010-06-30,-0.005617581254728254,long_top100_short_zz1000,long_top100_short_zz1000,True,900.3607974998705,3732.65,0.2412122212100975,-0.026767481240833724,-0.02144989998610547,-0.005317581254728254,0.0003,1.1202651652453706,0.5826393171942017,1.2856290691116272,0.7490580429922157,0.8391436323110484,0.9957110058765468
2010-07-01,-0.0003980365445684139,long_top100_short_zz1000,long_top100_short_zz1000,True,888.909021497211,3685.54,0.24118827132447648,-0.012719096649319805,-0.012621060104751392,-9.803654456841393e-05,0.0003,1.080065976297265,0.5625360780998007,0.9410735024960457,0.5293877972977685,0.5717737481282731,0.995314676508379
2010-07-02,0.005273711800552439,long_top100_short_zz1000,long_top100_short_zz1000,True,887.6915363367542,3659.95,0.24254198454535014,-0.0013696397842899444,-0.006943351584842383,0.005573711800552439,0.0003,1.0026388535040258,0.5182956913246468,0.28332154957394645,0.14684433840359876,0.14723183910054144,1.0005636792631443
2010-07-05,0.0032971711369227056,long_top100_short_zz1000,long_top100_short_zz1000,True,882.9632934945042,3627.29,0.24342230521808408,-0.005326448038202591,-0.008923619175125297,0.0035971711369227055,0.0003,1.0172867698292065,0.49725208492815987,0.38731915546555307,0.19259525758786034,0.19592460747597842,1.003862708947064
2010-07-06,-0.002631976395606894,long_top100_short_zz1000,long_top100_short_zz1000,True,908.0336598524432,3738.74,0.24287157166650883,0.02839344120265519,0.030725417598262084,-0.002331976395606894,0.0003,1.0315022800884261,0.4985416836939637,0.4894727318238133,0.24402255984572782,0.25170982687388266,1.0012205659926854
2010-07-07,-0.0023227612842436126,long_top100_short_zz1000,long_top100_short_zz1000,True,920.0041733697448,3795.59,0.24238765866959938,0.013182896236739516,0.015205657520983129,-0.0020227612842436127,0.0003,0.9977537846287031,0.4713489607965736,0.19810263422691662,0.09337547077392089,0.09316572935616642,0.9988949696250091
2010-07-08,0.0063241923464869235,long_top100_short_zz1000,long_top100_short_zz1000,True,920.712604198078,3773.37,0.24400273606830977,0.0007700300159927398,-0.005854162330494184,0.0066241923464869235,0.0003,0.9880997281417117,0.4691229482358177,0.12466232407164529,0.058481957002419184,0.05778600581528567,1.005212173546856
2010-07-09,-9.775114342417372e-05,long_top100_short_zz1000,cash,False,948.4467261716242,3886.27,0.2440506516972892,0.03012245281219106,0.029920203955615232,0.00020224885657582625,0.0003,0.9529736739006656,0.4316524364091062,-0.164830452207143,-0.07114946628962802,-0.06780356828609838,1.005113912907508
2010-07-12,0.0,cash,cash,False,965.2104001834464,3934.18,0.24533966422061176,0.01767487150225966,0.012328016324135938,0.0,0.0,0.895220359765341,0.36222032778138236,-0.6522388177691092,-0.23625415836406805,-0.21149953264673885,1.005113912907508
2010-07-13,0.0,cash,cash,False,953.8968126698549,3878.64,0.2459358983225705,-0.011721369259429126,-0.014117300174369185,0.0,0.0,0.8676344214780919,0.37205948424293234,-0.8737093250147697,-0.32507184084323576,-0.28204351856883925,1.005113912907508
2010-07-14,0.0,cash,cash,False,964.3561275317488,3916.17,0.24624981232473278,0.010964828399645743,0.009676072025246008,0.0,0.0,0.8412411181736626,0.4096412462339336,-1.080363938268791,-0.4425616300586281,-0.3723010405312791,1.005113912907508
2010-07-15,0.0,cash,cash,False,944.1968874875284,3816.8,0.2473791887150305,-0.020904352104670676,-0.025374281504633278,0.0,0.0,0.9186534775849338,0.526511694360174,-0.37958270821205603,-0.19985473485055313,-0.1835972471822755,1.005113912907508
2010-07-16,0.0,cash,cash,False,948.1051448300642,3841.83,0.24678477309773317,0.004139239807213757,0.0065578495074407606,0.0,0.0,0.9249415619533586,0.5608645168377244,-0.31352936986490276,-0.1758474985437149,-0.1626486599686146,1.005113912907508
2010-07-19,0.0,cash,long_top100_short_zz1000,True,966.6168589175484,3930.96,0.24589842148420446,0.0195249590073705,0.023199881306564807,0.0,0.0,0.9953364361605679,0.5106301668322479,0.31614886286510735,0.16143514658863525,0.16068228347659108,1.005113912907508
