date,next_holding,mom_signal_on,bias_signal_on,ratio_bias_mom_20_10,microcap_mom_5,hedge_mom_5
2026-03-18,long_microcap_short_zz1000,True,True,11.043067437082016,-0.017688881575495974,-0.0319171450332576
