config,target_vol,annual,max_dd,sharpe,vol,avg_effective_leverage_all_days,avg_leverage_active_days,latest_weight,active_days_pct,rebalances_total,rebalances_per_year,signal_changes_total,signal_changes_per_year
baseline,,0.2615801402999596,-0.07664793339443128,2.1538846767234348,0.12144575014939263,0.67578125,1.0,1.0,0.67578125,128,40.23407917383821,129,40.54840791738383
tv_10,0.1,0.27182254729053024,-0.06566668094052325,2.4008325498920895,0.1132201191219054,0.6231738067990857,0.9221531476333292,1.0,0.67578125,176,55.32185886402754,129,40.54840791738383
tv_20,0.2,0.45842819967361703,-0.12158452271145705,2.2759420794328467,0.20142349131655188,1.1342981363861206,1.6784989763863984,1.0,0.67578125,179,56.26484509466437,129,40.54840791738383
tv_30,0.3,0.528438450482221,-0.14779532392195055,2.245676337330406,0.23531371894420597,1.2976219932761721,1.9201805218421968,1.0,0.67578125,136,42.7487091222031,129,40.54840791738383
