start_date,end_date,days,final_nav,total_return_pct,annual_pct,max_drawdown_pct,sharpe,vol_pct
2010-02-02,2026-04-10,3928,79.81862442272107,7881.862442272107,31.07927082406412,-10.593341389172139,3.070652166847249,10.12139087572864
