date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav,hedge_ratio,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net,nav_scale,nav_state,nav_prev_drawdown,nav_turnover,nav_control_cost,return_nav_throttled,nav_nav_throttled
2010-02-02,0.0,cash,long_microcap_short_zz1000,True,982.8108292920592,4225.47,-0.00027630883477236523,-0.0034245363786233884,-0.03345156391400994,-0.0504433767646304,0.016991812850620458,,0.9449546429130337,0.0,0.0,1.0,,,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,normal,0.0,0.0,0.0,0.0,1.0
2010-02-03,0.009474684190184251,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1001.500489584044,4304.84,0.019016538824106588,0.018783709267844673,-0.03408216323958535,-0.05213140743350364,0.01804924419391829,,0.9566073840581314,0.00015,0.009624684190184252,1.0,,,0.009474684190184251,1.0094746841901843,0.5,0.003,0.0,0.003,0.006446260137613624,1.0064462601376136,1.0,normal,0.0,0.0,0.0,0.006446260137613624,1.0064462601376136
2010-02-04,0.008404469155282462,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1016.9761947199744,4364.23,0.015452518792435033,0.01379609927430514,-0.010385106359815932,-0.026996958968367957,0.016611852608552025,,0.926794711151439,0.00015,0.008554469155282463,1.0,,,0.008404469155282462,1.0179587830364991,0.5,0.0,0.0,0.0,0.008404469155282479,1.0149049066873896,1.0,normal,0.0,0.0,0.0,0.008404469155282479,1.0149049066873896
2010-02-05,-0.001763155002037847,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1005.729184700072,4281.78,-0.011059265770718696,-0.018892221537361698,-0.04555277254294032,-0.07105634261167648,0.02550357006873616,,0.8168310291179643,0.00015,-0.0016131550020378471,1.0,,,-0.001763155002037847,1.01616396391632,0.5,0.0,0.0,0.0,-0.0017631550020378306,1.013115472024571,1.0,normal,0.0,0.0,0.0,-0.0017631550020378306,1.013115472024571
2010-02-08,0.002737798313597534,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1008.2577105144136,4278.58,0.002514121945358161,-0.0007473527364787458,-0.049663384757976936,-0.08147330772913364,0.0318099229711567,,0.8744137284288568,0.00015,0.002887798313597534,1.0,,,0.002737798313597534,1.0189460159030685,0.5,0.0,0.0,0.0,0.0027377983135974393,1.0158891778553594,1.0,normal,-0.0017631550020379416,0.0,0.0,0.0027377983135974393,1.0158891778553594
2010-02-09,0.00020989914162815052,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1008.473298839484,4277.33,0.00021382263961111647,-0.0002921530040340681,-0.06574080367766855,-0.09647553363399208,0.030734729956323537,,0.9110962651191274,0.00015,0.0003598991416281505,1.0,,,0.00020989914162815052,1.019159891797172,0.5,0.0,0.0,0.0,0.00020989914162816703,1.0161024121217805,1.0,normal,0.0,0.0,0.0,0.00020989914162816703,1.0161024121217805
2010-02-10,0.006493018835471248,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1021.4311653211724,4330.42,0.01284899312316945,0.012411948575396403,-0.0548976669626573,-0.08649600776297606,0.03159834080031876,,0.7617291372216315,0.00015,0.006643018835471248,1.0,,,0.006493018835471248,1.025777316170968,0.5,0.0,0.0,0.0,0.006493018835471265,1.0226999842224551,1.0,normal,0.0,0.0,0.0,0.006493018835471265,1.0226999842224551
2010-02-11,-0.0019870854803078096,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1016.8079624717049,4307.13,-0.004526201085722548,-0.005378231210829476,-0.025298598879936907,-0.060962555186133915,0.03566395630619701,,0.8149510967487538,0.00015,-0.0018370854803078096,1.0,,,-0.0019870854803078096,1.0237390089599756,0.5,0.0,0.0,0.0,-0.001987085480307793,1.0206677919330958,1.0,normal,0.0,0.0,0.0,-0.001987085480307793,1.0206677919330958
2010-02-12,0.002957495823385431,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1026.9496225272997,4366.28,0.009974017149651404,0.013733042652531946,-0.026465247639651635,-0.05213364796599551,0.025668400326343876,,0.08445454007387251,0.00015,0.003107495823385431,1.0,,,0.002957495823385431,1.0267667128032114,0.5,0.0,0.00048,0.00048,0.0024760762253901447,1.0231950431867227,1.0,normal,-0.001987085480307682,0.0,0.0,0.0024760762253901447,1.0231950431867227
2010-02-22,0.0019822341045794114,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1032.2451372494936,4392.69,0.0051565477079213995,0.006048627206683976,-0.0003775276359245794,-0.01757662235422519,0.01719909471830061,,0.5808174261081105,0.00015,0.0021322341045794113,1.0,,,0.0019822341045794114,1.028802004798777,0.5,0.0,0.0,0.0,0.001982234104579428,1.025223255296964,1.0,normal,0.0,0.0,0.0,0.001982234104579428,1.025223255296964
