label,reg_window,z_window,sample_start,sample_end,rows,total_return,annual_return,sharpe,max_drawdown,position_days_pct,trades
N24_M60_segment_1,,,2010-01-04,2015-06-01,1311,3.12130423853789,0.29957129205108024,1.4803700543918796,-0.5037022801804188,0.5392829900839055,95
N24_M60_segment_2,,,2015-06-02,2020-10-19,1311,3.6389311979964356,0.3298704419453866,1.4284719171043478,-0.25739685895644404,0.4889397406559878,84
N24_M60_segment_3,,,2020-10-20,2026-03-18,1312,2.937689479691946,0.28849280441491376,1.3772478828282564,-0.22665507877223023,0.5373475609756098,90
N24_M60_year_2010,,,2010-01-04,2010-12-31,242,0.4181862963989713,0.4240315725494217,2.44862623430655,-0.06412981460509493,0.33884297520661155,12
N24_M60_year_2011,,,2011-01-04,2011-12-30,244,-0.31116994112941543,-0.3149043262074055,-1.638999942225163,-0.36541268255805026,0.7131147540983607,17
N24_M60_year_2012,,,2012-01-04,2012-12-31,243,-0.22098593468513827,-0.2227305408490935,-1.0954380218318143,-0.3148488307480508,0.5102880658436214,27
N24_M60_year_2013,,,2013-01-04,2013-12-31,238,0.23770612929551427,0.24081751253674444,1.4869508792834454,-0.09464721029892131,0.5126050420168067,18
N24_M60_year_2014,,,2014-01-02,2014-12-31,245,0.7676787264225045,0.7739314242159947,3.754107133646906,-0.06538338415823397,0.5469387755102041,16
N24_M60_year_2015,,,2015-01-05,2015-12-31,244,2.988465801278223,3.0697489978174035,4.000824690654993,-0.24175338492589993,0.5573770491803278,18
N24_M60_year_2016,,,2016-01-04,2016-12-30,244,0.5873579619916769,0.5960165501960548,2.3041724130945735,-0.0896263199772237,0.5368852459016393,12
N24_M60_year_2017,,,2017-01-03,2017-12-29,244,0.10444114200200749,0.10604230580417617,0.781878034113314,-0.16863377966327042,0.5081967213114754,14
N24_M60_year_2018,,,2018-01-02,2018-12-28,244,-0.015439152421916291,-0.01566253427283526,0.03502133458648298,-0.2573968589564435,0.5,20
N24_M60_year_2019,,,2019-01-02,2019-12-31,244,0.3842736038806751,0.3870664913017461,2.156450973344265,-0.07117296843283816,0.46311475409836067,13
N24_M60_year_2020,,,2020-01-02,2020-12-31,243,0.1603497023475946,0.16094246655924804,1.116694033260447,-0.08043677706482089,0.39094650205761317,17
N24_M60_year_2021,,,2021-01-04,2021-12-31,243,0.2897544150326705,0.29362382703229395,1.6818444624067435,-0.15250618534809812,0.6296296296296297,15
N24_M60_year_2022,,,2022-01-04,2022-12-30,242,0.23333904909499692,0.23711698114625057,1.1579211786884944,-0.21617238590646004,0.5537190082644629,21
N24_M60_year_2023,,,2023-01-03,2023-12-29,242,0.032780402678896925,0.03326631554763426,0.378204328054959,-0.11010607672618433,0.49173553719008267,18
N24_M60_year_2024,,,2024-01-02,2024-12-31,242,0.5813403090094529,0.5838308851023102,1.5366716262464855,-0.22665507877223023,0.5206611570247934,22
N24_M60_year_2025,,,2025-01-02,2025-12-31,243,0.3659342942791626,0.368577040402956,2.1862993425505195,-0.08429282163415674,0.5596707818930041,13
N24_M60_year_2026,,,2026-01-05,2026-03-18,47,0.15226709358060564,1.0523623954173762,6.332904734457535,-0.027138421861266693,0.5957446808510638,2
N20_M80_segment_1,,,2010-01-04,2015-06-01,1311,3.263726919776169,0.30776640941421585,1.5290289758682276,-0.32169844561710315,0.5255530129672006,99
N20_M80_segment_2,,,2015-06-02,2020-10-19,1311,2.2041480226208012,0.2415178229971109,1.0233457255752978,-0.29683093430145413,0.5163996948893974,118
N20_M80_segment_3,,,2020-10-20,2026-03-18,1312,3.826596442991354,0.3379205193561603,1.579168082092739,-0.2209640444588351,0.5099085365853658,98
N20_M80_year_2010,,,2010-01-04,2010-12-31,242,0.09554986518164577,0.09672749965218852,0.7005785314148185,-0.144543712681917,0.2809917355371901,8
N20_M80_year_2011,,,2011-01-04,2011-12-30,244,-0.18404628092457442,-0.18646298957906204,-0.9165926600244904,-0.27506050927751924,0.6598360655737705,25
N20_M80_year_2012,,,2012-01-04,2012-12-31,243,-0.007962925979155822,-0.008034128386595119,0.06395348794620645,-0.1669688200754632,0.5555555555555556,33
