rebalance_date,entry_count,exit_count,turnover_frac_one_side,two_side_cost_rate
2018-05-02,2,2,0.2,0.0012000000000000001
2018-05-15,1,1,0.1,0.0006000000000000001
2018-05-29,1,1,0.1,0.0006000000000000001
2018-06-12,3,3,0.3,0.0018
2018-06-26,1,1,0.1,0.0006000000000000001
2018-07-10,1,1,0.1,0.0006000000000000001
2018-07-24,3,3,0.3,0.0018
2018-08-07,2,2,0.2,0.0012000000000000001
2018-08-21,1,1,0.1,0.0006000000000000001
2018-09-04,3,3,0.3,0.0018
2018-09-18,1,1,0.1,0.0006000000000000001
2018-10-08,4,4,0.4,0.0024000000000000002
2018-10-16,1,1,0.1,0.0006000000000000001
2018-10-30,4,4,0.4,0.0024000000000000002
2018-11-13,2,2,0.2,0.0012000000000000001
2018-11-27,2,2,0.2,0.0012000000000000001
2018-12-11,2,2,0.2,0.0012000000000000001
2018-12-25,1,1,0.1,0.0006000000000000001
2019-01-08,2,2,0.2,0.0012000000000000001
2019-01-22,1,1,0.1,0.0006000000000000001
2019-02-11,2,2,0.2,0.0012000000000000001
2019-02-19,1,1,0.1,0.0006000000000000001
2019-03-05,1,1,0.1,0.0006000000000000001
2019-03-19,0,0,0.0,0.0
2019-04-02,2,2,0.2,0.0012000000000000001
2019-04-16,3,3,0.3,0.0018
2019-04-30,1,1,0.1,0.0006000000000000001
2019-05-14,2,2,0.2,0.0012000000000000001
2019-05-28,3,3,0.3,0.0018
2019-06-11,1,1,0.1,0.0006000000000000001
2019-06-25,1,1,0.1,0.0006000000000000001
2019-07-09,1,1,0.1,0.0006000000000000001
2019-07-23,1,1,0.1,0.0006000000000000001
2019-08-06,0,0,0.0,0.0
2019-08-20,1,1,0.1,0.0006000000000000001
2019-09-03,2,2,0.2,0.0012000000000000001
2019-09-17,1,1,0.1,0.0006000000000000001
2019-10-08,0,0,0.0,0.0
2019-10-22,1,1,0.1,0.0006000000000000001
2019-11-05,0,0,0.0,0.0
2019-11-19,0,0,0.0,0.0
2019-12-03,2,2,0.2,0.0012000000000000001
2019-12-17,1,1,0.1,0.0006000000000000001
2019-12-31,2,2,0.2,0.0012000000000000001
2020-01-14,2,2,0.2,0.0012000000000000001
2020-02-03,3,3,0.3,0.0018
2020-02-11,1,1,0.1,0.0006000000000000001
2020-02-25,2,2,0.2,0.0012000000000000001
2020-03-10,2,2,0.2,0.0012000000000000001
2020-03-24,3,3,0.3,0.0018
2020-04-07,2,2,0.2,0.0012000000000000001
2020-04-21,2,2,0.2,0.0012000000000000001
2020-05-06,2,2,0.2,0.0012000000000000001
2020-05-19,2,2,0.2,0.0012000000000000001
2020-06-02,1,1,0.1,0.0006000000000000001
2020-06-16,1,1,0.1,0.0006000000000000001
2020-06-30,3,3,0.3,0.0018
2020-07-14,2,2,0.2,0.0012000000000000001
2020-07-28,1,1,0.1,0.0006000000000000001
2020-08-11,1,1,0.1,0.0006000000000000001
2020-08-25,2,2,0.2,0.0012000000000000001
2020-09-08,0,0,0.0,0.0
2020-09-22,0,0,0.0,0.0
2020-10-09,1,1,0.1,0.0006000000000000001
2020-10-20,1,1,0.1,0.0006000000000000001
2020-11-03,0,0,0.0,0.0
2020-11-17,1,1,0.1,0.0006000000000000001
2020-12-01,1,1,0.1,0.0006000000000000001
2020-12-15,0,0,0.0,0.0
2020-12-29,2,2,0.2,0.0012000000000000001
2021-01-12,1,1,0.1,0.0006000000000000001
2021-01-26,2,2,0.2,0.0012000000000000001
2021-02-09,1,1,0.1,0.0006000000000000001
2021-02-23,1,1,0.1,0.0006000000000000001
2021-03-09,2,2,0.2,0.0012000000000000001
2021-03-23,1,1,0.1,0.0006000000000000001
2021-04-06,1,1,0.1,0.0006000000000000001
2021-04-20,0,0,0.0,0.0
2021-05-06,2,2,0.2,0.0012000000000000001
2021-05-18,3,3,0.3,0.0018
2021-06-01,2,2,0.2,0.0012000000000000001
2021-06-15,1,1,0.1,0.0006000000000000001
2021-06-29,3,3,0.3,0.0018
2021-07-13,2,2,0.2,0.0012000000000000001
2021-07-27,3,3,0.3,0.0018
2021-08-10,2,2,0.2,0.0012000000000000001
2021-08-24,1,1,0.1,0.0006000000000000001
2021-09-07,1,1,0.1,0.0006000000000000001
2021-09-22,1,1,0.1,0.0006000000000000001
2021-10-08,1,1,0.1,0.0006000000000000001
2021-10-19,1,1,0.1,0.0006000000000000001
2021-11-02,2,2,0.2,0.0012000000000000001
2021-11-16,1,1,0.1,0.0006000000000000001
2021-11-30,1,1,0.1,0.0006000000000000001
2021-12-14,0,0,0.0,0.0
2021-12-28,2,2,0.2,0.0012000000000000001
2022-01-11,1,1,0.1,0.0006000000000000001
2022-01-25,2,2,0.2,0.0012000000000000001
2022-02-08,2,2,0.2,0.0012000000000000001
2022-02-22,2,2,0.2,0.0012000000000000001
2022-03-08,1,1,0.1,0.0006000000000000001
2022-03-22,3,3,0.3,0.0018
2022-04-06,0,0,0.0,0.0
2022-04-19,1,1,0.1,0.0006000000000000001
2022-05-05,1,1,0.1,0.0006000000000000001
2022-05-17,2,2,0.2,0.0012000000000000001
2022-05-31,1,1,0.1,0.0006000000000000001
2022-06-14,3,3,0.3,0.0018
2022-06-28,1,1,0.1,0.0006000000000000001
2022-07-12,1,1,0.1,0.0006000000000000001
2022-07-26,1,1,0.1,0.0006000000000000001
2022-08-09,1,1,0.1,0.0006000000000000001
2022-08-23,2,2,0.2,0.0012000000000000001
2022-09-06,3,3,0.3,0.0018
2022-09-20,1,1,0.1,0.0006000000000000001
2022-10-10,0,0,0.0,0.0
2022-10-18,0,0,0.0,0.0
2022-11-01,3,3,0.3,0.0018
2022-11-15,3,3,0.3,0.0018
2022-11-29,0,0,0.0,0.0
2022-12-13,1,1,0.1,0.0006000000000000001
2022-12-27,1,1,0.1,0.0006000000000000001
2023-01-10,0,0,0.0,0.0
2023-01-30,1,1,0.1,0.0006000000000000001
2023-02-07,3,3,0.3,0.0018
2023-02-21,1,1,0.1,0.0006000000000000001
2023-03-07,3,3,0.3,0.0018
2023-03-21,4,4,0.4,0.0024000000000000002
2023-04-04,2,2,0.2,0.0012000000000000001
2023-04-18,1,1,0.1,0.0006000000000000001
2023-05-04,3,3,0.3,0.0018
2023-05-16,3,3,0.3,0.0018
2023-05-30,2,2,0.2,0.0012000000000000001
2023-06-13,1,1,0.1,0.0006000000000000001
2023-06-27,3,3,0.3,0.0018
2023-07-11,2,2,0.2,0.0012000000000000001
2023-07-25,2,2,0.2,0.0012000000000000001
2023-08-08,0,0,0.0,0.0
2023-08-22,2,2,0.2,0.0012000000000000001
2023-09-05,2,2,0.2,0.0012000000000000001
2023-09-19,1,1,0.1,0.0006000000000000001
2023-10-09,3,3,0.3,0.0018
2023-10-17,2,2,0.2,0.0012000000000000001
2023-10-31,2,2,0.2,0.0012000000000000001
2023-11-14,1,1,0.1,0.0006000000000000001
2023-11-28,1,1,0.1,0.0006000000000000001
2023-12-12,1,1,0.1,0.0006000000000000001
2023-12-26,1,1,0.1,0.0006000000000000001
2024-01-09,0,0,0.0,0.0
2024-01-23,3,3,0.3,0.0018
2024-02-06,3,3,0.3,0.0018
2024-02-20,2,2,0.2,0.0012000000000000001
2024-03-05,2,2,0.2,0.0012000000000000001
2024-03-19,2,2,0.2,0.0012000000000000001
2024-04-02,1,1,0.1,0.0006000000000000001
2024-04-16,3,3,0.3,0.0018
2024-04-30,4,4,0.4,0.0024000000000000002
2024-05-14,4,4,0.4,0.0024000000000000002
2024-05-28,2,2,0.2,0.0012000000000000001
2024-06-11,2,2,0.2,0.0012000000000000001
2024-06-25,1,1,0.1,0.0006000000000000001
2024-07-09,2,2,0.2,0.0012000000000000001
2024-07-23,2,2,0.2,0.0012000000000000001
2024-08-06,2,2,0.2,0.0012000000000000001
2024-08-20,2,2,0.2,0.0012000000000000001
2024-09-03,1,1,0.1,0.0006000000000000001
2024-09-18,0,0,0.0,0.0
2024-10-08,2,2,0.2,0.0012000000000000001
2024-10-22,0,0,0.0,0.0
2024-11-05,3,3,0.3,0.0018
2024-11-19,0,0,0.0,0.0
2024-12-03,1,1,0.1,0.0006000000000000001
2024-12-17,2,2,0.2,0.0012000000000000001
2024-12-31,3,3,0.3,0.0018
2025-01-14,0,0,0.0,0.0
2025-02-05,2,2,0.2,0.0012000000000000001
2025-02-18,2,2,0.2,0.0012000000000000001
2025-03-04,1,1,0.1,0.0006000000000000001
2025-03-18,2,2,0.2,0.0012000000000000001
2025-04-01,0,0,0.0,0.0
2025-04-15,0,0,0.0,0.0
2025-04-29,1,1,0.1,0.0006000000000000001
2025-05-13,0,0,0.0,0.0
2025-05-27,0,0,0.0,0.0
2025-06-10,0,0,0.0,0.0
2025-06-24,0,0,0.0,0.0
2025-07-08,1,1,0.1,0.0006000000000000001
2025-07-22,1,1,0.1,0.0006000000000000001
2025-08-05,3,3,0.3,0.0018
2025-08-19,2,2,0.2,0.0012000000000000001
2025-09-02,3,3,0.3,0.0018
2025-09-16,1,1,0.1,0.0006000000000000001
2025-09-30,0,0,0.0,0.0
2025-10-14,1,1,0.1,0.0006000000000000001
2025-10-28,2,2,0.2,0.0012000000000000001
2025-11-11,2,2,0.2,0.0012000000000000001
2025-11-25,1,1,0.1,0.0006000000000000001
2025-12-09,1,1,0.1,0.0006000000000000001
2025-12-23,1,1,0.1,0.0006000000000000001
2026-01-06,1,1,0.1,0.0006000000000000001
2026-01-20,0,0,0.0,0.0
2026-02-03,3,3,0.3,0.0018
2026-02-24,1,1,0.1,0.0006000000000000001
2026-03-10,0,0,0.0,0.0
