window_years,A_1_100_annual,A_1_100_max_dd,B_101_200_annual,B_101_200_max_dd,C_201_300_annual,C_201_300_max_dd,D_301_400_annual,D_301_400_max_dd
5,0.4670234038202916,-0.4807232556023285,0.3763398407322245,-0.45538031313709115,0.34471224257374744,-0.4604991340051105,0.3103706738926988,-0.4571104901027003
10,0.5021168320362013,-0.4807232556023285,0.23185654437748604,-0.5019605945961914,0.2020662984843753,-0.4992617342189267,0.15521844567397491,-0.5606522385513719
15,0.6909307689743129,-0.4807232556023284,0.28905822428308703,-0.5324521418129733,0.2429301758614777,-0.5630335653696201,0.16333500042727,-0.5945505694088092
