symbol,status,rows,date_min,date_max
56,ok,306,2025-01-02,2026-04-10
610,ok,306,2025-01-02,2026-04-10
632,ok,306,2025-01-02,2026-04-10
637,ok,306,2025-01-02,2026-04-10
679,ok,306,2025-01-02,2026-04-10
692,ok,306,2025-01-02,2026-04-10
702,ok,306,2025-01-02,2026-04-10
890,ok,306,2025-01-02,2026-04-10
953,ok,301,2025-01-02,2026-04-10
995,ok,306,2025-01-02,2026-04-10
1211,ok,306,2025-01-02,2026-04-10
1231,ok,306,2025-01-02,2026-04-10
1259,ok,306,2025-01-02,2026-04-10
1336,ok,306,2025-01-02,2026-04-10
1366,ok,306,2025-01-02,2026-04-10
1373,ok,306,2025-01-02,2026-04-10
2072,ok,306,2025-01-02,2026-04-10
2188,ok,306,2025-01-02,2026-04-10
2193,ok,306,2025-01-02,2026-04-10
2205,ok,306,2025-01-02,2026-04-10
2207,ok,306,2025-01-02,2026-04-10
2247,ok,306,2025-01-02,2026-04-10
2295,ok,306,2025-01-02,2026-04-10
2316,ok,305,2025-01-02,2026-04-10
2360,ok,306,2025-01-02,2026-04-10
2486,ok,306,2025-01-02,2026-04-10
2494,ok,298,2025-01-14,2026-04-10
2513,ok,306,2025-01-02,2026-04-10
2591,ok,306,2025-01-02,2026-04-10
2622,ok,306,2025-01-02,2026-04-10
2629,ok,306,2025-01-02,2026-04-10
2633,ok,303,2025-01-02,2026-04-10
2652,ok,306,2025-01-02,2026-04-10
2700,ok,305,2025-01-02,2026-04-10
2715,ok,306,2025-01-02,2026-04-10
2719,ok,306,2025-01-02,2026-04-10
2748,ok,305,2025-01-02,2026-04-10
2775,ok,306,2025-01-02,2026-04-10
2778,ok,301,2025-01-02,2026-04-10
2780,ok,306,2025-01-02,2026-04-10
2820,ok,306,2025-01-02,2026-04-10
2828,ok,301,2025-01-02,2026-04-10
2830,ok,306,2025-01-02,2026-04-10
2856,ok,306,2025-01-02,2026-04-10
2857,ok,306,2025-01-02,2026-04-10
2861,ok,306,2025-01-02,2026-04-10
2862,ok,306,2025-01-02,2026-04-10
2883,ok,306,2025-01-02,2026-04-10
2890,ok,306,2025-01-02,2026-04-10
2910,ok,306,2025-01-02,2026-04-10
2963,ok,306,2025-01-02,2026-04-10
3003,ok,306,2025-01-02,2026-04-10
3011,ok,306,2025-01-02,2026-04-10
3017,ok,306,2025-01-02,2026-04-10
300013,ok,305,2025-01-02,2026-04-10
300030,ok,306,2025-01-02,2026-04-10
300069,ok,296,2025-01-02,2026-04-10
300103,ok,306,2025-01-02,2026-04-10
300106,ok,306,2025-01-02,2026-04-10
300163,ok,305,2025-01-02,2026-04-10
300169,ok,301,2025-01-02,2026-04-10
300220,ok,306,2025-01-02,2026-04-10
300295,ok,306,2025-01-02,2026-04-10
300334,ok,306,2025-01-02,2026-04-10
300405,ok,306,2025-01-02,2026-04-10
300417,ok,306,2025-01-02,2026-04-10
300449,ok,296,2025-01-02,2026-04-10
300500,ok,306,2025-01-02,2026-04-10
300535,ok,306,2025-01-02,2026-04-10
300536,ok,305,2025-01-02,2026-04-10
300549,ok,306,2025-01-02,2026-04-10
300556,ok,306,2025-01-02,2026-04-10
300591,ok,306,2025-01-02,2026-04-10
300594,ok,306,2025-01-02,2026-04-10
300614,ok,306,2025-01-02,2026-04-10
300621,ok,306,2025-01-02,2026-04-10
300635,ok,303,2025-01-02,2026-04-10
300637,ok,306,2025-01-02,2026-04-10
300640,ok,306,2025-01-02,2026-04-10
300649,ok,306,2025-01-02,2026-04-10
300665,ok,304,2025-01-02,2026-04-10
300670,ok,306,2025-01-02,2026-04-10
300675,ok,306,2025-01-02,2026-04-10
300710,ok,296,2025-01-02,2026-04-10
300717,ok,306,2025-01-02,2026-04-10
300721,ok,306,2025-01-02,2026-04-10
300736,ok,304,2025-01-02,2026-04-10
300743,ok,306,2025-01-02,2026-04-10
300823,ok,306,2025-01-02,2026-04-10
300838,ok,306,2025-01-02,2026-04-10
300845,ok,306,2025-01-02,2026-04-10
300854,ok,306,2025-01-02,2026-04-10
300865,ok,306,2025-01-02,2026-04-10
300883,ok,306,2025-01-02,2026-04-10
300886,ok,306,2025-01-02,2026-04-10
300906,ok,306,2025-01-02,2026-04-10
300912,ok,296,2025-01-02,2026-04-10
300923,ok,306,2025-01-02,2026-04-10
300929,ok,306,2025-01-02,2026-04-10
300935,ok,306,2025-01-02,2026-04-10
300958,ok,306,2025-01-02,2026-04-10
300961,ok,306,2025-01-02,2026-04-10
300995,ok,306,2025-01-02,2026-04-10
301001,ok,306,2025-01-02,2026-04-10
301010,ok,306,2025-01-02,2026-04-10
301024,ok,306,2025-01-02,2026-04-10
301030,ok,306,2025-01-02,2026-04-10
301036,ok,306,2025-01-02,2026-04-10
301037,ok,306,2025-01-02,2026-04-10
301040,ok,301,2025-01-02,2026-04-10
301049,ok,306,2025-01-02,2026-04-10
301098,ok,306,2025-01-02,2026-04-10
301105,ok,791,2022-12-30,2026-04-10
301113,ok,306,2025-01-02,2026-04-10
301125,ok,306,2025-01-02,2026-04-10
301131,ok,306,2025-01-02,2026-04-10
301139,ok,306,2025-01-02,2026-04-10
301163,ok,306,2025-01-02,2026-04-10
301167,ok,306,2025-01-02,2026-04-10
301198,ok,306,2025-01-02,2026-04-10
301231,ok,306,2025-01-02,2026-04-10
301273,ok,306,2025-01-02,2026-04-10
301300,ok,306,2025-01-02,2026-04-10
301336,ok,306,2025-01-02,2026-04-10
301372,ok,306,2025-01-02,2026-04-10
301390,ok,306,2025-01-02,2026-04-10
301515,ok,306,2025-01-02,2026-04-10
600119,ok,306,2025-01-02,2026-04-10
600137,ok,306,2025-01-02,2026-04-10
600149,ok,306,2025-01-02,2026-04-10
600202,ok,306,2025-01-02,2026-04-10
600303,ok,305,2025-01-02,2026-04-10
600448,ok,306,2025-01-02,2026-04-10
600455,ok,306,2025-01-02,2026-04-10
600476,ok,306,2025-01-02,2026-04-10
600493,ok,306,2025-01-02,2026-04-10
600543,ok,306,2025-01-02,2026-04-10
600561,ok,306,2025-01-02,2026-04-10
600615,ok,306,2025-01-02,2026-04-10
600671,ok,305,2025-01-02,2026-04-10
600689,ok,306,2025-01-02,2026-04-10
600697,ok,306,2025-01-02,2026-04-10
600768,ok,306,2025-01-02,2026-04-10
600778,ok,306,2025-01-02,2026-04-10
600847,ok,306,2025-01-02,2026-04-10
600857,ok,306,2025-01-02,2026-04-10
600883,ok,306,2025-01-02,2026-04-10
603022,ok,306,2025-01-02,2026-04-10
603023,ok,305,2025-01-02,2026-04-10
603073,ok,306,2025-01-02,2026-04-10
603139,ok,304,2025-01-02,2026-04-10
603177,ok,306,2025-01-02,2026-04-10
603183,ok,306,2025-01-02,2026-04-10
603214,ok,306,2025-01-02,2026-04-10
603272,ok,306,2025-01-02,2026-04-10
603332,ok,306,2025-01-02,2026-04-10
603356,ok,306,2025-01-02,2026-04-10
603536,ok,306,2025-01-02,2026-04-10
603578,ok,306,2025-01-02,2026-04-10
603616,ok,296,2025-01-02,2026-04-10
603709,ok,306,2025-01-02,2026-04-10
603717,ok,306,2025-01-02,2026-04-10
603725,ok,306,2025-01-02,2026-04-10
603729,ok,296,2025-01-02,2026-04-10
603779,ok,306,2025-01-02,2026-04-10
603810,ok,306,2025-01-02,2026-04-10
603860,ok,306,2025-01-02,2026-04-10
603879,ok,305,2025-01-02,2026-04-10
603880,ok,306,2025-01-02,2026-04-10
603908,ok,306,2025-01-02,2026-04-10
605069,ok,306,2025-01-02,2026-04-10
605122,ok,306,2025-01-02,2026-04-10
605177,ok,306,2025-01-02,2026-04-10
605567,ok,306,2025-01-02,2026-04-10
688004,ok,306,2025-01-02,2026-04-10
688021,ok,306,2025-01-02,2026-04-10
688038,ok,296,2025-01-02,2026-04-10
