date,0.5x baseline,0.5x + nav 4/8
2016-04-11,1.0,1.0
2016-04-12,1.0023563022833117,1.0023563022833117
2016-04-13,1.0089567592283208,1.0089567592283208
2016-04-14,1.02048133093573,1.02048133093573
2016-04-15,1.0316657532607496,1.0316657532607496
2016-04-18,1.0302347537256018,1.0302347537256018
2016-04-19,1.0319484713155982,1.0319484713155984
2016-04-20,1.01201018792577,1.01201018792577
2016-04-21,1.0090889397735416,1.0090889397735416
2016-04-22,1.0101122546351353,1.0101122546351355
2016-04-25,1.0132534392959502,1.0132534392959502
2016-04-26,1.0220073066689688,1.0220073066689688
2016-04-27,1.021660715130573,1.0216607151305728
2016-04-28,1.0227161221647032,1.0227161221647032
2016-04-29,1.0249198356120748,1.0249198356120748
2016-05-03,1.03846612680526,1.0384661268052602
2016-05-04,1.038571028783798,1.0385710287837981
2016-05-05,1.0403222610878669,1.040322261087867
2016-05-06,1.0156542118713088,1.015654211871309
2016-05-09,0.9901338493885499,0.99013384938855
2016-05-10,0.9869742404603314,0.9874184777840828
2016-05-11,0.9818177624220208,0.9830334986593997
2016-05-12,0.9689495385187865,0.9720819643707607
2016-05-13,0.9660426899032302,0.9696031553616152
2016-05-16,0.9660426899032302,0.9696031553616152
2016-05-17,0.9660426899032302,0.9696031553616152
2016-05-18,0.9493787753679908,0.955386623690211
2016-05-19,0.9465306390418868,0.9533516501817509
2016-05-20,0.9465306390418868,0.9533516501817509
2016-05-23,0.9465306390418868,0.9533516501817509
2016-05-24,0.9465306390418868,0.9533516501817509
2016-05-25,0.9433471715930234,0.9511071641880147
2016-05-26,0.946249630379853,0.9531555983173888
2016-05-27,0.9481108315120521,0.9544679475699076
2016-05-30,0.9498568328635136,0.9556983434157268
2016-05-31,0.9601682750216586,0.9629607428568512
2016-06-01,0.9642823887875263,0.9664390210890852
2016-06-02,0.9684871469476866,0.970021058930232
2016-06-03,0.9684758861799958,0.9700114721178938
2016-06-06,0.9747717604410676,0.9753714504046933
2016-06-07,0.9774767051554422,0.9776720679060771
2016-06-08,0.9782161521032826,0.9783007234324651
2016-06-13,0.9579370646486642,0.9610620088579459
2016-06-14,0.9614461416685215,0.964054454420642
2016-06-15,0.9738010659517238,0.9745846301445711
2016-06-16,0.9750859122247594,0.9756776282450497
2016-06-17,0.9842263985283485,0.9834517563531492
2016-06-20,0.9828927645027089,0.9823190596303348
2016-06-21,0.9775794167657413,0.9778053502005563
2016-06-22,0.9903770898129163,0.9886858863665987
2016-06-23,0.988553422788445,0.9871384164311447
2016-06-24,0.9833292135235614,0.9827041947586819
2016-06-27,0.9902636012828099,0.9885946778934975
2016-06-28,0.9990127733049161,0.9960189406382361
2016-06-29,0.9991377040528463,0.996124813541318
2016-06-30,1.003486580701974,0.9998102117953386
2016-07-01,1.0008022778144194,0.9975369134108663
2016-07-04,1.0079700994799852,1.0036096830576324
2016-07-05,1.013873097921865,1.008605526127423
2016-07-06,1.0167786408435087,1.0110624062391451
2016-07-07,1.0158255621056687,1.0100843537488138
2016-07-08,1.0220102632594923,1.0162341004190394
2016-07-11,1.022417291470085,1.0166388282014374
2016-07-12,1.0262826407366314,1.0204823314184857
2016-07-13,1.0320328060742865,1.026199998167287
2016-07-14,1.033596822826909,1.02775517546323
2016-07-15,1.0349917765636003,1.029142245247844
2016-07-18,1.0360325227586802,1.0301771093889815
2016-07-19,1.0410584013921242,1.035174582932529
2016-07-20,1.0485547387033647,1.0426285526995545
2016-07-21,1.0511449758251774,1.0452041504073137
2016-07-22,1.0487075233262024,1.0427804738194584
2016-07-25,1.0538340366466683,1.047878013286327
2016-07-26,1.0593888269112592,1.053401409176256
2016-07-27,1.0421942418651315,1.036304003900989
2016-07-28,1.043280754500373,1.0373843758210781
2016-07-29,1.0440236469813868,1.0381230696476385
2016-08-01,1.0409690585993208,1.035085745084283
2016-08-02,1.0462441285101833,1.040331001534464
2016-08-03,1.0533310403596912,1.0473778598166543
2016-08-04,1.0569024738823098,1.0509291084327783
2016-08-05,1.0570853584636468,1.0511109593932595
2016-08-08,1.062160368454028,1.0561572866148121
2016-08-09,1.0636491218891402,1.0576376259639022
2016-08-10,1.0647512688274017,1.0587335438255896
2016-08-11,1.0592759469920965,1.0532891672279807
2016-08-12,1.06273234227271,1.0567260277713224
2016-08-15,1.0671074526455253,1.0610764110441597
2016-08-16,1.0691766908344151,1.063133954383042
2016-08-17,1.0708599339173654,1.0648076841699947
2016-08-18,1.0732066886096476,1.067141175553936
2016-08-19,1.0759370331670381,1.0698560888428343
2016-08-22,1.077680090697587,1.0715892950201251
2016-08-23,1.0813439491982568,1.0752324462499532
2016-08-24,1.0881896092374292,1.082039416220583
2016-08-25,1.087666811349328,1.081519573063802
2016-08-26,1.0964718257033563,1.090274823537222
2016-08-29,1.1080535811184635,1.1017911215810472
2016-08-30,1.1105825559653917,1.104305803253963
2016-08-31,1.1143621740888416,1.1080640598602731
2016-09-01,1.116131071811872,1.1098229601873248
2016-09-02,1.1181412675503646,1.1118217947699227
2016-09-05,1.119356933478111,1.1130305900383317
2016-09-06,1.12433478166934,1.1179803045964836
2016-09-07,1.1300817188416967,1.1236947614248216
2016-09-08,1.1378728643398954,1.1314418731919227
2016-09-09,1.1347218618560384,1.128308679436717
2016-09-12,1.1158928228530685,1.1095860577558818
2016-09-13,1.126582977668417,1.1202157943178892
2016-09-14,1.1329598719258318,1.126556647861261
2016-09-19,1.1420182528157212,1.135563832902173
2016-09-20,1.1466686543524172,1.1401879514576554
2016-09-21,1.150358538353807,1.143856981098164
2016-09-22,1.154663935656452,1.1481380453027892
2016-09-23,1.1609745447729858,1.1544129883333842
2016-09-26,1.1564291133049962,1.1498932465803449
2016-09-27,1.1628904032975234,1.156318018873884
2016-09-28,1.164428446053443,1.157847368972075
2016-09-29,1.1746225628928553,1.1679838710487045
2016-09-30,1.1787196066790215,1.172057759302168
2016-10-10,1.1851152523209632,1.1784172582516295
2016-10-11,1.1913052069243686,1.1845722286801692
2016-10-12,1.1895415789878383,1.182818568356018
2016-10-13,1.1955289889403107,1.188772138868593
2016-10-14,1.1954637310156149,1.1887072497664164
2016-10-17,1.1905893837904855,1.1838604512111246
2016-10-18,1.2014839658906689,1.1946934596827918
2016-10-19,1.2101022126222587,1.2032629981006688
2016-10-20,1.2154909383344121,1.208621267996149
2016-10-21,1.2164333734978416,1.2095583767365805
2016-10-24,1.2230626463379195,1.2161501824779268
2016-10-25,1.23127701117694,1.224318121649176
2016-10-26,1.2325885081875776,1.2256222063856215
2016-10-27,1.2392922725942714,1.2322880826846818
2016-10-28,1.2293699647105107,1.222421853363094
2016-10-31,1.232256143317716,1.2252917199642255
2016-11-01,1.2465240538061257,1.2394789915614843
2016-11-02,1.2537037918999752,1.246618151455806
2016-11-03,1.2609554692284284,1.2538288440010124
2016-11-04,1.2692435453791782,1.2620700778849068
2016-11-07,1.278218856176433,1.2709946623259083
2016-11-08,1.2843599148999207,1.2771010132226013
2016-11-09,1.283331479683786,1.276078390481637
2016-11-10,1.3004420534201395,1.2930922592593932
2016-11-11,1.3159694512941984,1.3085318999143385
2016-11-14,1.324728886196314,1.3172418285402419
2016-11-15,1.3329359780876173,1.3254025358687722
2016-11-16,1.3357309661322336,1.3281817272950343
2016-11-17,1.3383307780209521,1.3307668456553572
2016-11-18,1.3372984108256782,1.3297403131578798
2016-11-21,1.3444090884093218,1.3368108028558379
2016-11-22,1.3556553438804726,1.3479934971228775
2016-11-23,1.3543146389709966,1.3466603695638024
2016-11-24,1.3518868308923513,1.34424628288827
2016-11-25,1.3533188609786881,1.345670219475678
2016-11-28,1.3553927200233369,1.3477323575543239
2016-11-29,1.339472275700632,1.3319018918572811
2016-11-30,1.333108621478693,1.3255742035198026
2016-12-01,1.3423776024116965,1.3347907983416694
2016-12-02,1.3282628664478504,1.320755835562407
2016-12-05,1.3283981017423454,1.3208903065386648
2016-12-06,1.334398165963633,1.326856459801089
2016-12-07,1.346675908287944,1.33906481119898
2016-12-08,1.3462781631005305,1.338669313974287
2016-12-09,1.353070486710461,1.3454232489606912
2016-12-12,1.3158893534108675,1.3084522547255004
2016-12-13,1.321034428174178,1.3135682507302822
2016-12-14,1.3260412970650495,1.3185468219698735
2016-12-15,1.339327756259902,1.3317581892066104
2016-12-16,1.3573742251654826,1.3497026636931122
2016-12-19,1.3680003909297536,1.3602687728551839
2016-12-20,1.375724821947562,1.3679495471965257
2016-12-21,1.3850219763392977,1.3771941562473289
2016-12-22,1.3844446319785508,1.3766200749018007
2016-12-23,1.3791776311958441,1.3713828419749516
2016-12-26,1.3914080671623594,1.3835441543795106
2016-12-27,1.4084600896382697,1.4004998028148454
2016-12-28,1.4175625864265644,1.4095508544214292
2016-12-29,1.4237428135576884,1.4156961523550844
2016-12-30,1.4286395822812241,1.4205652456877207
2017-01-03,1.44677852020493,1.4386016665790964
2017-01-04,1.4552334308084638,1.4470087920064896
2017-01-05,1.4627685207704206,1.4545012954033185
2017-01-06,1.4586004451322514,1.4503567767532568
