date,member_count_used,micro_ret_10m,hedge_ret_10m,gap_1450,gap_close,signal_1450,signal_close,jitter
2026-02-05,99,0.0003208888413402271,-0.0008606779169860745,0.10682946061818599,0.10801924428026322,True,True,False
2026-02-06,99,0.0005545851912128618,-0.0023740107772158847,0.11659805211716956,0.11953087952608021,True,True,False
2026-02-09,100,0.0010698154130481686,0.0005942478268639029,0.11695619969955517,0.117556667011393,True,True,False
2026-02-10,100,-0.00016824841713954818,-0.0007134041246630307,0.10049027756434825,0.10101790201342875,True,True,False
2026-02-11,100,-0.0008107576894300573,-0.0005252406645446239,0.08140863164862822,0.0810549803636833,True,True,False
2026-02-12,100,-0.000506460244803958,-0.00039672378286936816,0.04745156260920291,0.047316856470781765,True,True,False
2026-02-13,100,-0.0010594445235389016,-0.0018940684151622644,0.05144994065290487,0.05222112169778903,True,True,False
2026-02-24,100,0.0003848882218164451,-0.0005659602599562552,0.07591316091181044,0.07687456351220279,True,True,False
2026-02-25,100,0.0006787510135508712,0.0011120391304710875,0.0645284898634082,0.0641363310059575,True,True,False
2026-02-26,100,0.0007058353121290628,0.00021675670708876105,0.05415382401294688,0.054687347907281136,True,True,False
2026-02-27,100,0.0007461017471962072,0.0011554258235333403,0.06315090906911802,0.06278133544070785,True,True,False
2026-03-02,100,0.0010750013697688665,0.0010947495716067124,0.031347864458615815,0.031361494128684386,True,True,False
2026-03-03,100,-0.0013127151025401362,-0.00019891774014713093,0.013980516364412665,0.012863315047066948,True,True,False
2026-03-04,100,0.0029179675631359823,0.0010227237594682137,-0.019125276572531824,-0.017259504960161598,False,False,False
2026-03-05,100,0.0025266454159117145,0.0026873737609243165,-0.0004845267791961927,-0.0006453069437223347,False,False,False
2026-03-06,100,0.00020001633727545042,0.0001479211022790139,0.01905039787976781,0.01910656070894201,True,True,False
2026-03-09,100,0.0005061335803135703,0.0002023844793050955,-0.007368504599930548,-0.007063435186628775,False,False,False
2026-03-10,100,4.2903856108040815e-05,0.00024436844532571556,-0.0039206719753266395,-0.004129723232942029,False,False,False
2026-03-11,100,-0.00034775215125359195,-0.00019963658968102926,-0.007869123482070473,-0.0080168666229683,False,False,False
2026-03-12,100,-0.00010266123356808432,-3.118938313395603e-05,-0.020761771733292522,-0.020831856041251373,False,False,False
2026-03-13,100,0.0018331913599742644,0.0017109213610300156,-0.004053764898552137,-0.003939508675771419,False,False,False
2026-03-16,100,0.001557679855827354,0.0012302987589711822,0.01619726457188464,0.016545404212182313,True,True,False
2026-03-17,100,-0.0015616175215678707,-0.0007575436646672928,0.0016012560340514792,0.0008122128589416189,True,True,False
2026-03-18,100,0.0006974071486285793,-0.000631965350524788,-0.0004892269855281128,0.0008080810926829329,False,True,True
