hedge,annual,max_dd,sharpe,vol,total_return,active_days_pct,signal_changes,peak_date,trough_date,latest_signal
??1000??,0.5336619147739547,-0.10783936888599396,4.316601324204579,0.12363011422471189,1006.3981018903028,0.7118471337579618,393,,,long_microcap_short_zz1000
??500??,0.5185102066290774,-0.11921259195319374,3.871193866474198,0.13394064583526674,856.9826647792676,0.7057324840764331,425,,,long_microcap_short_zz1000
??300??,0.5185295616648518,-0.23286380897646303,2.880674610134701,0.18000282289453207,857.1595127094137,0.661656050955414,453,,,cash
