reg_window,z_window,rows,sample_start,sample_end,total_return,annual_return,sharpe,max_drawdown,position_days_pct,trades
24,800,3934,2010-01-04,2026-03-18,33.90503095859531,0.24520485841253037,1.1927223321229468,-0.3530643910543648,0.39425521098118965,216
24,500,3934,2010-01-04,2026-03-18,37.646629624715644,0.2530565796398334,1.1902526088646357,-0.29833282272030626,0.4440772750381291,226
10,600,3934,2010-01-04,2026-03-18,34.43687824806927,0.24636776076194544,1.1880006035410975,-0.365532361377081,0.44865277071682763,462
20,300,3934,2010-01-04,2026-03-18,37.21782350282231,0.2521938400600954,1.1781849435490506,-0.36781400104460515,0.4697508896797153,288
18,80,3934,2010-01-04,2026-03-18,36.303259655208024,0.25032301733221285,1.1770861499235383,-0.426158199142443,0.5149974580579563,322
20,120,3934,2010-01-04,2026-03-18,37.32473330909565,0.252409784744847,1.1656335794456327,-0.37713643950491726,0.5086426029486528,318
24,600,3934,2010-01-04,2026-03-18,33.44441770483144,0.2441841981398012,1.1639674518833905,-0.3330979193279431,0.4331469242501271,230
20,400,3934,2010-01-04,2026-03-18,34.92044131143403,0.24741096125909112,1.1571336495110736,-0.36916751653807844,0.4578037620742247,282
30,120,3934,2010-01-04,2026-03-18,30.58698759808386,0.23755074900103423,1.1567006993174682,-0.503746296523624,0.5068632435180478,214
8,100,3934,2010-01-04,2026-03-18,33.60764424041886,0.24454734444082993,1.1476447387148445,-0.35010826358249636,0.5200813421453991,644
8,1000,3934,2010-01-04,2026-03-18,24.395760270675076,0.22099641339237142,1.1459730108401605,-0.4377519050485885,0.38230808337569905,484
20,40,3934,2010-01-04,2026-03-18,36.5239855289456,0.25077844006757877,1.1433182755562061,-0.4168110638974324,0.5119471276054905,320
30,160,3934,2010-01-04,2026-03-18,30.92263903152344,0.2383584978577511,1.14330355810749,-0.4383297003487924,0.5027961362480935,204
10,500,3934,2010-01-04,2026-03-18,31.002779304825303,0.23855017755583052,1.1424187409702575,-0.4254570172195439,0.46492119979664465,470
24,1000,3934,2010-01-04,2026-03-18,26.41600709853711,0.22677930667053592,1.1395370084956973,-0.35285519145327715,0.3665480427046263,200
18,60,3934,2010-01-04,2026-03-18,34.37708974560267,0.24623785121387032,1.1381056924654944,-0.4610658077429698,0.5167768174885613,330
8,80,3934,2010-01-04,2026-03-18,32.168204891165175,0.24128789341141466,1.1377724691982116,-0.32842601481388556,0.5228774783934926,632
10,300,3934,2010-01-04,2026-03-18,30.57147847385672,0.23751323176851358,1.1339181647074807,-0.39601064571774425,0.48957803762074226,496
20,600,3934,2010-01-04,2026-03-18,31.00875083846168,0.23856444224895856,1.1332656716273548,-0.3528551914532774,0.4303507880020336,252
16,60,3934,2010-01-04,2026-03-18,34.384919838792335,0.24625487630047194,1.1328566149508605,-0.46060004378746366,0.5198271479410269,358
12,120,3934,2010-01-04,2026-03-18,32.9183846245972,0.243002793068136,1.132395980966526,-0.39136518292215516,0.5160142348754448,451
10,800,3934,2010-01-04,2026-03-18,26.188187138879375,0.2261475620770672,1.1314068898649505,-0.36895640071606783,0.41637010676156583,412
12,300,3934,2010-01-04,2026-03-18,31.38298123175725,0.23945345279619623,1.1310761154582556,-0.4743170449994347,0.48830706659888157,418
18,250,3934,2010-01-04,2026-03-18,32.47951980464099,0.24200392825866168,1.1283688660443574,-0.35483177223282236,0.48525673614641585,312
12,600,3934,2010-01-04,2026-03-18,27.68778211365552,0.23021793739718066,1.1232406606543934,-0.41319683105417315,0.44178952719877984,384
18,500,3934,2010-01-04,2026-03-18,29.424777121581666,0.23469025646164932,1.122755100914214,-0.3820407190355787,0.4425521098118963,280
18,100,3934,2010-01-04,2026-03-18,31.135513346995722,0.23886666266694712,1.1220085868923328,-0.4000884029810544,0.5114387391967463,316
12,40,3934,2010-01-04,2026-03-18,34.02599056196983,0.2454707941748533,1.1212503671059575,-0.4064122603714634,0.5177935943060499,468
8,800,3934,2010-01-04,2026-03-18,24.543127310056285,0.22143259034404483,1.1159076837659414,-0.4377519050485882,0.41408235892221656,528
14,250,3934,2010-01-04,2026-03-18,29.565941291654966,0.23504311467279693,1.1129660747308723,-0.3961731666103613,0.49796644636502285,382
12,500,3934,2010-01-04,2026-03-18,29.04181076346744,0.23372518858890667,1.112081982251032,-0.4679206344856277,0.4562785968479919,392
12,250,3934,2010-01-04,2026-03-18,29.047426014246234,0.23373942210045473,1.1102812684730636,-0.4297162514220443,0.4944077275038129,450
8,40,3934,2010-01-04,2026-03-18,29.386797615488877,0.2345950595085955,1.110217122482427,-0.3995470224302614,0.5205897305541434,638
20,500,3934,2010-01-04,2026-03-18,29.40255888047501,0.23463457921148612,1.1081261083152487,-0.35285519145327726,0.44483985765124556,264
24,400,3934,2010-01-04,2026-03-18,28.65451203278314,0.23273739148129358,1.1067867562006568,-0.35929142985109097,0.45907473309608543,256
8,400,3934,2010-01-04,2026-03-18,26.50523419020612,0.2270253918295515,1.1066830748171386,-0.3280858725631497,0.47330960854092524,606
24,120,3934,2010-01-04,2026-03-18,25.37938354386062,0.2238639056053291,1.1060524702564205,-0.4877170541197078,0.5086426029486528,266
18,800,3934,2010-01-04,2026-03-18,24.94861020797258,0.22262066370422628,1.103093555267111,-0.38204071903557824,0.39044229791560753,234
12,80,3934,2010-01-04,2026-03-18,30.87457846539188,0.23824332979248797,1.1008773281240043,-0.45222093490278803,0.5226232841891205,442
18,600,3934,2010-01-04,2026-03-18,26.236871732629467,0.22628298061788965,1.0987932359483177,-0.3820407190355787,0.42704626334519574,260
18,1000,3934,2010-01-04,2026-03-18,22.96787438248913,0.2166426468715188,1.0987753600635555,-0.38204071903557857,0.3650228774783935,218
8,500,3934,2010-01-04,2026-03-18,25.519944410856414,0.22426545438320966,1.0984928276857506,-0.4377519050485883,0.45882053889171326,596
10,400,3934,2010-01-04,2026-03-18,26.41505294641733,0.22677667109417543,1.097128001623656,-0.4053795397303763,0.4748347737671581,498
8,600,3934,2010-01-04,2026-03-18,24.886963302801053,0.22244116468672304,1.093505010318638,-0.4377519050485883,0.4445856634468734,582
30,200,3934,2010-01-04,2026-03-18,27.316809556461884,0.22922992060174763,1.0932261803107102,-0.4545174688477921,0.5043213014743264,218
8,250,3934,2010-01-04,2026-03-18,25.403605276450858,0.22393324424821426,1.0864848769836488,-0.36359723165996005,0.49084900864260295,634
12,100,3934,2010-01-04,2026-03-18,29.030229648235483,0.23369582494700314,1.0847777668213294,-0.3813559113555002,0.5221148957803762,458
12,400,3934,2010-01-04,2026-03-18,26.16973306620778,0.22609617171231955,1.0813429383873694,-0.41319683105417326,0.4687341128622267,408
40,100,3934,2010-01-04,2026-03-18,23.643379716223095,0.21873181893960658,1.0762818875651674,-0.41462660351136316,0.5142348754448398,162
14,600,3934,2010-01-04,2026-03-18,24.312668052269593,0.2207494288899572,1.075479899084951,-0.49663883166608525,0.4491611591255719,326
30,600,3934,2010-01-04,2026-03-18,24.91816640717073,0.22253206970430428,1.0698584640958515,-0.41829257493066885,0.43416370106761565,166
24,100,3934,2010-01-04,2026-03-18,22.01408370403249,0.21359672250947614,1.0667312743088613,-0.525544644639219,0.5116929334011184,284
14,100,3934,2010-01-04,2026-03-18,26.264357027020953,0.22635933201837943,1.0661931058907046,-0.4113634292543201,0.5167768174885613,386
8,200,3934,2010-01-04,2026-03-18,24.29221740642586,0.22068852445026432,1.0649489964523695,-0.3920538852653038,0.4997458057956279,640
16,500,3934,2010-01-04,2026-03-18,25.0999089051505,0.22305951395253487,1.0609823574393713,-0.42572283012067313,0.4494153533299441,294
14,80,3934,2010-01-04,2026-03-18,26.82568747164377,0.227903057578273,1.0586871782123712,-0.4981731015012608,0.5216065073716319,412
24,160,3934,2010-01-04,2026-03-18,23.23362348878896,0.21747105657772492,1.0573445982800793,-0.44003124923025494,0.5027961362480935,268
8,300,3934,2010-01-04,2026-03-18,22.7643430283296,0.21600233769940957,1.0568071250088475,-0.3817782605611225,0.487290289781393,646
10,1000,3934,2010-01-04,2026-03-18,18.988875026292177,0.20308484425081574,1.0563799283856439,-0.38729091090781664,0.3863751906456533,384
16,600,3934,2010-01-04,2026-03-18,22.679411434786935,0.21573362031891463,1.0545922496316589,-0.391214045618565,0.4351804778851042,272
40,300,3934,2010-01-04,2026-03-18,24.126203836818508,0.22019239939813806,1.0532092829697182,-0.5275423994657347,0.4796644636502288,158
20,1200,3934,2010-01-04,2026-03-18,18.807070919710412,0.20240648411682072,1.0526942486768052,-0.35285519145327715,0.33375699034062023,192
14,500,3934,2010-01-04,2026-03-18,23.97500431356414,0.21973786201705514,1.0518142811531865,-0.4966388316660858,0.4608540925266904,346
10,80,3934,2010-01-04,2026-03-18,23.423209201287456,0.21805685166486555,1.0494099738828973,-0.3985736921413533,0.5200813421453991,544
12,800,3934,2010-01-04,2026-03-18,20.27359876145745,0.20771979390183226,1.0493403581037188,-0.41319683105417304,0.40849008642602946,336
14,60,3934,2010-01-04,2026-03-18,26.240307599357003,0.2262925290648492,1.048992865031927,-0.4262602837403776,0.5297407219115404,404
40,800,3934,2010-01-04,2026-03-18,23.095344338957684,0.21704107390033034,1.0482552196835544,-0.5275423994657346,0.3988307066598882,122
24,200,3934,2010-01-04,2026-03-18,21.836992465109656,0.21301817475950235,1.046479196656699,-0.4739845126267266,0.4926283680732079,272
6,1000,3934,2010-01-04,2026-03-18,17.938197587244325,0.19908157774634416,1.0464691977678757,-0.4146252106573153,0.38230808337569905,626
6,100,3934,2010-01-04,2026-03-18,22.73549698715327,0.21591117211798871,1.0463430113057277,-0.36559034910535526,0.5160142348754448,812
10,120,3934,2010-01-04,2026-03-18,23.64325538068558,0.21873143936876693,1.0461708639748077,-0.45323449641069125,0.5142348754448398,533
14,300,3934,2010-01-04,2026-03-18,23.613720140108413,0.21864122340064052,1.044368806060144,-0.39617316661036084,0.4875444839857651,364
16,40,3934,2010-01-04,2026-03-18,26.787725912180598,0.22779958411307288,1.0439200102769675,-0.45766621065197033,0.5167768174885613,376
18,200,3934,2010-01-04,2026-03-18,24.995903559595053,0.22275809806238556,1.0428678484326757,-0.3831081562062779,0.48500254194204373,330
8,1200,3934,2010-01-04,2026-03-18,16.984955741242487,0.1952649822884529,1.041486577104983,-0.4377519050485883,0.35282155566853074,454
30,100,3934,2010-01-04,2026-03-18,21.19032590427175,0.210869180985658,1.0413900399153424,-0.496646513770462,0.5134722928317235,216
40,1000,3934,2010-01-04,2026-03-18,20.862596249996894,0.20975753762648885,1.0391331846699714,-0.5275423994657343,0.3729028978139298,110
6,80,3934,2010-01-04,2026-03-18,21.903664247932873,0.2132364804297726,1.035764781365939,-0.39513963793316764,0.5157600406710727,830
16,800,3934,2010-01-04,2026-03-18,20.00607953029452,0.2067767229981876,1.0343812659939795,-0.42572283012067313,0.39755973563802743,246
14,200,3934,2010-01-04,2026-03-18,23.436434451916373,0.21809755660243213,1.03341935462648,-0.39617316661036095,0.49796644636502285,398
18,400,3934,2010-01-04,2026-03-18,22.84483198754796,0.21625616857866348,1.0320576548831637,-0.3865991030098038,0.4621250635485511,286
14,400,3934,2010-01-04,2026-03-18,22.44323901786007,0.21498160649560005,1.030985622184427,-0.42572283012067336,0.47381799694966953,352
18,120,3934,2010-01-04,2026-03-18,23.922781328180875,0.2195802687426467,1.030353118723958,-0.4255984440912729,0.5078800203355364,336
18,160,3934,2010-01-04,2026-03-18,24.469526569013475,0.22121504286922433,1.0283146047828589,-0.3610170718019421,0.49211997966446364,314
12,1000,3934,2010-01-04,2026-03-18,17.724540109414225,0.19824206715988457,1.0269183983879169,-0.4679206344856277,0.3782409761057448,304
12,60,3934,2010-01-04,2026-03-18,24.132051945505083,0.22020992843728515,1.0265596671104185,-0.3720858441999836,0.5264361972547026,470
24,300,3934,2010-01-04,2026-03-18,21.35458492832232,0.21142055697466589,1.0256291445714256,-0.4740528687865819,0.469242501270971,244
6,800,3934,2010-01-04,2026-03-18,17.174659157918583,0.19603940635651673,1.0245046002192626,-0.4146252106573153,0.4117946110828673,648
8,120,3934,2010-01-04,2026-03-18,22.173438463605656,0.21411376667523307,1.0231031573727463,-0.3852079813137471,0.5190645653279106,662
18,40,3934,2010-01-04,2026-03-18,24.798937190661558,0.22218416013579456,1.0228029882144227,-0.4453512069792396,0.5149974580579563,334
40,250,3934,2010-01-04,2026-03-18,20.63126259355146,0.2089634116855683,1.021458511578682,-0.5275423994657343,0.4941535332994408,160
10,250,3934,2010-01-04,2026-03-18,21.197074939029058,0.2108919111149381,1.021082280006148,-0.46179712759176583,0.5007625826131165,522
24,1200,3934,2010-01-04,2026-03-18,16.994426816503605,0.19530382732154283,1.0209948228074954,-0.35285519145327715,0.33934926283680733,190
12,200,3934,2010-01-04,2026-03-18,21.522899206810262,0.21198161610548172,1.0165783574033078,-0.429288916527949,0.49593289273004576,452
8,60,3934,2010-01-04,2026-03-18,21.258873552154334,0.21109974216141536,1.0143392886412168,-0.36184205587625384,0.5213523131672598,650
30,1000,3934,2010-01-04,2026-03-18,18.816415720859972,0.20244149424228897,1.0132079267964127,-0.48021752366770387,0.3701067615658363,142
10,40,3934,2010-01-04,2026-03-18,20.99535511778872,0.2102097210787539,1.0096984700361533,-0.42861254617308175,0.5185561769191662,528
40,600,3934,2010-01-04,2026-03-18,21.869297675712854,0.2131240273727446,1.009587255354257,-0.5275423994657344,0.44534824605998985,144
18,300,3934,2010-01-04,2026-03-18,21.56086213545336,0.21210761795700073,1.0086478349553087,-0.3574280140548164,0.47763091001525165,294
8,160,3934,2010-01-04,2026-03-18,19.861750113873324,0.20626323619082387,1.0085706909449281,-0.387397134406846,0.5068632435180478,650
10,100,3934,2010-01-04,2026-03-18,20.08130803137804,0.20704305564008996,0.999897335255242,-0.4350249019015088,0.5218607015760041,532
16,120,3934,2010-01-04,2026-03-18,20.082062349261015,0.20704572164519597,0.9990055554343004,-0.44931612999850135,0.5076258261311642,356
40,160,3934,2010-01-04,2026-03-18,19.882899120381502,0.2063386869331023,0.9988973289268391,-0.5275423994657346,0.5195729537366548,186
14,800,3934,2010-01-04,2026-03-18,17.09337747697562,0.1957085241469474,0.9987685626369945,-0.49663883166608525,0.40747330960854095,298
16,80,3934,2010-01-04,2026-03-18,19.92533263422038,0.20648985583633994,0.9952492702382577,-0.45025820116080884,0.516268429079817,362
16,250,3934,2010-01-04,2026-03-18,20.386087303736076,0.20811302437739965,0.9951991001723413,-0.4592516320717812,0.49059481443823083,332
14,160,3934,2010-01-04,2026-03-18,20.784958457872435,0.20949190401953155,0.9931658474199351,-0.39617316661036106,0.5010167768174886,408
16,100,3934,2010-01-04,2026-03-18,20.394602770467312,0.20814271314910715,0.9914570471764043,-0.4540036622524304,0.5203355363497713,358
6,600,3934,2010-01-04,2026-03-18,16.46894007617963,0.19311901902637385,0.9908342333611059,-0.41462521065731517,0.4430604982206406,706
30,800,3934,2010-01-04,2026-03-18,18.0142761043817,0.19937836391369945,0.9905609638228483,-0.480217523667704,0.3940010167768175,152
10,1200,3934,2010-01-04,2026-03-18,14.583811156197992,0.18473836969517876,0.9868667616222068,-0.37096411203943325,0.3540925266903915,356
30,400,3934,2010-01-04,2026-03-18,19.37331926001547,0.2045004489765705,0.9858397590422465,-0.40352158416734585,0.46009150991357395,176
24,250,3934,2010-01-04,2026-03-18,18.059042674280278,0.19955248030889794,0.9843872158372551,-0.5305480845342232,0.48830706659888157,266
16,200,3934,2010-01-04,2026-03-18,19.774092313657178,0.20594974296844293,0.984348178460372,-0.4636427612604267,0.4949161159125572,352
10,60,3934,2010-01-04,2026-03-18,20.275633462366194,0.20772692399112436,0.9836893349205021,-0.38084316820152364,0.5287239450940519,564
6,500,3934,2010-01-04,2026-03-18,16.541805344361432,0.1934256231932161,0.9822082512616742,-0.4146252106573153,0.4560244026436197,728
40,500,3934,2010-01-04,2026-03-18,19.53769102292562,0.20509806561291977,0.9752391341178138,-0.5275423994657347,0.45729537366548045,144
16,300,3934,2010-01-04,2026-03-18,18.52586260324609,0.20134562545298618,0.9679199025503018,-0.4641826049739596,0.4829689883070666,308
6,40,3934,2010-01-04,2026-03-18,17.93858207447291,0.19908308046100953,0.966167198452602,-0.43618662922396056,0.5241484494153533,801
14,40,3934,2010-01-04,2026-03-18,19.476264408647967,0.20487525999465195,0.9652401676892947,-0.4336475299242418,0.5216065073716319,400
6,60,3934,2010-01-04,2026-03-18,17.417690255086786,0.19702052187393404,0.965142410469163,-0.381842191884171,0.5195729537366548,802
18,1200,3934,2010-01-04,2026-03-18,13.999435716942685,0.18194653229447866,0.964361783590053,-0.38204071903557857,0.3365531265887138,208
40,200,3934,2010-01-04,2026-03-18,18.18457596763088,0.20003869425205378,0.9629101264987069,-0.5275423994657344,0.5116929334011184,174
6,120,3934,2010-01-04,2026-03-18,16.974353459607222,0.19522147490636055,0.9618420800972981,-0.40058271666084067,0.512709710218607,811
16,1000,3934,2010-01-04,2026-03-18,14.592023958734808,0.18477690168728,0.9587723599505699,-0.425722830120673,0.3680732079308592,232
10,200,3934,2010-01-04,2026-03-18,17.521175265908955,0.19743460772049404,0.9587128829970337,-0.4251079764373207,0.5002541942043721,530
40,120,3934,2010-01-04,2026-03-18,15.635592360962669,0.18952444036557892,0.9580255145362447,-0.47436340806673116,0.5106761565836299,172
30,500,3934,2010-01-04,2026-03-18,16.815516517310865,0.19456677494590302,0.954282941094444,-0.44166055836878715,0.4445856634468734,186
16,160,3934,2010-01-04,2026-03-18,18.46397947424697,0.201110247800647,0.9511155597081081,-0.42446139851495923,0.501779359430605,358
14,120,3934,2010-01-04,2026-03-18,17.169669060228944,0.19601913266362048,0.9434007821911555,-0.4291061220655179,0.5104219623792577,402
12,1200,3934,2010-01-04,2026-03-18,13.04391347749449,0.17715377611931582,0.9431691860373379,-0.4679206344856276,0.3497712252160651,286
12,160,3934,2010-01-04,2026-03-18,17.342400901691292,0.1967178842380064,0.9374269780808151,-0.3977017485334797,0.5043213014743264,434
6,1200,3934,2010-01-04,2026-03-18,12.024241663728679,0.171689291744481,0.9334827359998248,-0.4146252106573153,0.3540925266903915,590
14,1000,3934,2010-01-04,2026-03-18,12.372210910888898,0.17359784831838532,0.923981229910115,-0.5236728575807825,0.37595322826639554,272
16,400,3934,2010-01-04,2026-03-18,15.539635561892016,0.18909974499272453,0.9217790241399918,-0.43005858221870985,0.46695475343162174,316
16,1200,3934,2010-01-04,2026-03-18,11.586744547020986,0.16922061437648872,0.9036130842468991,-0.42572283012067313,0.33934926283680733,226
6,160,3934,2010-01-04,2026-03-18,13.71748632339065,0.18056283046242116,0.8989853757206346,-0.43865502790918076,0.5096593797661413,814
30,300,3934,2010-01-04,2026-03-18,13.483607956227077,0.179396038934301,0.8979727104859238,-0.4389836421527967,0.47127605490594815,198
6,250,3934,2010-01-04,2026-03-18,12.975037369742013,0.17679658261360687,0.8978105616848563,-0.39172553782907593,0.49466192170818507,794
40,1200,3934,2010-01-04,2026-03-18,12.084869994512555,0.1720252440782657,0.8917482369087929,-0.5275423994657344,0.34544992374173866,122
14,1200,3934,2010-01-04,2026-03-18,10.553235912173797,0.16305310360644065,0.8891902250520201,-0.49663883166608536,0.34570411794611083,244
30,1200,3934,2010-01-04,2026-03-18,11.398913989592149,0.16813594539492627,0.8796169627762023,-0.4802175236677041,0.3436705643111337,144
6,200,3934,2010-01-04,2026-03-18,12.544774498548877,0.17452711107096563,0.8769552420489655,-0.4386550279091809,0.5030503304524657,800
40,400,3934,2010-01-04,2026-03-18,14.12331050614118,0.18254676208482978,0.876199622027096,-0.5275423994657344,0.47381799694966953,142
30,250,3934,2010-01-04,2026-03-18,12.184240762077879,0.1725727292701098,0.8754362260769123,-0.4842444801499347,0.48957803762074226,192
6,300,3934,2010-01-04,2026-03-18,11.411180544343324,0.16820725031734485,0.8665970879119695,-0.4386550279091809,0.48474834773767156,786
10,160,3934,2010-01-04,2026-03-18,12.889389695346603,0.1763501000792036,0.8626604194385115,-0.4481683164577216,0.5050838840874428,536
6,400,3934,2010-01-04,2026-03-18,10.717526689732493,0.16406728879743482,0.8538610912749646,-0.4386550279091809,0.47000508388408746,764
