lookback,annual,max_dd,sharpe,vol
8,0.5336619147739547,-0.10783936888599396,4.316601324204579,0.12363011422471189
9,0.5317946910518312,-0.1078393688859945,4.277895880861931,0.12431220998877668
14,0.5350595920656895,-0.09768647173301342,4.274898498236382,0.12516311025546675
11,0.5283530958752181,-0.10746107968394578,4.246487370466393,0.1244212097626441
7,0.5237706094105352,-0.10434089667876477,4.223788098722276,0.124004944653587
12,0.5293828842816661,-0.10746107968394585,4.207216118709121,0.12582735693741687
6,0.5119303616117279,-0.10283949466186094,4.172401220762579,0.12269442331295353
10,0.5220025815428553,-0.11167846805640345,4.17221350319723,0.12511406262954589
16,0.5306124957652545,-0.11582671465914196,4.171274998801523,0.12720630884267
17,0.5281552238167091,-0.1094120303145882,4.138016760870391,0.12763486818395992
1,0.4932818745415559,-0.13187574373708374,4.136372523446449,0.11925470245860513
5,0.4987685308390011,-0.09920182141570463,4.097662873218781,0.12172024548403373
13,0.5129162170362656,-0.113818158373818,4.086252236516345,0.12552240717120838
15,0.5135944525743801,-0.12145626282192219,4.036102546846115,0.12725009996976225
3,0.4769106720985339,-0.12399773843695883,3.95351434138541,0.12062955409222381
18,0.5129294196319183,-0.1482837625783732,3.949001110499416,0.12988839589539897
19,0.5057783226498935,-0.16325499670608964,3.876539622817474,0.1304715988643225
20,0.5024622405950903,-0.20858126543100858,3.8580821629504474,0.13023627267980084
4,0.4694304388528021,-0.1250301637654092,3.8408291605501663,0.12222111925060478
2,0.4303412404084208,-0.18970158811733087,3.567370197512552,0.12063262756090977
