window_years,gross_annual,net_annual,gross_max_dd,net_max_dd,gross_sharpe,net_sharpe
1,0.2964005333306292,0.17120758607958075,-0.08599912339835866,-0.11571276943726078,2.0820159070534925,1.1788581315051332
2,0.3524897946557688,0.23930750470743023,-0.08599912339835843,-0.11571276943726078,2.3924002581604493,1.6109834214018801
3,0.30601738933935363,0.19933315916333805,-0.10783936888599409,-0.11674658867199371,2.1618699751018395,1.400377194749762
4,0.3009785467195125,0.1892812738868519,-0.10783936888599413,-0.11674658867199363,2.16167972354885,1.3521897287365865
5,0.27629911907588234,0.15758393587671615,-0.1078393688859941,-0.1630667420991357,1.9631241882557087,1.114065056346458
10,0.44548359034754803,0.3312944934470081,-0.10783936888599405,-0.16306674209913544,3.614652805825803,2.671559239873889
15,0.5737595722843671,0.4552654212236953,-0.1078393688859942,-0.16306674209913555,4.510266440110044,3.5545890455736244
