date,long_only_return,long_only_nav,holding,signal_on
2010-02-22,0.0,1.0,cash,True
2010-02-23,0.012335784730436172,1.0123357847304362,long_microcap_short_zz1000,True
2010-02-24,0.023681741241628584,1.0363096588340635,long_microcap_short_zz1000,True
2010-02-25,0.016378134323428162,1.0532824776271137,long_microcap_short_zz1000,False
2010-02-26,0.0,1.0532824776271137,cash,False
2010-03-01,0.0,1.0532824776271137,cash,False
2010-03-02,0.0,1.0532824776271137,cash,False
2010-03-03,0.0,1.0532824776271137,cash,True
2010-03-04,-0.03776121760021278,1.013509248794945,long_microcap_short_zz1000,True
2010-03-05,0.005813380665726786,1.0194011638664249,long_microcap_short_zz1000,True
2010-03-08,0.014313774671515622,1.0339926424258896,long_microcap_short_zz1000,True
2010-03-09,0.0018731188426202028,1.0359294335275482,long_microcap_short_zz1000,True
2010-03-10,-0.008305943075973987,1.0273250626219423,long_microcap_short_zz1000,True
2010-03-11,0.0005236606988026082,1.0278630323821323,long_microcap_short_zz1000,True
2010-03-12,-0.013704977156323128,1.013776193003506,long_microcap_short_zz1000,True
2010-03-15,-0.006676779604943506,1.007007432794083,long_microcap_short_zz1000,True
2010-03-16,0.012497438916647674,1.0195924466740371,long_microcap_short_zz1000,True
2010-03-17,0.025148666418899568,1.0452338369986722,long_microcap_short_zz1000,True
2010-03-18,0.006268172950844253,1.0517855434630545,long_microcap_short_zz1000,True
2010-03-19,0.00903958892913903,1.0612932524175716,long_microcap_short_zz1000,True
2010-03-22,0.010348151922138893,1.0722756762275294,long_microcap_short_zz1000,True
2010-03-23,-0.004653457059553889,1.0672858874122004,long_microcap_short_zz1000,True
2010-03-24,0.006312560488127783,1.074023194134615,long_microcap_short_zz1000,True
2010-03-25,-0.010770498733791545,1.0624554286821253,long_microcap_short_zz1000,True
2010-03-26,0.01117665732624551,1.0743301289329146,long_microcap_short_zz1000,True
2010-03-29,0.0041842469494988155,1.0788253914976569,long_microcap_short_zz1000,True
2010-03-30,0.010309159093910836,1.0899471740931568,long_microcap_short_zz1000,True
2010-03-31,0.006853581279305354,1.0974172156409534,long_microcap_short_zz1000,False
2010-04-01,0.0,1.0974172156409534,cash,False
2010-04-02,0.0,1.0974172156409534,cash,False
2010-04-06,0.0,1.0974172156409534,cash,False
2010-04-07,0.0,1.0974172156409534,cash,False
2010-04-08,0.0,1.0974172156409534,cash,False
2010-04-09,0.0,1.0974172156409534,cash,False
2010-04-12,0.0,1.0974172156409534,cash,True
2010-04-13,-0.02509572829111395,1.0698767313752373,long_microcap_short_zz1000,False
2010-04-14,0.0,1.0698767313752373,cash,False
2010-04-15,0.0,1.0698767313752373,cash,False
2010-04-16,0.0,1.0698767313752373,cash,False
2010-04-19,0.0,1.0698767313752373,cash,False
2010-04-20,0.0,1.0698767313752373,cash,False
2010-04-21,0.0,1.0698767313752373,cash,False
2010-04-22,0.0,1.0698767313752373,cash,False
2010-04-23,0.0,1.0698767313752373,cash,False
2010-04-26,0.0,1.0698767313752373,cash,False
2010-04-27,0.0,1.0698767313752373,cash,False
2010-04-28,0.0,1.0698767313752373,cash,False
2010-04-29,0.0,1.0698767313752373,cash,False
2010-04-30,0.0,1.0698767313752373,cash,False
2010-05-04,0.0,1.0698767313752373,cash,False
2010-05-05,0.0,1.0698767313752373,cash,False
2010-05-06,0.0,1.0698767313752373,cash,False
2010-05-07,0.0,1.0698767313752373,cash,False
2010-05-10,0.0,1.0698767313752373,cash,False
2010-05-11,0.0,1.0698767313752373,cash,False
2010-05-12,0.0,1.0698767313752373,cash,False
2010-05-13,0.0,1.0698767313752373,cash,False
2010-05-14,0.0,1.0698767313752373,cash,True
2010-05-17,-0.06906342322759162,0.995987381874917,long_microcap_short_zz1000,False
2010-05-18,0.0,0.995987381874917,cash,False
2010-05-19,0.0,0.995987381874917,cash,False
2010-05-20,0.0,0.995987381874917,cash,False
2010-05-21,0.0,0.995987381874917,cash,False
2010-05-24,0.0,0.995987381874917,cash,False
2010-05-25,0.0,0.995987381874917,cash,False
2010-05-26,0.0,0.995987381874917,cash,True
2010-05-27,0.021395181948486774,1.0172967131285278,long_microcap_short_zz1000,True
2010-05-28,0.006012586076843407,1.023413297181903,long_microcap_short_zz1000,True
2010-05-31,-0.03245506864283665,0.9901983483718726,long_microcap_short_zz1000,True
2010-06-01,-0.02201284660893721,0.9684012640167396,long_microcap_short_zz1000,True
2010-06-02,0.018195980822903746,0.986022274845664,long_microcap_short_zz1000,True
2010-06-03,-0.004737019472667692,0.9813514681292359,long_microcap_short_zz1000,True
2010-06-04,0.00847167534866533,0.9896651591701628,long_microcap_short_zz1000,True
2010-06-07,0.0006545752581939013,0.9903129694972521,long_microcap_short_zz1000,True
2010-06-08,0.01318623603556146,1.0033714700621206,long_microcap_short_zz1000,True
2010-06-09,0.022262262600993843,1.0257087892149888,long_microcap_short_zz1000,True
2010-06-10,0.003063266639222295,1.0288508087305481,long_microcap_short_zz1000,True
2010-06-11,-0.004164205639116347,1.024566462391023,long_microcap_short_zz1000,True
2010-06-17,-0.008780249370693882,1.01557051335438,long_microcap_short_zz1000,True
2010-06-18,-0.045335478617895664,0.9695291380612372,long_microcap_short_zz1000,True
2010-06-21,0.029645503930999295,0.9982713179348499,long_microcap_short_zz1000,True
2010-06-22,0.00954686291031348,1.0078016773544718,long_microcap_short_zz1000,True
2010-06-23,-0.0005079908774456854,1.0072897232961013,long_microcap_short_zz1000,False
2010-06-24,0.0,1.0072897232961013,cash,True
2010-06-25,-0.019144214458164943,0.9880059528118151,long_microcap_short_zz1000,True
2010-06-28,-0.016228899237515138,0.971971703757567,long_microcap_short_zz1000,True
2010-06-29,-0.059825834994327254,0.9138226849894117,long_microcap_short_zz1000,True
2010-06-30,-0.024780194349257045,0.8911779812546141,long_microcap_short_zz1000,False
2010-07-01,0.0,0.8911779812546141,cash,True
2010-07-02,-0.004043871828331103,0.8875741717221896,long_microcap_short_zz1000,False
2010-07-05,0.0,0.8875741717221896,cash,True
2010-07-06,0.028727804065163953,0.9130722286207248,long_microcap_short_zz1000,True
2010-07-07,0.012675200695232647,0.9246456023677359,long_microcap_short_zz1000,True
2010-07-08,-0.0014169590140861166,0.9233354174466258,long_microcap_short_zz1000,True
2010-07-09,0.02884507981687867,0.9499691012606247,long_microcap_short_zz1000,True
2010-07-12,0.013600785502003276,0.9628894272404013,long_microcap_short_zz1000,True
2010-07-13,-0.012930079063372735,0.9504391908168972,long_microcap_short_zz1000,True
2010-07-14,0.010363860869146313,0.9602894103551075,long_microcap_short_zz1000,True
2010-07-15,-0.023017738742840077,0.9381857195900377,long_microcap_short_zz1000,True
2010-07-16,0.006567797773758599,0.9443475336705333,long_microcap_short_zz1000,True
2010-07-19,0.022275682699357757,0.9653835196884991,long_microcap_short_zz1000,True
2010-07-20,0.028363158680529965,0.9927648456449926,long_microcap_short_zz1000,True
2010-07-21,0.0012862106964335318,0.9940417504085043,long_microcap_short_zz1000,False
2010-07-22,0.0,0.9940417504085043,cash,False
2010-07-23,0.0,0.9940417504085043,cash,False
2010-07-26,0.0,0.9940417504085043,cash,False
2010-07-27,0.0,0.9940417504085043,cash,False
2010-07-28,0.0,0.9940417504085043,cash,False
