hedge_ratio,label,dd_moderate,dd_severe,scale_moderate,scale_severe,recover_dd,rebal_cost_bps,annual_return,annual_vol,sharpe,max_drawdown,total_return,start,end,days,latest_nav,avg_scale,min_scale,share_below_1,severe_share,n_scale_changes,annualized_turnover
0.5,dd5_6_sc85_65_rec3,0.05,0.06,0.85,0.65,0.03,2.0,0.2360827994382888,0.12400269419359494,1.9038521781608442,-0.1836216923150156,29.859851655378755,2010-02-02,2026-04-09,3928,30.859851655378755,0.8379200610997964,0.65,0.5384419551934827,0.4040224032586558,138,1.7033095723014253
0.5,dd5_6_sc85_65_rec2,0.05,0.06,0.85,0.65,0.02,2.0,0.23454857864115697,0.12339221890108512,1.9008376762328758,-0.18362169231501557,29.245885268193216,2010-02-02,2026-04-09,3928,30.245885268193216,0.8343686354378819,0.65,0.5631364562118126,0.4035132382892057,132,1.645570264765784
0.5,dd5_6_sc90_65_rec2,0.05,0.06,0.9,0.65,0.02,2.0,0.23637995294391323,0.12463509136282411,1.8965762399594963,-0.18391751630952466,29.980110499840755,2010-02-02,2026-04-09,3928,30.980110499840755,0.8418024439918534,0.65,0.5623727087576375,0.4055498981670061,132,1.7931262729124238
0.5,dd5_6_sc90_65_rec3,0.05,0.06,0.9,0.65,0.03,2.0,0.23716878787190399,0.12507126330405455,1.8962692276908941,-0.18391751630952466,30.301490497911583,2010-02-02,2026-04-09,3928,31.301490497911583,0.8440045824847251,0.65,0.5384419551934827,0.4063136456211813,140,1.844450101832994
0.5,dd5_6_sc95_65_rec2,0.05,0.06,0.95,0.65,0.02,2.0,0.23798425857562044,0.1258666136223783,1.8907655630556213,-0.18421383014430504,30.637008513779687,2010-02-02,2026-04-09,3928,31.637008513779687,0.8486507128309573,0.65,0.560081466395112,0.4088594704684318,134,1.9470977596741343
0.5,dd5_6_sc90_70_rec2,0.05,0.06,0.9,0.7,0.02,2.0,0.24004645528899204,0.12724671824381142,1.8864648031947697,-0.19226686014192257,31.50059783291929,2010-02-02,2026-04-09,3928,32.50059783291929,0.8634419551934827,0.7,0.5524439918533605,0.4035132382892057,132,1.4819755600814668
0.5,dd5_6_sc95_70_rec2,0.05,0.06,0.95,0.7,0.02,2.0,0.24233233291705325,0.12853015299695025,1.8854123119483355,-0.1925601641060964,32.48368187834388,2010-02-02,2026-04-09,3928,33.48368187834388,0.8704047861507127,0.7,0.5463340122199593,0.4065682281059063,130,1.5846232179226072
0.5,dd5_6_sc90_70_rec3,0.05,0.06,0.9,0.7,0.03,2.0,0.24057023375265807,0.12771545008500085,1.883642375237662,-0.19226686014192246,31.723436837270235,2010-02-02,2026-04-09,3928,32.723436837270235,0.8665478615071283,0.7,0.5218940936863544,0.4035132382892057,139,1.533299389002037
0.5,dd5_6_sc85_70_rec2,0.05,0.06,0.85,0.7,0.02,2.0,0.23712439716981892,0.12606994168799396,1.8808955885509149,-0.19197404098848123,30.28332250055693,2010-02-02,2026-04-09,3928,31.28332250055693,0.855651731160896,0.7,0.5585539714867617,0.40020366598778007,143,1.4627291242362528
0.5,dd5_6_sc95_65_rec3,0.05,0.06,0.95,0.65,0.03,2.0,0.23721122205288325,0.12619572998250142,1.879708783219333,-0.1842138301443047,30.318866994269364,2010-02-02,2026-04-09,3928,31.318866994269364,0.8494781059063138,0.65,0.5389511201629328,0.4096232179226069,148,1.9984215885947045
0.5,dd5_6_sc95_70_rec3,0.05,0.06,0.95,0.7,0.03,2.0,0.2417308931062998,0.12882215703318842,1.87646984550975,-0.19256016410609644,32.2223516269158,2010-02-02,2026-04-09,3928,33.2223516269158,0.8716013238289205,0.7,0.5211303462321792,0.40682281059063136,142,1.6551934826883912
0.5,dd5_6_sc85_70_rec3,0.05,0.06,0.85,0.7,0.03,2.0,0.23803647586281484,0.1268961543866902,1.8758367975238017,-0.19197404098848142,30.658607377182403,2010-02-02,2026-04-09,3928,31.658607377182403,0.8614562118126272,0.7,0.5208757637474541,0.4009674134419552,141,1.4627291242362528
0.5,dd4_6_sc85_65_rec3,0.04,0.06,0.85,0.65,0.03,2.0,0.23095714557026525,0.1234060788781334,1.8715216273773776,-0.18362169231501568,27.853179039930072,2010-02-02,2026-04-09,3928,28.853179039930072,0.8306135437881874,0.65,0.5735743380855397,0.41675152749490835,188,2.2357942973523417
0.5,dd3_6_sc85_65_rec3,0.03,0.06,0.85,0.65,0.03,2.0,0.2305330517729356,0.12323992119906908,1.870603693429471,-0.18608013703659954,27.692753106515514,2010-02-02,2026-04-09,3928,28.692753106515514,0.8309445010183298,0.65,0.5893584521384929,0.40325865580448067,242,2.678462321792261
0.5,dd3_6_sc85_65_rec2,0.03,0.06,0.85,0.65,0.02,2.0,0.22886794046460923,0.12241765331398909,1.8695664740246716,-0.18608013703659962,27.070933417764888,2010-02-02,2026-04-09,3928,28.070933417764888,0.8241598778004073,0.65,0.6155804480651731,0.4175152749490835,198,2.2935336048879837
0.5,dd3_6_sc85_70_rec3,0.03,0.06,0.85,0.7,0.03,2.0,0.23543461387620312,0.1260021612150007,1.8684966321686738,-0.1928286146002627,29.599047136381383,2010-02-02,2026-04-09,3928,30.599047136381383,0.8532459266802443,0.7,0.5814663951120163,0.39689409368635437,242,2.34806517311609
0.5,dd4_6_sc85_65_rec2,0.04,0.06,0.85,0.65,0.02,2.0,0.22985421884063828,0.12303338271198822,1.8682264420763715,-0.18362169231501546,27.43770534106143,2010-02-02,2026-04-09,3928,28.43770534106143,0.8287678207739307,0.65,0.5885947046843177,0.41471486761710796,166,2.036914460285132
0.5,dd5_8_sc95_65_rec2,0.05,0.08,0.95,0.65,0.02,2.0,0.2419682192501642,0.12965369266520638,1.8662655438204758,-0.19380222743959102,32.32524226721008,2010-02-02,2026-04-09,3928,33.32524226721008,0.8729887983706721,0.65,0.530040733197556,0.335030549898167,126,1.6712321792260691
0.5,dd3_6_sc85_70_rec2,0.03,0.06,0.85,0.7,0.02,2.0,0.23336884380647827,0.1251941248823244,1.8640558734352124,-0.19282861460026257,28.781591880164548,2010-02-02,2026-04-09,3928,29.781591880164548,0.8470213849287168,0.7,0.6122708757637475,0.40758655804480654,196,1.9053971486761714
0.5,dd3_6_sc90_65_rec2,0.03,0.06,0.9,0.65,0.02,2.0,0.23067266236546025,0.12382142587049627,1.8629462610672787,-0.18014616250006765,27.74547228132873,2010-02-02,2026-04-09,3928,28.74547228132873,0.8354124236252547,0.65,0.6148167006109979,0.4124236252545825,182,2.1523930753564153
0.5,dd3_6_sc90_65_rec3,0.03,0.06,0.9,0.65,0.03,2.0,0.23154877626584058,0.12429514071347429,1.8628948399487946,-0.18014616250006776,28.07838701233304,2010-02-02,2026-04-09,3928,29.07838701233304,0.8378818737270877,0.65,0.590122199592668,0.4124236252545825,234,2.505244399185336
0.5,dd4_6_sc85_70_rec2,0.04,0.06,0.85,0.7,0.02,2.0,0.23437722032662833,0.12581863303283952,1.8628180475101352,-0.19197404098848123,29.178026955109193,2010-02-02,2026-04-09,3928,30.178026955109193,0.8509928716904276,0.7,0.5840122199592668,0.4093686354378819,164,1.6359470468431772
0.5,dd5_6_sc90_75_rec3,0.05,0.06,0.9,0.75,0.03,2.0,0.24297018725566533,0.1304565232959913,1.8624610032293523,-0.20054910686044194,32.76294108665705,2010-02-02,2026-04-09,3928,33.76294108665705,0.887347250509165,0.75,0.5178207739307535,0.40071283095723015,143,1.3183808553971486
0.5,dd3_6_sc90_70_rec2,0.03,0.06,0.9,0.7,0.02,2.0,0.2359899010251576,0.12673979449947964,1.8620031850069514,-0.18875775629900945,29.82234536652125,2010-02-02,2026-04-09,3928,30.82234536652125,0.8578920570264765,0.7,0.6094704684317719,0.40580448065173114,188,1.854073319755601
