date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_r2,weight,futures_drag
2026-03-18,long_microcap_short_zz1000,long_microcap_short_zz1000,2877.587400232727,8096.59,-0.017688881575495974,-0.0319171450332576,0.014228263457761625,0.8533524891751962,1.0,0.0
