schedule,execution_timing,net_annual,net_max_dd,net_sharpe,net_vol,net_total_return,entry_exit_cost_sum,rebalance_cost_sum,total_cost_sum,entry_days,rebalance_cost_days,avg_monthly_equiv_turnover_frac,rebalance_events
weekly,close,0.38115681082048414,-0.1577912305363362,3.4490868878310375,0.11050948358687915,182.26775038862,0.6120000000000001,0.2733,0.8853,204,617,0.07172209026128266,842
biweekly,close,0.32566550067215827,-0.15184555120128213,3.045960776081273,0.1069171682148637,93.559150817619,0.639,0.18714000000000003,0.8261400000000001,213,296,0.1018289786223278,421
monthly,close,0.22271507650815248,-0.16249745274694138,2.1115539166528925,0.10547449191408143,24.654198659485967,0.681,0.12084,0.8018400000000001,227,133,0.1489230769230769,195
