date,baseline_nav_net,qfq_nav_net
2023-01-03,12.846664770103736,0.9673427801985853
2023-01-04,12.999862802005085,0.9644407518579896
2023-01-05,12.865505548554514,0.9520860709687333
2023-01-06,12.826909031908851,0.9520860709687333
2023-01-09,12.826909031908851,0.9520860709687333
2023-01-10,12.826909031908851,0.9520860709687333
2023-01-11,12.826909031908851,0.9520860709687333
2023-01-12,12.826909031908851,0.9520860709687333
2023-01-13,12.826909031908851,0.9520860709687333
2023-01-16,12.826909031908851,0.9520860709687333
2023-01-17,12.826909031908851,0.9520860709687333
2023-01-18,12.826909031908851,0.9520860709687333
2023-01-19,12.826909031908851,0.9520860709687333
2023-01-20,12.826909031908851,0.9492298127558271
2023-01-30,12.940218904895072,0.9607684502618935
2023-01-31,12.960849232975695,0.9627137570597211
2023-02-01,13.0095203679417,0.9666066801803179
2023-02-02,13.005503673965078,0.9660756181101305
2023-02-03,13.0521565871534,0.9695486031522241
2023-02-06,13.223181100149308,0.9823104587272905
2023-02-07,13.282692278373409,0.9868539051872542
2023-02-08,13.30760871748634,0.9886916985515226
2023-02-09,13.198778309775417,0.9808391133445793
2023-02-10,13.32956808623295,0.9912410282732886
2023-02-13,13.275387871758744,0.9874549482539873
2023-02-14,13.267073040902597,0.986814493296162
2023-02-15,13.380557247696064,0.9954305178594556
2023-02-16,13.294792959347,0.987958877105438
2023-02-17,13.45481826040724,0.9999181519271153
2023-02-20,13.307057594264371,0.9889890514635673
2023-02-21,13.261600412354474,0.9856731417482553
2023-02-22,13.30441095580736,0.9889662785918792
2023-02-23,13.38075310082628,0.9946504990709396
2023-02-24,13.432603987610127,0.9989182122378707
2023-02-27,13.36950118598974,0.9941040007627737
2023-02-28,13.448254132509998,1.0001517258949024
2023-03-01,13.547734877134456,1.0077463906544568
2023-03-02,13.646774478923192,1.0143780387003942
2023-03-03,13.617188346270389,1.0121402353280986
2023-03-06,13.554564406729469,1.007476019895941
2023-03-07,13.60442532543053,1.0109550553752498
2023-03-08,13.787253343036,1.0248277694295593
2023-03-09,14.012827796130347,1.04194890487025
2023-03-10,14.03767584529978,1.0447234122660742
2023-03-13,13.887755964662489,1.03345830573273
2023-03-14,13.81549176474616,1.0277734198376
2023-03-15,13.961995224540743,1.0390651350152291
2023-03-16,14.004864709059309,1.0410312584218258
2023-03-17,13.95725630414798,1.0375989555447223
2023-03-20,13.896539601292435,1.0329767976057567
2023-03-21,14.028591542635256,1.0431157913105298
2023-03-22,14.11293073259183,1.0496213466160516
2023-03-23,13.983932750832697,1.039988823512343
2023-03-24,14.037716812033878,1.0446792877494233
2023-03-27,13.956220809929489,1.0386989745338586
2023-03-28,13.94912480672932,1.037954561211815
2023-03-29,13.813512294625909,1.0277129812650372
2023-03-30,13.630339314521608,1.0108512860027956
2023-03-31,13.589448296578045,1.0108512860027956
2023-04-03,13.589448296578045,1.0108512860027956
2023-04-04,13.589448296578045,1.0108512860027956
2023-04-06,13.589448296578045,1.0108512860027956
2023-04-07,13.589448296578045,1.0108512860027956
2023-04-10,13.589448296578045,1.0108512860027956
2023-04-11,13.589448296578045,1.0108512860027956
2023-04-12,13.589448296578045,1.0108512860027956
2023-04-13,13.589448296578045,1.0108512860027956
2023-04-14,13.589448296578045,1.0108512860027956
2023-04-17,13.589448296578045,1.0108512860027956
2023-04-18,13.589448296578045,1.0108512860027956
2023-04-19,13.589448296578045,1.0108512860027956
2023-04-20,13.589448296578045,1.0108512860027956
2023-04-21,13.589448296578045,1.0108512860027956
2023-04-24,13.589448296578045,1.0108512860027956
2023-04-25,13.589448296578045,1.0108512860027956
2023-04-26,13.589448296578045,1.0108512860027956
2023-04-27,13.589448296578045,1.0108512860027956
2023-04-28,13.589448296578045,1.0078187321447871
2023-05-04,13.80012948028393,1.024859875089916
2023-05-05,13.910148068627525,1.0339049191473413
2023-05-08,13.784506692346111,1.024072708714094
2023-05-09,13.686288146631998,1.016027487672953
2023-05-10,13.775410074442163,1.0228821355563311
2023-05-11,14.004951671156524,1.0394650103781347
2023-05-12,14.078571159494516,1.0447900949713824
2023-05-15,14.089332778717864,1.0457310154424957
2023-05-16,14.143952690204593,1.04981354098633
2023-05-17,14.342213375409695,1.0648684310167023
2023-05-18,14.38772109756833,1.0683858789268026
2023-05-19,14.358813339806908,1.0670487759695797
2023-05-22,14.469209924719555,1.0753757209145902
2023-05-23,14.615063924096198,1.0862732139446305
2023-05-24,14.704704648999552,1.0933057341170833
2023-05-25,14.724363683668557,1.0940572525505337
2023-05-26,14.550870723041047,1.0812537034666316
2023-05-29,14.387582333522523,1.0690863043766876
2023-05-30,14.333476644701156,1.0652154317947455
2023-05-31,14.31712441346095,1.063866419358771
2023-06-01,14.329056568991694,1.0647626891453756
2023-06-02,14.353492429121877,1.0673925879133175
2023-06-05,14.491143618488207,1.0777470791306294
2023-06-06,14.508333674804636,1.0788233054794425
2023-06-07,14.66337294454727,1.0906126199529085
2023-06-08,14.697372850305058,1.0923017701952447
2023-06-09,14.417384228766426,1.0753570579313356
2023-06-12,14.4952782523261,1.0816551405704196
2023-06-13,14.554947893825092,1.0866781713859017
2023-06-14,14.471033034576202,1.0835901924888292
2023-06-15,14.427619935472473,1.0660269132027587
2023-06-16,14.427619935472473,1.0660269132027587
