date,baseline_nav_net,qfq_recent_nav_net,baseline_rebased,qfq_rebased,excess_ratio
2025-01-02,21.151543805015155,0.940682846789841,1.0,1.0,0.0
2025-01-03,21.151543805015155,0.940682846789841,1.0,1.0,0.0
2025-01-06,21.151543805015155,0.940682846789841,1.0,1.0,0.0
2025-01-07,21.151543805015155,0.940682846789841,1.0,1.0,0.0
2025-01-08,21.151543805015155,0.940682846789841,1.0,1.0,0.0
2025-01-09,21.151543805015155,0.940682846789841,1.0,1.0,0.0
2025-01-10,21.151543805015155,0.940682846789841,1.0,1.0,0.0
2025-01-13,21.151543805015155,0.940682846789841,1.0,1.0,0.0
2025-01-14,21.151543805015155,0.940682846789841,1.0,1.0,0.0
2025-01-15,21.151543805015155,0.9378607982494716,1.0,0.997,-0.0030000000000000027
2025-01-16,21.091612203108607,0.9393864458013536,0.9971665613413836,0.9986218511447174,0.0014594249945325544
2025-01-17,20.790024636875497,0.9267001876332804,0.9829081427118365,0.9851356286507428,0.002266219845082018
2025-01-20,21.14706057896906,0.9406540570042639,0.9997880426087371,0.9999693948011539,0.00018139063950362022
2025-01-21,20.781483383946615,0.9228821279849385,0.9825043304413176,0.9810768115251076,-0.0014529390578550405
2025-01-22,20.78890549465424,0.922601675515318,0.9828552320481245,0.9807786744105874,-0.002112780773634304
2025-01-23,20.99750339136855,0.9309168944472397,0.9927172968996201,0.9896182306545416,-0.0031218013977970527
2025-01-24,20.92299084865063,0.928435427536197,0.9891945023743216,0.986980288526107,-0.0022384008836482394
2025-01-27,21.347062959924536,0.9477664637179471,1.0092437297585353,1.0075302924383915,-0.0016977438349343732
2025-02-05,21.76848800503755,0.9673014631803535,1.029167809485193,1.0282971210555722,-0.0008460121095862361
2025-02-06,21.455700301250477,0.9534208789773606,1.014379872175723,1.0135412612561068,-0.000826722752115927
2025-02-07,21.28829344443012,0.9457920098745836,1.0064652320736296,1.005431334378189,-0.001027256245414776
2025-02-10,21.57492173293484,0.958206870188543,1.0200164078718121,1.0186290453349969,-0.0013601374704450553
2025-02-11,21.709670336733524,0.96392278410056,1.026387035237874,1.024705390759518,-0.0016384116523511238
2025-02-12,21.49980941337277,0.9542084043943436,1.0164652571730977,1.0143784460944085,-0.0020530077776517164
2025-02-13,21.383921493693936,0.9494420923439109,1.0109863228339713,1.00931158209588,-0.0016565414390539157
2025-02-14,21.37080435137844,0.9504542195934922,1.0103661722465522,1.010387531607488,2.1140217796755678e-05
2025-02-17,21.81848437741585,0.9700784092035869,1.031531531624777,1.0312491744843235,-0.0002737261361354104
2025-02-18,21.679648764801463,0.9651702479617688,1.0249676791753182,1.0260315166322986,0.001037922930249291
2025-02-19,21.69581936570148,0.9652667656045382,1.0257321907896517,1.026134120440903,0.00039184658028701413
2025-02-20,21.69877003914408,0.9664385876421352,1.0258716923536888,1.027379834702193,0.0014701081624000079
2025-02-21,21.22186484332777,0.9449928542095453,1.0033246291126958,1.004581785916914,0.0012529910736167604
2025-02-24,21.37854359223629,0.9530314393919789,1.0107320670922995,1.0131272645656062,0.0023697649963727585
2025-02-25,21.409885419436037,0.9523591264103962,1.0122138420156181,1.0124125571763123,0.00019631737133574134
2025-02-26,21.354760516459137,0.9479216844943871,1.0096076538581453,1.007695301056301,-0.0018941544218057382
2025-02-27,21.369338889457765,0.9472660750066847,1.0102968883241028,1.0069983504422446,-0.003264919371700592
2025-02-28,21.30523087278939,0.9444242767816646,1.0072659976591305,1.003977355390918,-0.003264919371700592
2025-03-03,21.43892225068596,0.9511970877275939,1.013586641633348,1.011177243184176,-0.0023771016213173235
2025-03-04,21.55469941404742,0.9550710923770616,1.019060339649377,1.0152955330654978,-0.0036943902508996818
2025-03-05,21.271801412157032,0.9392288251072546,1.0056855238676887,0.9984542912762272,-0.007190351675393947
2025-03-06,21.24474776409967,0.9364111386319328,1.0044064849329066,0.9954589284023986,-0.008908302230949627
2025-03-07,21.143957819638235,0.9322131176685169,0.999641350747404,0.9909961905330497,-0.008648261907023613
2025-03-10,21.41122313895518,0.9432685547167704,1.012277086549042,1.0027487563271227,-0.00941276884415354
2025-03-11,21.436463356310064,0.9452198308217312,1.0134703903375295,1.004823075117584,-0.008532380721123611
2025-03-12,21.52849377094229,0.9500260426378173,1.017821392584959,1.0099323548631303,-0.0077509057869111775
2025-03-13,21.67359355010083,0.9563637231747164,1.0246814015042198,1.0166696739909606,-0.007818749809939018
2025-03-14,21.75584805807229,0.9589304759875684,1.0285702196788988,1.0193982799410013,-0.008917174114530413
2025-03-17,21.875657489139847,0.9634580207203529,1.0342345547351017,1.0242113205404288,-0.009691451662278028
2025-03-18,22.01743349150233,0.9692069041254886,1.040937422557396,1.0303227144334441,-0.010197258638154683
2025-03-19,21.925792811999653,0.9645293100065808,1.0366048461578923,1.025350162701614,-0.010857255296454649
2025-03-20,22.060043682852367,0.9691216944857822,1.042951941768988,1.030232131682842,-0.012195969513774108
2025-03-21,22.13981638187557,0.9741668548837555,1.0467234252956084,1.0355954275218067,-0.010631268494501356
