date,return,weight,target_weight_next,signal_on,mom_signal_on,bias_signal_on,microcap_ret,hedge_ret,spread_ret,nav
2023-02-21,0.0,0.0,0.0,False,False,False,0.0026609430521871147,0.004471675556372956,-0.0018107325041858413,1.0
2023-02-22,0.0,0.0,0.0,False,False,False,0.005888179402798288,0.001137260960620834,0.004750918442177454,1.0
2023-02-23,0.0,0.0,0.0,False,True,False,0.0006804611127881888,-0.004521013998854073,0.005201475111642262,1.0
2023-02-24,0.0,0.0,0.0,False,True,False,-0.000510780578253045,-0.0031535326886558135,0.0026427521104027685,1.0
2023-02-27,0.0,0.0,0.0,False,True,False,-0.012247859554430751,-0.007274486595764795,-0.004973372958665956,1.0
2023-02-28,0.0,0.0,0.0,False,True,False,0.012025929902839128,0.008887051622354702,0.003138878280484425,1.0
2023-03-01,0.0,0.0,0.0,False,True,False,0.013096994546419438,0.006785928399829277,0.006311066146590161,1.0
2023-03-02,0.0,0.0,0.0,False,True,False,3.330804506473939e-05,-0.004349707330099428,0.004383015375164168,1.0
2023-03-03,0.0,0.0,1.0,True,True,True,-0.002676028137648001,-0.0006267650176198236,-0.0020492631200281775,1.0
2023-03-06,-0.0041721932704726124,1.0,0.0,False,True,False,0.00030407690406963894,0.0041762701745422515,-0.0038721932704726125,0.9958278067295274
2023-03-07,0.0,0.0,0.0,False,True,False,-0.018228895961411196,-0.020251420600711167,0.002022524639299972,0.9958278067295274
2023-03-08,0.0,0.0,1.0,True,True,True,0.01795324562371947,0.005268885277754265,0.012684360345965207,0.9958278067295274
2023-03-09,0.011304584318333666,1.0,1.0,True,True,True,0.011807734303967976,0.00020314998563430997,0.011604584318333666,1.0070852261372427
2023-03-10,0.0032024854971770215,1.0,1.0,True,True,True,-0.010216058039177911,-0.013718543536354932,0.0035024854971770214,1.0103104019683684
2023-03-13,-0.009484601122329772,1.0,1.0,True,True,True,-0.004136280218574484,0.005048320903755288,-0.009184601122329772,1.0007280107959577
2023-03-14,-0.007660679472762199,1.0,1.0,True,True,True,-0.016547492144914244,-0.009186812672152045,-0.007360679472762199,0.993061754265835
2023-03-15,0.00883231645837187,1.0,1.0,True,True,True,0.014098453078828621,0.004966136620456751,0.00913231645837187,1.0018327899422168
2023-03-16,0.0018439527297056894,1.0,0.0,False,False,True,-0.014566637601404864,-0.016710590331110553,0.0021439527297056893,1.0036801222499394
2023-03-17,0.0,0.0,0.0,False,False,True,0.005453078721059601,0.006964354582661869,-0.0015112758616022681,1.0036801222499394
2023-03-20,0.0,0.0,0.0,False,False,False,-0.005755109328801633,-0.002214842712024434,-0.003540266616777199,1.0036801222499394
2023-03-21,0.0,0.0,0.0,False,True,False,0.019930794808308283,0.013083486450096382,0.006847308358211901,1.0036801222499394
2023-03-22,0.0,0.0,0.0,False,True,False,0.01185570452434681,0.0045437256494340605,0.00731197887491275,1.0036801222499394
2023-03-23,0.0,0.0,0.0,False,True,False,-0.004243403805686219,0.0041664656529729616,-0.00840986945865918,1.0036801222499394
2023-03-24,0.0,0.0,0.0,False,True,False,0.0032067682210272785,-0.000128114977368754,0.0033348831983960325,1.0036801222499394
2023-03-27,0.0,0.0,0.0,False,True,False,-0.001151276921169786,0.002728616253758309,-0.003879893174928095,1.0036801222499394
2023-03-28,0.0,0.0,0.0,False,False,False,-0.00880371908444888,-0.008902680387820494,9.896130337161413e-05,1.0036801222499394
2023-03-29,0.0,0.0,0.0,False,False,False,-0.010716047023014097,-0.0027983789913529344,-0.007917668031661163,1.0036801222499394
2023-03-30,0.0,0.0,0.0,False,False,False,-0.013123029351557847,0.0001998154645417305,-0.013322844816099577,1.0036801222499394
2023-03-31,0.0,0.0,0.0,False,False,False,0.00946047389941973,0.010013749258186433,-0.0005532753587667028,1.0036801222499394
2023-04-03,0.0,0.0,0.0,False,False,False,0.008070675933314675,0.012564337874374054,-0.004493661941059379,1.0036801222499394
2023-04-04,0.0,0.0,0.0,False,False,False,-0.016644149007476128,-0.0012697135962770334,-0.015374435411199094,1.0036801222499394
2023-04-06,0.0,0.0,0.0,False,False,False,-0.006457777121705588,0.004267001852341856,-0.010724778974047444,1.0036801222499394
2023-04-07,0.0,0.0,0.0,False,False,False,0.008950867267217388,0.008572210057811613,0.00037865720940577496,1.0036801222499394
2023-04-10,0.0,0.0,0.0,False,False,False,-0.01737145675382179,-0.01055248626629135,-0.00681897048753044,1.0036801222499394
2023-04-11,0.0,0.0,0.0,False,False,False,-0.001163270006453443,0.0022343178012131926,-0.0033975878076666355,1.0036801222499394
2023-04-12,0.0,0.0,0.0,False,False,False,0.012340576147126026,0.005280535613547244,0.007060040533578782,1.0036801222499394
2023-04-13,0.0,0.0,0.0,False,True,False,-0.00021797436813209004,-0.007719676058464575,0.007501701690332485,1.0036801222499394
2023-04-14,0.0,0.0,0.0,False,False,False,0.002142562634261047,0.007646243192733548,-0.005503680558472501,1.0036801222499394
2023-04-17,0.0,0.0,1.0,True,True,True,-0.0003504619883257787,-0.0010427216745083623,0.0006922596861825836,1.0036801222499394
