rebalance_date,rank,symbol,market_cap
2026-02-02,1,600020,9034434764.64
2026-02-02,2,600017,9534527052.800001
2026-02-02,3,600006,13640000000.0
2026-02-02,4,600022,16583216808.7
2026-02-02,5,600007,20286670234.760002
2026-03-02,1,600020,9281645666.16
2026-03-02,2,600017,9965118597.12
2026-03-02,3,600006,13660000000.0
2026-03-02,4,600022,18829975215.04
2026-03-02,5,600007,20326961536.12
