strategy,annual,max_dd,sharpe,vol,total_return,win_rate,active_days_pct,trades_per_year,peak_date,trough_date,recovery_date
mom8_top100_16y,0.5336619147739547,-0.10783936888599396,4.316601324204579,0.12363011422471189,1006.3981018903028,0.717948717948718,0.7118471337579618,24.304647815780562,2024-01-09,2024-03-05,2024-07-02
mom5_top100_16y,0.4987685308390011,-0.09920182141570463,4.097662873218781,0.12172024548403373,695.6695497398026,0.7025641025641025,0.6804989816700611,34.73861905567778,2025-11-18,2026-01-16,
bias20_10_top100_16y,0.34343393137055056,-0.09794411329263777,3.193687765576189,0.10753522466169763,113.78520172317918,0.6804123711340206,0.5117827868852459,21.847776073619634,2022-04-13,2022-07-05,2022-09-05
