date,return_raw,holding,next_holding,signal_on,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,hedge_ratio,futures_drag,weight,realized_vol,scale_raw,return,nav,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net
2010-01-27,0.0,cash,long_microcap_short_zz1000,True,-0.009079177606107214,-0.007643827449644314,-0.03808283457734274,-0.05997001499250365,0.02188718041516091,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2010-01-28,-0.006690103124782387,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.006342843523670538,0.012732946648452925,-0.028798210354865295,-0.04599954635998804,0.017201336005122747,1.0,0.0003,1.0,,,-0.006690103124782387,0.9933098968752176,0.003,0.0,0.003,-0.009670032815408014,0.990329967184592
2010-01-29,-0.00244549495318872,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.007807330349774544,0.009952825302963264,-0.006709872170179376,-0.01624338478753362,0.009533512617354245,1.0,0.0003,1.0,,,-0.00244549495318872,0.9908807625354569,0.0,0.0,0.0,-0.002445494953188687,0.9879081202478506
2010-02-01,0.005610130279808246,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.005820929408047237,-0.011731059687855483,-0.017342010404295394,-0.040242022558892976,0.022900012154597582,1.0,0.0003,1.0,,,0.005610130279808246,0.9964397327050365,0.0,0.0,0.0,0.005610130279808168,0.9934504135069214
2010-02-02,0.0020112637975389872,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.0011132725810844013,-0.0034245363786233884,-0.024288860208578678,-0.0504433767646304,0.02615451655605172,1.0,0.0003,1.0,,,0.0020112637975389872,0.9984438358658555,0.0,0.0,0.0,0.002011263797538909,0.9954485043582579
2010-02-03,-0.0012694329440292914,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.01781427632381538,0.018783709267844673,-0.025470936617246753,-0.05213140743350364,0.026660470816256887,1.0,0.0003,1.0,,,-0.0012694329440292914,0.9971763783678445,0.0,0.0,0.0,-0.0012694329440292584,0.9941848492327409
2010-02-04,-0.004384345157225,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.00971175411708014,0.01379609927430514,-0.013336083804709076,-0.026996958968367957,0.013660875163658881,1.0,0.0003,1.0,,,-0.004384345157225,0.9928044129424483,0.0,0.0,0.0,-0.004384345157224967,0.9898259997036208
2010-02-05,0.010320414954876645,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.008271806582485053,-0.018892221537361698,-0.0468055407999165,-0.07105634261167648,0.02425080181175998,1.0,0.0003,1.0,,,0.010320414954876645,1.003050566453047,0.0,0.0,0.0,0.010320414954876567,1.0000414147536878
2010-02-08,0.0044084086526727465,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.003961055916194001,-0.0007473527364787458,-0.052928401848916784,-0.08147330772913364,0.028544905880216853,1.0,0.0003,1.0,,,0.0044084086526727465,1.007472423249267,0.0,0.0,0.0,0.0044084086526727795,1.0044500059795192
2010-02-09,0.002292955004590891,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.002300802000556823,-0.0002921530040340681,-0.0674420974348956,-0.09647553363399208,0.029033436199096485,1.0,0.0003,1.0,,,0.002292955004590891,1.0097825121841437,0.0,0.0,0.0,0.002292955004590924,1.0067531646475913
