date,nav_net,nav_window,drawdown,return_net
2023-04-10,13.589448296578045,1.0,0.0,0.0
2023-04-11,13.589448296578045,1.0,0.0,0.0
2023-04-12,13.589448296578045,1.0,0.0,0.0
2023-04-13,13.589448296578045,1.0,0.0,0.0
2023-04-14,13.589448296578045,1.0,0.0,0.0
2023-04-17,13.589448296578045,1.0,0.0,0.0
2023-04-18,13.589448296578045,1.0,0.0,0.0
2023-04-19,13.589448296578045,1.0,0.0,0.0
2023-04-20,13.589448296578045,1.0,0.0,0.0
2023-04-21,13.589448296578045,1.0,0.0,0.0
2023-04-24,13.589448296578045,1.0,0.0,0.0
2023-04-25,13.589448296578045,1.0,0.0,0.0
2023-04-26,13.589448296578045,1.0,0.0,0.0
2023-04-27,13.589448296578045,1.0,0.0,0.0
2023-04-28,13.589448296578045,1.0,0.0,0.0
2023-05-04,13.80012948028393,1.0155032919003002,0.0,0.0155032919003001
2023-05-05,13.910148068627525,1.0235991752608702,0.0,0.007972286673163
2023-05-08,13.784506692346111,1.014353665543375,-0.009032353621366451,-0.0090323536213663
2023-05-09,13.686288146631998,1.0071261060743975,-0.016093281026994255,-0.0071252855039528
2023-05-10,13.775410074442163,1.0136842772278656,-0.009686309126302084,0.0065117676067705
2023-05-11,14.004951671156524,1.030575440997344,0.0,0.0166631407322119
2023-05-12,14.078571159494516,1.0359928418168114,0.0,0.0052566756434877
2023-05-15,14.089332778717864,1.0367847517596205,0.0,0.0007643971182467
2023-05-16,14.143952690204593,1.0408040401291476,0.0,0.0038766854573291
2023-05-17,14.342213375409695,1.0553933509590088,0.0,0.014017346462309
2023-05-18,14.38772109756833,1.0587421051663515,0.0,0.0031729915716258
2023-05-19,14.358813339806908,1.0566148843159877,-0.002009196422796067,-0.002009196422796
2023-05-22,14.469209924719555,1.0647385831228369,0.0,0.0076884198088011
2023-05-23,14.615063924096198,1.0754714691233207,0.0,0.0100803015600361
2023-05-24,14.704704648999552,1.082067816741489,0.0,0.0061334473368646
2023-05-25,14.724363683668557,1.083514456387188,0.0,0.0013369214233309
2023-05-26,14.550870723041047,1.070747715836639,-0.011782713627206842,-0.0117827136272065
2023-05-29,14.387582333522523,1.0587318940052524,-0.022872387383338855,-0.0112218981686065
2023-05-30,14.333476644701156,1.0547504454842707,-0.02654695628042325,-0.003760582394396
2023-05-31,14.31712441346095,1.0535471419443967,-0.027657512335103163,-0.0011408419356688
2023-06-01,14.329056568991694,1.0544251875626098,-0.02684714417338907,0.0008334184425697
2023-06-02,14.353492429121877,1.056223337097226,-0.0251875912952374,0.0017053362873213
2023-06-05,14.491143618488207,1.0663526069809044,-0.015839059003889155,0.0095900833923212
2023-06-06,14.508333674804636,1.0676175631396292,-0.014671602352740565,0.0011862456662494
2023-06-07,14.66337294454727,1.079026361080431,-0.004142164675607463,0.0106862216721603
2023-06-08,14.697372850305058,1.081528295302908,-0.001833072990001905,0.002318696106712
2023-06-09,14.417384228766426,1.060924911307611,-0.02084840211075578,-0.0190502496187827
2023-06-12,14.4952782523261,1.0666568602329611,-0.015558256795609182,0.0054027847440074
2023-06-13,14.554947893825092,1.071047740583418,-0.011505814002093051,0.0041164881736173
2023-06-14,14.471033034576202,1.0648727394047446,-0.017204862263306864,-0.0057653836936435
2023-06-15,14.427619935472473,1.0616781211865303,-0.02015324767651694,-0.003
2023-06-16,14.427619935472473,1.0616781211865303,-0.02015324767651694,0.0
2023-06-19,14.427619935472473,1.0616781211865303,-0.02015324767651694,0.0
2023-06-20,14.427619935472473,1.0616781211865303,-0.02015324767651694,0.0
2023-06-21,14.427619935472473,1.0616781211865303,-0.02015324767651694,0.0
2023-06-26,14.427619935472473,1.0616781211865303,-0.02015324767651694,0.0
2023-06-27,14.427619935472473,1.0616781211865303,-0.02015324767651694,0.0
2023-06-28,14.503196260761888,1.0672395187973844,-0.015020508027248414,0.0052383085794767
2023-06-29,14.667796779799772,1.0793518956537231,-0.003841721454593383,0.0113492581964989
2023-06-30,14.764311672794744,1.0864540892739951,0.0,0.0065800538720233
2023-07-03,14.883021974226684,1.0951895654199866,0.0,0.0080403546106844
2023-07-04,14.921220870448815,1.0980004886737105,0.0,0.0025666088707174
2023-07-05,15.026817265471289,1.1057709582849797,0.0,0.0070769272795636
2023-07-06,15.08636587261451,1.110152932140255,0.0,0.0039628223389693
2023-07-07,15.14423942833489,1.1144116448162473,0.0,0.0038361495544421
2023-07-10,15.116670444185338,1.1123829396364724,-0.0018204271188403398,-0.0018204271188403
2023-07-11,15.127866530923171,1.1132068205250478,-0.001081130385530149,0.0007406450235964
2023-07-12,15.195530802931003,1.1181859977904611,0.0,0.0044728231750006
2023-07-13,15.082313290838565,1.1098547168126345,-0.007450711236135388,-0.0074507112361352
2023-07-14,15.101820905509474,1.1112902139899423,-0.006166938071255457,0.0012934099892194
2023-07-17,15.277814290380418,1.1242409520206587,0.0,0.0116537857237293
2023-07-18,15.370542975906933,1.1310645318675214,0.0,0.0060694994561427
2023-07-19,15.426398720600712,1.1351747608830618,0.0,0.0036339474006437
2023-07-20,15.487771136444437,1.1396909424457216,0.0,0.0039784020208011
2023-07-21,15.46087006569073,1.1377113866781425,-0.0017369233130264394,-0.0017369233130262
2023-07-24,15.593436026586922,1.1474664523734566,0.0,0.0085742885318187
2023-07-25,15.60227382923142,1.148116795378678,0.0,0.0005667642865516
2023-07-26,15.809923071278424,1.1633969772900579,0.0,0.0133089089654332
2023-07-27,15.927239685807692,1.1720298968883325,0.0,0.0074204418326611
2023-07-28,15.80111666130406,1.1627489443617027,-0.007918699472829194,-0.0079186994728294
2023-07-31,15.803679405706838,1.1629375277645642,-0.0077577962370311004,0.0001621875502668
2023-08-01,15.757195990237452,1.1595169756968917,-0.010676281573244628,-0.0029413033684168
2023-08-02,15.832792203960386,1.165079836828051,-0.005929934107255619,0.0047975676490772
2023-08-03,15.746664777494129,1.1587420205615921,-0.011337489224480413,-0.0054398128489752
2023-08-04,15.5242353757314,1.1423742183588537,-0.025302834516604755,-0.0141254929158479
2023-08-07,15.550401604242008,1.1442996996543082,-0.02365997429557576,0.0016855083601419
2023-08-08,15.69881702367281,1.1552210716034679,-0.014341635251362672,0.009544153469986
2023-08-09,15.667997577200785,1.1529531762629495,-0.01627665017422386,-0.0019631699908057
2023-08-10,15.820281443034371,1.1641592136612398,-0.0067154287172954685,0.0097194210736402
2023-08-11,15.904301541370684,1.170341959016507,-0.0014401832891011157,0.0053109104688719
2023-08-14,15.909505317340768,1.170724886701025,-0.0011134615172977425,0.0003271929896793
2023-08-15,16.0724285279466,1.182713836292662,0.0,0.0102406207707947
2023-08-16,16.199244857674195,1.1920458067273652,0.0,0.007890302918883
2023-08-17,16.364278729895425,1.2041900725297368,0.0,0.010187750952048
2023-08-18,16.790118493791926,1.2355261322874926,0.0,0.0260225195943739
2023-08-21,16.98757740565934,1.2500564434199273,0.0,0.0117604239624886
