date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag
2026-03-18,long_microcap_short_zz1000,long_microcap_short_zz1000,90908.94216362768,8096.59,-0.009522560569248939,-0.01863083766650897,0.009108277097260031,11.88133388822608,0.8476262430153008,1.0,0.0003
