date,baseline_v1.1,best_nav_hedge_stepup
2016-04-11,1.0,1.0
2016-04-12,1.0046531896149002,1.0046531896149002
2016-04-13,1.0069254491422943,1.0069254491422943
2016-04-14,1.014627458364685,1.014627458364685
2016-04-15,1.0255162162726374,1.0255162162726374
2016-04-18,1.02835958872165,1.02835958872165
2016-04-19,1.0286095720365918,1.0286095720365918
2016-04-20,1.0242336300853012,1.024233630085301
2016-04-21,1.025387599338362,1.025387599338362
2016-04-22,1.0231908540295087,1.023189712597568
2016-04-25,1.0281314638788435,1.0281303169353506
2016-04-26,1.0327648399760865,1.0327636878637794
2016-04-27,1.0330628577660144,1.03306170532125
2016-04-28,1.0347780320336122,1.0347768776754662
2016-04-29,1.0373579990287232,1.0373568417924663
2016-05-03,1.0409586754386422,1.0409575141856107
2016-05-04,1.0407318746549585,1.040730713654937
2016-05-05,1.0400736129370751,1.040072452671385
2016-05-06,1.0280576932800702,1.0280441858728822
2016-05-09,1.0154700191304236,1.0154566771097124
2016-05-10,1.0128880214231937,1.0128747133267406
2016-05-11,1.0103779825572377,1.0103647074395923
2016-05-12,0.9971246943383637,0.9971115933525417
2016-05-13,0.9941333202553487,0.9941202585724841
2016-05-16,0.9941333202553487,0.9941202585724841
2016-05-17,0.9941333202553487,0.9941202585724841
2016-05-18,0.9862158156350641,0.9861880083099619
2016-05-19,0.9832571681881589,0.983229444285032
2016-05-20,0.9832571681881589,0.983229444285032
2016-05-23,0.9832571681881589,0.983229444285032
2016-05-24,0.9832571681881589,0.983229444285032
2016-05-25,0.9807519928365191,0.9812618136501275
2016-05-26,0.9821992767580223,0.9816624652268457
2016-05-27,0.9846600191983429,0.984474224143762
2016-05-30,0.9880743269931141,0.9889550189559022
2016-05-31,0.9862800413629502,0.9788046216398517
2016-06-01,0.9877838435585361,0.9784959844211277
2016-06-02,0.9884582051242191,0.9755652892660184
2016-06-03,0.9875675267284855,0.9738177611675278
2016-06-06,0.992814417454609,0.9778348384012704
2016-06-07,0.9950486470249046,0.9795224328440276
2016-06-08,0.9958102205444173,0.9802779203833518
2016-06-13,0.990349644766979,0.9848668005559659
2016-06-14,0.9924857600799103,0.9860021325819429
2016-06-15,0.99396613969911,0.9800063287914484
2016-06-16,0.9945628350094196,0.9801248313892684
2016-06-17,1.0017821601155694,0.9858636341213916
2016-06-20,0.9987837784230865,0.9818363078053134
2016-06-21,0.9970912975891787,0.9826017945538741
2016-06-22,1.0042238247463116,0.9857409781065903
2016-06-23,1.0029127503929343,0.9848061583904675
2016-06-24,0.9998937493391061,0.9833349357972277
2016-06-27,0.9991201784667721,0.9774440502300328
2016-06-28,1.0049442682260195,0.9802036111873614
2016-06-29,1.0044400844127215,0.9793022732235136
2016-06-30,1.0088842655457027,0.9836821762952341
2016-07-01,1.007152295484879,0.9826222001879393
2016-07-04,1.0086018210232093,0.9802874922170738
2016-07-05,1.0130276038294967,0.9836294695553867
2016-07-06,1.0147384392419212,0.9845188668525398
2016-07-07,1.013453011845755,0.9830555159677256
2016-07-08,1.0200420502183114,0.9897177369384661
2016-07-11,1.0225562668953867,0.9935207467353415
2016-07-12,1.0239775983974946,0.9933182992890544
2016-07-13,1.026868515270088,0.9942819178739823
2016-07-14,1.0276658592704593,0.9945641155185809
2016-07-15,1.0309998623093053,0.9990514247292634
2016-07-18,1.0334942828330913,1.0024102271678232
2016-07-19,1.0363692045761972,1.00381580058669
2016-07-20,1.0437018719322897,1.01083425873303
2016-07-21,1.0458500370727932,1.0126370818258534
2016-07-22,1.0459633726349178,1.014385414643727
2016-07-25,1.0512152532261043,1.0195684672950092
2016-07-26,1.0527671587870633,1.0184943261971744
2016-07-27,1.050707853996317,1.0261944460569008
2016-07-28,1.0528577139552406,1.0282941489774189
2016-07-29,1.056107047888477,1.031471672831238
2016-08-01,1.0580458792801608,1.0333652778998876
2016-08-02,1.060193764626747,1.035463060407752
2016-08-03,1.065908214947625,1.0410442120945738
2016-08-04,1.0667568780681271,1.0418730787992558
2016-08-05,1.0686283746900607,1.0437009197886546
2016-08-08,1.0698164800605905,1.0448613107135052
2016-08-09,1.0677896411349632,1.0428817510264865
2016-08-10,1.0698166580506432,1.0448614845516573
2016-08-11,1.0694037747088079,1.0444582323698461
2016-08-12,1.069664671669863,1.0447137689281865
2016-08-15,1.0667912474571266,1.0419073699523924
2016-08-16,1.0662479875839497,1.0413767821105706
2016-08-17,1.066581006060825,1.0417020326281523
2016-08-18,1.0689455446801241,1.0440114162304805
2016-08-19,1.0710274301353608,1.0460447398112451
2016-08-22,1.0767177096955682,1.0516022884178744
2016-08-23,1.0799378769856476,1.0547473423729108
2016-08-24,1.085564470499418,1.0602426904681428
2016-08-25,1.087371237792764,1.0620073132687267
2016-08-26,1.0949675025004901,1.0694339323664057
2016-08-29,1.1055951910197122,1.079813793594362
2016-08-30,1.1079638778947134,1.082127245010493
2016-08-31,1.1116378757577376,1.0857155688403668
2016-09-01,1.1158542290890276,1.0898336009399776
2016-09-02,1.1195119455607632,1.0934060230446672
2016-09-05,1.1192033158236019,1.0931045902508136
2016-09-06,1.1185267569212805,1.0924438080397116
2016-09-07,1.1244850432817284,1.0982631529956743
2016-09-08,1.1305959799505845,1.1042315886043044
2016-09-09,1.12986977305769,1.1035228386709588
2016-09-12,1.121904363467556,1.0957431709502323
2016-09-13,1.1298358027910858,1.1034896605420033
2016-09-14,1.1376380592575823,1.1111099796347483
2016-09-19,1.1427370476804795,1.116090066997877
2016-09-20,1.1474531099352616,1.1206961574791385
2016-09-21,1.1502630791461876,1.1234406022586705
2016-09-22,1.1529593210840887,1.1260739717212453
2016-09-23,1.1607516560513362,1.133694751804831
2016-09-26,1.163499461044332,1.136378505976796
2016-09-27,1.167447667220412,1.1402346802045302
2016-09-28,1.1693739121235787,1.1421160246988724
2016-09-29,1.178424916388102,1.150956051744933
2016-09-30,1.180689545121972,1.1531678924061033
2016-10-10,1.1795546031180175,1.1520594056882267
2016-10-11,1.1831849804224612,1.1556092876378177
2016-10-12,1.1808492788076168,1.153328022642127
2016-10-13,1.1861275896151895,1.158483315426601
2016-10-14,1.186586117108164,1.1589311563291531
2016-10-17,1.1849003359484882,1.1572846645317754
2016-10-18,1.190218896925643,1.1624792694023287
2016-10-19,1.1991465882130508,1.1711988890219152
2016-10-20,1.2027229509327206,1.1746918998724556
2016-10-21,1.2056473947369772,1.1775514164977707
2016-10-24,1.20977614379079,1.1815839506515409
2016-10-25,1.21622867795346,1.1878861172521744
2016-10-26,1.2189775755593022,1.1905709555255348
2016-10-27,1.2256495583026177,1.197087456755112
2016-10-28,1.2190937372324617,1.1906844102083625
2016-10-31,1.2220146874553761,1.1935372916457772
2016-11-01,1.2320927935869115,1.2033805411751248
2016-11-02,1.2415429018917694,1.2126104275158742
2016-11-03,1.246193314502662,1.2171524685646589
2016-11-04,1.2553058212198818,1.226063664443328
2016-11-07,1.2642524409932432,1.2348018740798046
2016-11-08,1.2678817510989013,1.2383466399626075
2016-11-09,1.2694113681464143,1.2398406248153553
2016-11-10,1.2812857822788124,1.25143842628985
2016-11-11,1.294875118113227,1.2647112006280605
2016-11-14,1.3020718713698036,1.2717403066201591
2016-11-15,1.30807132593016,1.2776000048057246
2016-11-16,1.3100953079809807,1.2795768385047712
2016-11-17,1.3141276822860914,1.283515279268255
2016-11-18,1.3142076787036012,1.2835948286911831
2016-11-21,1.3201599905335424,1.2894084887446737
2016-11-22,1.327770174953712,1.2968414032873372
2016-11-23,1.3291039127872015,1.2981440733399014
2016-11-24,1.3293571779942814,1.2983914390457658
2016-11-25,1.3298473488144738,1.2988701919401295
2016-11-28,1.3318052966238634,1.3007825317656425
