peak_date,peak_value,peak_index,start_date,trough_date,max_drawdown,recovery_date,recovery_trading_days,recovery_calendar_days,max_drawdown_pct
2012-11-22,1.0395694327060137,396,2012-11-23,2013-07-24,-0.10789362759946952,2013-11-14,232.0,357.0,-10.789362759946952
2014-12-01,1.3877532124321272,884,2014-12-02,2015-03-25,-0.10058015876185755,2015-05-18,111.0,168.0,-10.058015876185756
2017-03-21,4.402727030128552,1445,2017-03-22,2017-08-14,-0.10173457154862864,2017-10-13,138.0,206.0,-10.173457154862863
2021-04-16,9.467707426529886,2438,2021-04-19,2021-11-29,-0.14779744217897772,2022-01-10,179.0,269.0,-14.779744217897772
2022-04-25,11.855381494949183,2685,2022-04-26,2022-07-15,-0.14147632129452925,2022-09-05,91.0,133.0,-14.147632129452925
2024-12-16,22.10618354643889,3327,2024-12-17,2025-01-21,-0.10581319060270356,2025-04-24,85.0,129.0,-10.581319060270356
2026-02-06,31.028835151105792,3606,2026-02-09,2026-04-07,-0.12915075628611605,,,,-12.915075628611605
