strategy,annual,max_dd,sharpe,vol,total_return,win_rate,avg_weight,active_days_pct,trades_per_year,peak_date,trough_date,recovery_date
mom8_top100_16y,0.5336619147739547,-0.10783936888599396,4.316601324204579,0.12363011422471189,1006.3981018903028,0.717948717948718,0.7118340163934426,0.7118340163934426,24.304647815780562,2024-01-09,2024-03-05,2024-07-02
bias20_10_top100_16y,0.34343393137055056,-0.09794411329263777,3.193687765576189,0.10753522466169763,113.78520172317918,0.6804123711340206,0.5117827868852459,0.5117827868852459,21.847776073619634,2022-04-13,2022-07-05,2022-09-05
or_top100_16y,0.5378817685785178,-0.10719649015834579,4.240903992311815,0.12683186640245206,1006.0466442639856,0.7061855670103093,0.7581967213114754,0.7581967213114754,21.59879856850716,2025-11-18,2026-01-16,2026-02-06
avg_weight_top100_16y,0.4381435886319265,-0.08958896076954627,3.9898265212355346,0.1098151978036995,341.92956471828984,0.7216494845360825,0.6116803278688525,0.7581967213114754,42.76188650306749,2024-01-09,2024-03-05,2024-06-19
