config,target_vol,annual,max_dd,sharpe,vol,avg_weight,latest_weight
baseline,,0.2615801402999596,-0.07664793339443128,2.1538846767234348,0.12144575014939263,1.0,1.0
tv_10,0.1,0.25298347483566586,-0.06566668094052322,2.3096592865240804,0.10953281131624965,0.9403215016937225,1.0
tv_12,0.12,0.2911266032896458,-0.0776490722254912,2.2814806265267364,0.12760424081831848,1.047158868288564,1.0
tv_15,0.15,0.33348415937271314,-0.09214880252180513,2.201904404755068,0.1514526055956588,1.1807313649408284,1.0
tv_18,0.18,0.36825197641101703,-0.10249806056967133,2.1987827248606417,0.16747992980268514,1.2608278999991496,1.0
tv_20,0.2,0.3771222580507523,-0.10368499901703648,2.1814476582375586,0.17287706016079157,1.287878037744242,1.0
tv_25,0.25,0.3863760150680775,-0.11384293235391621,2.1566795517647552,0.17915318701469393,1.3111192845050408,1.0
