date,return,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,active_spread_ret,futures_drag,beta,r2,zscore,zscore_r2,right_skew,nav
2010-06-01,0.0,cash,long_microcap_short_zz1000,True,917.060117157023,4061.45,-0.02201284660893721,-0.02132791641365228,0.0,0.0,1.019622869158009,0.955030101258024,0.49146579661185463,0.46936462950307495,0.47857491021521115,1.0
2010-06-02,0.0011334945187512994,long_microcap_short_zz1000,long_microcap_short_zz1000,True,933.746925462262,4129.53,0.018195980822903746,0.016762486304152446,0.0014334945187512993,0.0003,1.0130219758580805,0.9450515495535953,0.39683028482666105,0.37502507558523057,0.3799086430656763,1.0011334945187513
2010-06-03,0.0023802895189125265,long_microcap_short_zz1000,long_microcap_short_zz1000,True,929.3237480938036,4098.9,-0.004737019472667692,-0.007417308991580218,0.0026802895189125264,0.0003,1.002806921257997,0.9137049370160772,0.2580955083225092,0.2358231401759507,0.2364850771612382,1.0035164820827864
2010-06-04,-0.00022813923573553578,long_microcap_short_zz1000,cash,False,937.1966771814592,4133.33,0.00847167534866533,0.008399814584400866,7.18607642644642e-05,0.0003,0.9826900168782914,0.882281594799478,-0.013078492667444147,-0.011538913368205901,-0.0113391749725594,1.003287540599516
2010-06-07,0.0,cash,cash,False,937.8101429384038,4119.62,0.0006545752581939013,-0.003316938158821059,0.0,0.0,0.9102206369419624,0.8640508818900678,-0.9615722061465546,-0.8308473127219086,-0.7562543701872535,1.003287540599516
2010-06-08,0.0,cash,cash,False,950.1763288397332,4180.62,0.01318623603556146,0.014807190954505556,0.0,0.0,0.7931108129479343,0.8517173748114182,-2.391600837924801,-2.0369679872740996,-1.6155413363358786,1.003287540599516
2010-06-09,0.0,cash,cash,False,971.3294037896115,4288.9,0.022262262600993843,0.025900464524400535,0.0,0.0,0.7638428749883351,0.8772568221974357,-2.6125404172890274,-2.291868904333335,-1.75062773298234,1.003287540599516
2010-06-10,0.0,cash,cash,False,974.304844747936,4297.88,0.003063266639222295,0.0020937769591271582,0.0,0.0,0.7513494236291458,0.9028798917258717,-2.6103964664870216,-2.3568744790234,-1.7708362813804748,1.003287540599516
2010-06-11,0.0,cash,cash,False,970.2476390192184,4277.14,-0.004164205639116347,-0.004825634964214842,0.0,0.0,0.7402439271395519,0.9073563710612067,-2.5878077219869375,-2.348063823626236,-1.738139985975397,1.003287540599516
2010-06-17,0.0,cash,cash,False,961.7286227973026,4231.55,-0.008780249370693882,-0.010658991756173575,0.0,0.0,0.7618073838400788,0.9552874092270768,-2.2427691057704355,-2.1424890885459673,-1.6321640074511183,1.003287540599516
2010-06-18,0.0,cash,cash,False,918.1281953822572,4067.74,-0.045335478617895664,-0.038711583226004764,0.0,0.0,0.7731877082294069,0.9326645941071706,-2.036197233330964,-1.8990890661467672,-1.4683523227775435,1.003287540599516
2010-06-21,0.0,cash,cash,False,945.3465684076232,4169.36,0.029645503930999295,0.024981930998539736,0.0,0.0,0.7561692999149904,0.9296503680659733,-2.121449994856833,-1.972206768552212,-1.4913222114637317,1.003287540599516
2010-06-22,0.0,cash,cash,False,954.371662498946,4207.43,0.00954686291031348,0.009130897787670289,0.0,0.0,0.7274623499436508,0.9191400969670481,-2.2998914529443604,-2.1139224530729646,-1.5377989953111055,1.003287540599516
2010-06-23,0.0,cash,cash,False,953.8868504007038,4205.53,-0.0005079908774456854,-0.0004515820821737737,0.0,0.0,0.7312352289156315,0.8687752751257007,-2.183321983242883,-1.8968161566798263,-1.387018796540641,1.003287540599516
2010-06-24,0.0,cash,cash,False,955.3801232048228,4207.91,0.001565461148239633,0.0005659215366433656,0.0,0.0,0.7268903165568658,0.8515070601309284,-2.1538012973531226,-1.8339770108153368,-1.3331001299495746,1.003287540599516
2010-06-25,0.0,cash,cash,False,937.0901212371216,4139.81,-0.019144214458164943,-0.016183806212585194,0.0,0.0,0.7271257096778666,0.8502408350205998,-2.088423876719535,-1.7756632608189755,-1.2911304086719124,1.003287540599516
2010-06-28,0.0,cash,cash,False,921.8821800830935,4053.19,-0.016228899237515138,-0.020923665578855166,0.0,0.0,0.7396628316044753,0.8567717974734693,-1.9153457866068708,-1.6410142523744047,-1.2137972486145532,1.003287540599516
2010-06-29,0.0,cash,cash,False,866.7298088932317,3814.47,-0.059825834994327254,-0.058896819542138434,0.0,0.0,0.6620686497688921,0.8587767473349146,-2.4771619987774463,-2.127329123931751,-1.4084379206955346,1.003287540599516
2010-06-30,0.0,cash,cash,False,845.252075780563,3732.65,-0.024780194349257045,-0.02144989998610547,0.0,0.0,0.8027212415545795,0.8947805640209474,-1.2413237673217976,-1.1107123806568053,-0.8915924212108735,1.003287540599516
2010-07-01,0.0,cash,cash,False,834.7334745369136,3685.54,-0.012444336482623664,-0.012621060104751392,0.0,0.0,0.8690628608977001,0.9224513361718812,-0.6628228427387902,-0.6114218169296417,-0.5313639934361443,1.003287540599516
2010-07-02,0.0,cash,cash,False,831.3579193550688,3659.95,-0.004043871828331103,-0.006943351584842383,0.0,0.0,0.8750341229422605,0.9496683898053898,-0.5989362222033419,-0.5687907977359709,-0.49771135683452394,1.003287540599516
2010-07-05,0.0,cash,cash,False,827.696974394186,3627.29,-0.00440357260771973,-0.008923619175125297,0.0,0.0,0.9088597281986115,0.9568737028355879,-0.30308660273472665,-0.29001559983863673,-0.26358349924270064,1.003287540599516
2010-07-06,0.0,cash,cash,False,851.4748908999112,3738.74,0.028727804065163953,0.030725417598262084,0.0,0.0,0.9234174459156473,0.9604223980499844,-0.17249004664028303,-0.1656633042340143,-0.1529763852777203,1.003287540599516
2010-07-07,0.0,cash,cash,False,862.2675060290189,3795.59,0.012675200695232647,0.015205657520983129,0.0,0.0,0.9381117985341402,0.9589508664791216,-0.03632025687780603,-0.03482934180371637,-0.03267381648124468,1.003287540599516
2010-07-08,0.0,cash,long_microcap_short_zz1000,True,861.0457083137976,3773.37,-0.0014169590140861166,-0.005854162330494184,0.0,0.0,0.9450103679379757,0.9594572388282883,0.03547485614967424,0.03403660752919717,0.032164947004527086,1.003287540599516
2010-07-09,-0.0013751241387365606,long_microcap_short_zz1000,long_microcap_short_zz1000,True,885.88264049609,3886.27,0.02884507981687867,0.029920203955615232,-0.0010751241387365607,0.0003,0.9441849180175022,0.9593153001836332,0.04572991736700891,0.0438694094063049,0.04142083472376823,1.0019078956843441
2010-07-12,0.000972769177867339,long_microcap_short_zz1000,long_microcap_short_zz1000,True,897.9313402694255,3934.18,0.013600785502003276,0.012328016324135938,0.001272769177867339,0.0003,0.9433073373262422,0.9559580079293127,0.05704664473558799,0.054534196860483906,0.05144250803368819,1.0028825208043277
2010-07-13,0.0008872211109964504,long_microcap_short_zz1000,long_microcap_short_zz1000,True,886.3210170462615,3878.64,-0.012930079063372735,-0.014117300174369185,0.0011872211109964503,0.0003,0.9495356914248012,0.9517118108115616,0.1323402803932744,0.12594980789639298,0.1195938379257224,1.0037722993486347
2010-07-14,0.0003877888439003055,long_microcap_short_zz1000,long_microcap_short_zz1000,True,895.5067247523292,3916.17,0.010363860869146313,0.009676072025246008,0.0006877888439003055,0.0003,0.9564105305751704,0.9442494325062256,0.21374953639332933,0.20183287843787004,0.19303509035427716,1.0041615510481383
2010-07-15,0.002056542761793201,long_microcap_short_zz1000,long_microcap_short_zz1000,True,874.8941849195237,3816.8,-0.023017738742840077,-0.025374281504633278,0.002356542761793201,0.0003,0.957408997665776,0.9353663922392581,0.23597426226956247,0.22072239436040114,0.2113216063469818,1.0062266522176173
2010-07-16,-0.00029005173368216146,long_microcap_short_zz1000,long_microcap_short_zz1000,True,880.6403129995125,3841.83,0.006567797773758599,0.0065578495074407606,9.948266317838517e-06,0.0003,0.9359669778924282,0.9441715935744267,0.04518750911616361,0.042664762491867125,0.0399328088120111,1.0059347944326644
2010-07-19,-0.0012241986072070495,long_microcap_short_zz1000,cash,False,900.2571771841527,3930.96,0.022275682699357757,0.023199881306564807,-0.0009241986072070496,0.0003,0.9226933390158953,0.9464118776702958,-0.0747096435788537,-0.07070609405954148,-0.06524004201657028,1.0047033304583788
