rebalance_date,rank,symbol,name,market_cap
2026-02-24,48,600476,湘邮科技,2234040900.0
2026-02-24,49,002316,亚联发展,2236852800.0000005
2026-02-24,50,300958,建工修复,2255439371.81
2026-02-24,51,603879,永悦科技,2260276527.6000004
2026-02-24,52,600493,凤竹纺织,2276639999.9999995
2026-02-24,53,688096,京源环保,2277828498.6000004
2026-02-24,54,300717,华信新材,2279549500.0
2026-02-24,55,002360,同德化工,2282077728.64
2026-02-24,56,300500,启迪设计,2282550281.2799997
2026-02-24,57,001336,楚环科技,2282607400.0
2026-02-24,58,600778,友好集团,2283231610.16
2026-02-24,59,688466,金科环境,2285504183.92
2026-02-24,60,603717,天域生物,2286352371.2000003
2026-02-24,61,300069,金利华电,2295540000.0
2026-02-24,62,000610,西安旅游,2301189597.72
2026-02-24,63,688638,誉辰智能,2304400000.0
2026-02-24,64,688573,信宇人,2307003556.8
2026-02-24,65,301139,元道通信,2308819392.0
2026-02-24,66,300169,天晟新材,2311228970.6000004
2026-02-24,67,300670,大烨智能,2313519496.7
2026-02-24,68,603779,威龙股份,2314616795.38
2026-02-24,69,300013,新宁物流,2322772999.04
2026-02-24,70,603022,新通联,2328000000.0
2026-02-24,71,301273,瑞晨环保,2337671672.96
2026-02-24,72,001366,播恩集团,2339500800.0
2026-02-24,73,002652,扬子新材,2340132480.0
2026-02-24,74,002963,豪尔赛,2347118507.3
2026-02-24,75,300838,浙江力诺,2348385560.0
2026-02-24,76,301037,保立佳,2349635493.4
2026-02-24,77,300923,研奥股份,2350926000.0
2026-02-24,78,600149,廊坊发展,2356992000.0
2026-02-24,79,002591,恒大高新,2362569939.08
2026-02-24,80,688189,南新制药,2370816000.0
2026-02-24,81,002188,中天服务,2371503014.0
2026-02-24,82,605567,春雪食品,2372000000.0
2026-02-24,83,688395,正弦电气,2377973391.2000003
2026-02-24,84,603908,牧高笛,2380325813.28
2026-02-24,85,300535,达威股份,2382262150.38
2026-02-24,86,300823,建科智能,2389124940.4799995
2026-02-24,87,600303,曙光股份,2392614738.5
2026-02-24,88,000632,三木集团,2392770589.8
2026-02-24,89,002910,庄园牧场,2395357000.7500005
2026-02-24,90,002715,登云股份,2395680000.0
2026-02-24,91,603183,建研院,2406221734.84
2026-02-24,92,603709,中源家居,2415639152.0
2026-02-24,93,300220,金运激光,2420712000.0
2026-02-24,94,300334,津膜科技,2422564155.12
2026-02-24,95,300614,百川畅银,2425863066.48
2026-02-24,96,688695,中创股份,2432469410.8
2026-02-24,97,688058,宝兰德,2433594696.9600005
2026-02-24,98,301336,趣睡科技,2434000000.0
2026-02-24,99,603356,华菱精工,2437455200.0
2026-02-24,100,688670,金迪克,2445520000.0000005
2026-03-05,1,688701,卓锦股份,1309204377.0
2026-03-05,2,002883,中设股份,1560010088.3400002
2026-03-05,3,300929,华骐环保,1580310153.76
2026-03-05,4,688217,睿昂基因,1590775918.08
2026-03-05,5,002719,麦趣尔,1628203922.95
2026-03-05,6,603729,龙韵股份,1636215140.0
2026-03-05,7,688296,和达科技,1636822672.2
2026-03-05,8,600543,莫高股份,1644134400.0
2026-03-05,9,301098,金埔园林,1660938278.37
2026-03-05,10,688659,元琛科技,1664000000.0
2026-03-05,11,002193,如意集团,1688065297.5000002
2026-03-05,12,600455,博通股份,1728837440.0
2026-03-05,13,300665,飞鹿股份,1740618553.5
2026-03-05,14,688671,碧兴物联,1762749304.9999998
2026-03-05,15,688004,博汇科技,1770745680.0
2026-03-05,16,300621,维业股份,1787207052.9999998
2026-03-05,17,688021,奥福科技,1790373389.3099997
2026-03-05,18,688793,倍轻松,1791961986.1500003
2026-03-05,19,002856,美芝股份,1792894706.0
2026-03-05,20,603880,南卫股份,1829635860.0
2026-03-05,21,688067,爱威科技,1840760000.0
2026-03-05,22,301372,科净源,1851428610.0
2026-03-05,23,300635,中达安,1859385919.9999998
2026-03-05,24,300417,南华仪器,1862354688.0
2026-03-05,25,300649,杭州园林,1881640013.89
2026-03-05,26,688528,秦川物联,1901760000.0
2026-03-05,27,300295,三六五网,1930267608.52
2026-03-05,28,688329,艾隆科技,1933088000.0
2026-03-05,29,301167,建研设计,1937600000.0
2026-03-05,30,600561,江西长运,1940131776.0000002
2026-03-05,31,688078,龙软科技,1941140590.0
2026-03-05,32,001211,双枪科技,1959840000.0
2026-03-05,33,600883,博闻科技,1966613040.0
2026-03-05,34,688193,仁度生物,2020723544.1
2026-03-05,35,600697,欧亚集团,2036327360.0000002
2026-03-05,36,688565,力源科技,2040819900.0000002
2026-03-05,37,600476,湘邮科技,2048810400.0
2026-03-05,38,688573,信宇人,2051864604.12
2026-03-05,39,600137,浪莎股份,2052263282.6799998
2026-03-05,40,300405,科隆股份,2053170684.62
2026-03-05,41,300500,启迪设计,2066821443.72
2026-03-05,42,688681,科汇股份,2076652800.0
2026-03-05,43,688178,万德斯,2079897242.6799998
2026-03-05,44,600448,华纺股份,2084703081.2200003
2026-03-05,45,002494,华斯股份,2086528270.54
2026-03-05,46,600493,凤竹纺织,2088960000.0
2026-03-05,47,603860,中公高科,2100420000.0
2026-03-05,48,688450,光格科技,2104080000.0
2026-03-05,49,300169,天晟新材,2105858836.4
2026-03-05,50,603717,天域生物,2112264627.2
2026-03-05,51,300886,华业香料,2113043500.0
2026-03-05,52,600778,友好集团,2118141193.6000001
2026-03-05,53,603879,永悦科技,2148879751.2000003
2026-03-05,54,603779,威龙股份,2155217073.46
2026-03-05,55,000692,惠天热电,2157973552.7999997
2026-03-05,56,001336,楚环科技,2158028475.0000005
2026-03-05,57,301336,趣睡科技,2160800000.0
2026-03-05,58,688638,誉辰智能,2165520000.0
2026-03-05,59,002316,亚联发展,2170022400.0
2026-03-05,60,688189,南新制药,2170504000.0
2026-03-05,61,301037,保立佳,2171674935.3199997
2026-03-05,62,000610,西安旅游,2173345731.18
2026-03-05,63,300958,建工修复,2181773179.68
2026-03-05,64,688156,路德科技,2188518631.6099997
2026-03-05,65,688466,金科环境,2196331652.96
2026-03-05,66,301139,元道通信,2196965056.0
2026-03-05,67,301273,瑞晨环保,2201552268.16
2026-03-05,68,603022,新通联,2202000000.0
2026-03-05,69,605567,春雪食品,2204000000.0
2026-03-05,70,002591,恒大高新,2206466207.3999996
2026-03-05,71,603908,牧高笛,2208972155.36
2026-03-05,72,300838,浙江力诺,2210407560.0
2026-03-05,73,300923,研奥股份,2215734000.0
2026-03-05,74,002715,登云股份,2216279999.9999995
2026-03-05,75,002188,中天服务,2221035236.56
2026-03-05,76,002360,同德化工,2221811591.44
2026-03-05,77,300675,建科院,2223467172.0
2026-03-05,78,001366,播恩集团,2227024800.0
2026-03-05,79,300717,华信新材,2227134250.0
2026-03-05,80,688096,京源环保,2228259173.7599998
2026-03-05,81,603709,中源家居,2231566439.9999995
2026-03-05,82,300823,建科智能,2235875149.89
2026-03-05,83,301010,晶雪节能,2236680000.0
2026-03-05,84,688395,正弦电气,2241148993.6
2026-03-05,85,600303,曙光股份,2242221812.0800004
2026-03-05,86,688695,中创股份,2244505865.42
2026-03-05,87,300069,金利华电,2245230000.0000005
2026-03-05,88,300220,金运激光,2245320000.0
2026-03-05,89,300106,西部牧业,2248575778.4
2026-03-05,90,688058,宝兰德,2251586991.36
2026-03-05,91,002910,庄园牧场,2260434851.32
2026-03-05,92,002963,豪尔赛,2264420545.8
2026-03-05,93,600119,长江投资,2264676294.0
2026-03-05,94,688670,金迪克,2266879999.9999995
2026-03-05,95,300640,德艺文创,2267142082.83
2026-03-05,96,300556,丝路视觉,2267193087.45
2026-03-05,97,002820,桂发祥,2269811733.5000005
2026-03-05,98,300670,大烨智能,2278658244.01
2026-03-05,99,688420,美腾科技,2281494000.0
2026-03-05,100,301049,超越科技,2284700816.16
2026-03-19,1,688701,卓锦股份,1283691676.32
2026-03-19,2,002883,中设股份,1544394371.7400002
2026-03-19,3,600543,莫高股份,1599177600.0
2026-03-19,4,002856,美芝股份,1607516159.04
2026-03-19,5,688296,和达科技,1610926993.8
2026-03-19,6,002719,麦趣尔,1612531371.8200002
2026-03-19,7,688217,睿昂基因,1624848014.64
2026-03-19,8,300929,华骐环保,1635805995.28
2026-03-19,9,301098,金埔园林,1642544720.4699998
2026-03-19,10,688659,元琛科技,1643200000.0
2026-03-19,11,603729,龙韵股份,1663283160.0
2026-03-19,12,002193,如意集团,1674979520.0000002
2026-03-19,13,300665,飞鹿股份,1690261035.6
2026-03-19,14,600455,博通股份,1726963700.0
2026-03-19,15,688793,倍轻松,1789383623.5800002
2026-03-19,16,688671,碧兴物联,1813786590.0000002
2026-03-19,17,300635,中达安,1814581440.0
2026-03-19,18,300621,维业股份,1820496125.0
2026-03-19,19,600476,湘邮科技,1828144499.9999998
2026-03-19,20,300417,南华仪器,1830059520.0
2026-03-19,21,301372,科净源,1866514324.6
2026-03-19,22,688004,博汇科技,1867652160.0000002
2026-03-19,23,688067,爱威科技,1887000000.0
2026-03-19,24,688528,秦川物联,1898400000.0
2026-03-19,25,688078,龙软科技,1901778370.0
2026-03-19,26,300405,科隆股份,1902453168.9900002
2026-03-19,27,688329,艾隆科技,1919191999.9999998
2026-03-19,28,600561,江西长运,1934442239.9999998
2026-03-19,29,300649,杭州园林,1938579155.7600002
2026-03-19,30,301167,建研设计,1939840000.0
2026-03-19,31,001211,双枪科技,1958400000.0
2026-03-19,32,300295,三六五网,1968190351.3200002
2026-03-19,33,600697,欧亚集团,1971101249.25
2026-03-19,34,600883,博闻科技,1976056560.0
2026-03-19,35,688573,信宇人,2002009866.24
2026-03-19,36,600493,凤竹纺织,2018240000.0
2026-03-19,37,603717,天域生物,2048432454.4
2026-03-19,38,002494,华斯股份,2052570305.9199998
2026-03-19,39,688193,仁度生物,2057587824.5
2026-03-19,40,688565,力源科技,2064776699.9999998
2026-03-19,41,300500,启迪设计,2077259935.86
2026-03-19,42,688681,科汇股份,2077699500.0
2026-03-19,43,600448,华纺股份,2078404884.6
2026-03-19,44,600778,友好集团,2083877144.8800004
2026-03-19,45,688096,京源环保,2096074307.5200002
2026-03-19,46,603860,中公高科,2101086800.0000002
2026-03-19,47,603879,永悦科技,2109351862.8000002
2026-03-19,48,603880,南卫股份,2110006600.0
2026-03-19,49,688156,路德科技,2114997297.0
2026-03-19,50,688189,南新制药,2118368000.0
2026-03-19,51,301037,保立佳,2129965429.5200002
2026-03-19,52,002715,登云股份,2132100000.0
2026-03-19,53,002591,恒大高新,2140422320.9199998
2026-03-19,54,301336,趣睡科技,2143200000.0
2026-03-19,55,300069,金利华电,2144609999.9999998
2026-03-19,56,600137,浪莎股份,2146564343.0399997
2026-03-19,57,001336,楚环科技,2147579920.0
2026-03-19,58,603779,威龙股份,2148575418.3799996
2026-03-19,59,300670,大烨智能,2148720847.6200004
2026-03-19,60,300169,天晟新材,2151496644.0
2026-03-19,61,000610,西安旅游,2163875815.14
2026-03-19,62,300923,研奥股份,2168574000.0
2026-03-19,63,688450,光格科技,2168760000.0
2026-03-19,64,300886,华业香料,2171385940.0
2026-03-19,65,603022,新通联,2180000000.0
2026-03-19,66,300838,浙江力诺,2191090640.0
2026-03-19,67,600119,长江投资,2195274923.7
2026-03-19,68,688670,金迪克,2196656000.0
2026-03-19,69,300823,建科智能,2197890159.06
2026-03-19,70,603709,中源家居,2198786368.0
2026-03-19,71,300717,华信新材,2201440500.0
2026-03-19,72,300220,金运激光,2201472000.0
2026-03-19,73,300106,西部牧业,2202082670.2
2026-03-19,74,603908,牧高笛,2202453266.2
2026-03-19,75,002188,中天服务,2204680043.36
2026-03-19,76,002910,庄园牧场,2205683834.16
2026-03-19,77,301049,超越科技,2207413082.28
2026-03-19,78,002316,亚联发展,2209334400.0
2026-03-19,79,000632,三木集团,2211217957.5
2026-03-19,80,688695,中创股份,2211335828.0
2026-03-19,81,300013,新宁物流,2216684809.1800003
2026-03-19,82,300958,建工修复,2217822592.85
2026-03-19,83,000692,惠天热电,2221913509.92
2026-03-19,84,688466,金科环境,2221984024.88
2026-03-19,85,301139,元道通信,2229791872.0
2026-03-19,86,300535,达威股份,2237785335.33
2026-03-19,87,301273,瑞晨环保,2239522417.92
2026-03-19,88,605567,春雪食品,2240000000.0
2026-03-19,89,600303,曙光股份,2249057854.19
2026-03-19,90,688178,万德斯,2249892930.68
2026-03-19,91,688420,美腾科技,2250543500.0
2026-03-19,92,001366,播恩集团,2251126800.0
2026-03-19,93,002820,桂发祥,2251733586.95
2026-03-19,94,600768,宁波富邦,2261665152.0
2026-03-19,95,688638,誉辰智能,2261840000.0
2026-03-19,96,688058,宝兰德,2264479203.84
2026-03-19,97,603214,爱婴室,2276212791.48
2026-03-19,98,300163,先锋新材,2279939999.9999995
2026-03-19,99,600149,廊坊发展,2280960000.0
2026-03-19,100,300614,百川畅银,2281466455.38
2026-04-02,1,688701,卓锦股份,1220581311.48
2026-04-02,2,688296,和达科技,1462026843.0
2026-04-02,3,002193,如意集团,1481310013.0
2026-04-02,4,002856,美芝股份,1481675247.6
2026-04-02,5,002883,中设股份,1481931505.3400002
2026-04-02,6,002719,麦趣尔,1483668173.6399999
2026-04-02,7,688659,元琛科技,1534400000.0
2026-04-02,8,301098,金埔园林,1535862084.65
2026-04-02,9,600543,莫高股份,1538164800.0
2026-04-02,10,603729,龙韵股份,1568078400.0
2026-04-02,11,688217,睿昂基因,1571784913.44
2026-04-02,12,600455,博通股份,1618286780.0000002
2026-04-02,13,300417,南华仪器,1637634144.0
2026-04-02,14,300929,华骐环保,1643733972.64
2026-04-02,15,300665,飞鹿股份,1646471889.6
2026-04-02,16,300621,维业股份,1666534166.9999998
2026-04-02,17,688671,碧兴物联,1678734082.0
2026-04-02,18,688004,博汇科技,1709077920.0000002
2026-04-02,19,600476,湘邮科技,1720227600.0
2026-04-02,20,688078,龙软科技,1755263439.9999998
2026-04-02,21,300405,科隆股份,1763110560.2000003
2026-04-02,22,301372,科净源,1788342894.3999999
2026-04-02,23,688528,秦川物联,1795920000.0
2026-04-02,24,688067,爱威科技,1801320000.0
2026-04-02,25,300295,三六五网,1812707105.8400002
2026-04-02,26,301167,建研设计,1818879999.9999998
2026-04-02,27,300500,启迪设计,1837174616.64
2026-04-02,28,600561,江西长运,1849099200.0000002
2026-04-02,29,688573,信宇人,1851468108.72
2026-04-02,30,688329,艾隆科技,1853572000.0
2026-04-02,31,300649,杭州园林,1863101688.6300004
2026-04-02,32,688021,奥福科技,1872136066.5
2026-04-02,33,600697,欧亚集团,1894738973.25
2026-04-02,34,688681,科汇股份,1898713800.0
2026-04-02,35,600883,博闻科技,1905230160.0
2026-04-02,36,688096,京源环保,1907238784.32
2026-04-02,37,300635,中达安,1913991380.0
2026-04-02,38,688565,力源科技,1927025099.9999998
2026-04-02,39,300169,天晟新材,1936346979.6000001
2026-04-02,40,300670,大烨智能,1945891741.06
2026-04-02,41,603717,天域生物,1946881270.3999999
2026-04-02,42,002494,华斯股份,1958242626.42
2026-04-02,43,001211,双枪科技,1958400000.0
2026-04-02,44,600778,友好集团,1959280604.0800002
2026-04-02,45,603880,南卫股份,1965485600.0
2026-04-02,46,603879,永悦科技,1965614086.8000002
2026-04-02,47,688793,倍轻松,1981901362.1399999
2026-04-02,48,002715,登云股份,1992720000.0
2026-04-02,49,600493,凤竹纺织,1993760000.0
2026-04-02,50,301336,趣睡科技,2008400000.0
2026-04-02,51,301037,保立佳,2009007862.7
2026-04-02,52,000610,西安旅游,2024194553.5500002
2026-04-02,53,300838,浙江力诺,2025517040.0
2026-04-02,54,300535,达威股份,2030166801.11
2026-04-02,55,300958,建工修复,2032873429.63
2026-04-02,56,301049,超越科技,2033044414.3799999
2026-04-02,57,603022,新通联,2038000000.0
2026-04-02,58,688193,仁度生物,2041159177.8
2026-04-02,59,603779,威龙股份,2042308937.1000001
2026-04-02,60,002591,恒大高新,2044358486.04
2026-04-02,61,688695,中创股份,2045485640.9000003
2026-04-02,62,600448,华纺股份,2053212098.12
2026-04-02,63,002188,中天服务,2054212265.9199998
2026-04-02,64,001336,楚环科技,2055150395.0000002
2026-04-02,65,300220,金运激光,2068416000.0
2026-04-02,66,300614,百川畅银,2069684759.1000001
2026-04-02,67,300106,西部牧业,2071056638.0
2026-04-02,68,300823,建科智能,2076076222.9499998
2026-04-02,69,301024,霍普股份,2076686099.9999998
2026-04-02,70,688058,宝兰德,2080954767.3600001
2026-04-02,71,300717,华信新材,2081193750.0
2026-04-02,72,301273,瑞晨环保,2083343311.3599997
2026-04-02,73,300556,丝路视觉,2086060771.08
2026-04-02,74,688420,美腾科技,2086948000.0000002
2026-04-02,75,688466,金科环境,2090057540.7199998
2026-04-02,76,600137,浪莎股份,2090178142.0
2026-04-02,77,300886,华业香料,2095091980.0
2026-04-02,78,603709,中源家居,2095403064.0
2026-04-02,79,603860,中公高科,2099753199.9999998
2026-04-02,80,002910,庄园牧场,2104003373.72
2026-04-02,81,603908,牧高笛,2104669928.8
2026-04-02,82,301030,仕净科技,2108834298.5999997
2026-04-02,83,688638,誉辰智能,2111200000.0000002
2026-04-02,84,301139,元道通信,2115505919.9999998
2026-04-02,85,300013,新宁物流,2116180208.26
2026-04-02,86,002316,亚联发展,2122848000.0000002
2026-04-02,87,300923,研奥股份,2138706000.0
2026-04-02,88,002963,豪尔赛,2153154197.6000004
2026-04-02,89,300163,先锋新材,2161439999.9999995
2026-04-02,90,605567,春雪食品,2168000000.0
2026-04-02,91,300675,建科院,2169200493.0
2026-04-02,92,002820,桂发祥,2169377586.0
2026-04-02,93,688395,正弦电气,2174468749.2
2026-04-02,94,300334,津膜科技,2177891216.7599998
2026-04-02,95,600303,曙光股份,2180697433.09
2026-04-02,96,688670,金迪克,2181872000.0
2026-04-02,97,300640,德艺文创,2189393726.08
2026-04-02,98,600119,长江投资,2191622220.0
2026-04-02,99,001366,播恩集团,2194888800.0
2026-04-02,100,300517,海波重科,2196531664.0800004
