period_label,source,start_date,end_date,days,final_nav,total_return_pct,annual_pct,max_drawdown_pct,sharpe,vol_pct
全样本,costed,2010-02-02,2026-04-09,3928,28.435089021027487,2743.508902102749,22.9847225713246,-14.728587821533132,2.198408902379939,10.455162616218463
