date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav,nav_1y_rebased
2025-04-08,0.0072114223424002,long_microcap_short_zz1000,long_microcap_short_zz1000,True,184701.8880645926,5530.02,0.0136208313416799,0.0061094089992796,-0.1526435513672522,-0.158442103917567,0.0057985525503148,-5.702279573507284,0.0532380124001808,0.0003,0.0075114223424002,1.0,,,0.0072114223424002,61.60777045509182,1.0
2025-04-09,0.0171186370044626,long_microcap_short_zz1000,long_microcap_short_zz1000,True,192004.2799566379,5652.33,0.0395360977008072,0.0221174606963445,-0.1266593224901878,-0.1422308284152076,0.0155715059250197,-6.39276263214651,0.0694356708101241,0.0003,0.0174186370044626,1.0,,,0.0171186370044626,62.6624115141668,1.0171186370044627
2025-04-10,0.0179402754165713,long_microcap_short_zz1000,long_microcap_short_zz1000,True,199999.23744714903,5784.59,0.0416394753925104,0.023399199975939,-0.0994562189139633,-0.1251283664527603,0.0256721475387969,-4.377588823062911,0.4107804143520078,0.0003,0.0182402754165713,1.0,,,0.0179402754165713,63.78659243499749,1.0353660254836505
2025-04-11,-0.010145179784786,long_microcap_short_zz1000,long_microcap_short_zz1000,True,200713.1892652172,5862.19,0.0035697727010426,0.0134149524858286,-0.086181842283286,-0.1070105473534126,0.0208287050701265,-3.461623495857337,0.8130193151083182,0.0003,-0.009845179784786,1.0,,,-0.010145179784786,63.13946598688557,1.0248620510120596
2025-04-14,0.0067782641816846,long_microcap_short_zz1000,long_microcap_short_zz1000,True,204747.66510733147,5938.53,0.0201007011890146,0.0130224370073299,-0.0695914119567122,-0.0912814878516801,0.0216900758949678,-1.4324647873304832,0.6615069031344858,0.0003,0.0070782641816846,1.0,,,0.0067782641816846,63.567441967635176,1.0318088367436027
2025-04-15,0.0150638835875542,long_microcap_short_zz1000,long_microcap_short_zz1000,True,207048.67740990728,5914.03,0.0112382834811306,-0.0041256001064235,-0.0444091690757557,-0.0767421057479302,0.0323329366721745,3.1084941205905623,0.6505557139307053,0.0003,0.0153638835875542,1.0,,,0.0150638835875542,64.52501451339424,1.047351884944918
2025-04-16,-0.0018567128031132,long_microcap_short_zz1000,long_microcap_short_zz1000,True,203971.79541034016,5835.35,-0.014860669665016,-0.0133039568619028,-0.014930927904201,-0.0825411849052094,0.0676102570010084,7.826295818276032,0.549420509962047,0.0003,-0.0015567128031132,1.0,,,-0.0018567128031132,64.40521009282615,1.0454072532907759
2025-04-17,0.0144553606453547,long_microcap_short_zz1000,long_microcap_short_zz1000,True,207128.63129694056,5839.56,0.0154768255103585,0.0007214648650037,0.0010841861468271,-0.0746661257915052,0.0757503119383323,13.49694618397587,0.9279061963247502,0.0003,0.0147553606453547,1.0,,,0.0144553606453547,65.3362106321578,1.060518992158364
2025-04-18,-0.0003199295277566,long_microcap_short_zz1000,long_microcap_short_zz1000,True,206845.35517841304,5831.69,-0.0013676338068463,-0.0013477042790897,-0.0278979236487325,-0.0794360140870193,0.0515380904382868,19.322757164600237,0.8690181446941438,0.0003,-1.9929527756645804e-05,1.0,,,-0.0003199295277566,65.31530764914484,1.0601797008180256
2025-04-21,-0.010307215709336,long_microcap_short_zz1000,long_microcap_short_zz1000,True,209065.40833768417,5952.64,0.0107329127954372,0.0207401285047732,-0.0064122748435913,-0.0594317695223558,0.0530194946787645,24.70405287665585,0.2198421059689149,0.0003,-0.010007215709336,1.0,,,-0.010307215709336,64.64208868408346,1.049252199951035
