bias_n,bias_mom_day,annual,max_dd,sharpe,vol,active_days_pct,signal_changes
20,3,0.1569228985828759,-0.10458669436679321,1.3099926268438056,0.11978914641752887,0.4873501997336884,243
20,4,0.2318956554415199,-0.06813195012875817,2.000584604363781,0.1159139458214848,0.48533333333333334,181
20,5,0.21884859606649187,-0.07769358654968093,1.8807272236499772,0.11636381571686222,0.4833110814419226,147
20,6,0.1999059528035083,-0.0579537000606195,1.7537701322466455,0.11398640513247951,0.47058823529411764,121
20,7,0.18472690997210273,-0.07649472616244248,1.700845560697418,0.10860886740143352,0.47657295850066933,111
20,8,0.1906492555627115,-0.07649472616244257,1.7560143957552663,0.10856930103964937,0.47989276139410186,89
20,9,0.15605605302439796,-0.09270898990245892,1.428469635998009,0.10924702149189784,0.4899328859060403,89
20,10,0.22024794203912812,-0.0764947261624425,2.0400363044907026,0.10796275613051566,0.5,77
20,11,0.26428615069555494,-0.07649472616244246,2.436986630670163,0.10844792801463879,0.49125168236877526,63
20,12,0.2103853103727178,-0.09486261324936725,1.9686745741941727,0.10686647408896095,0.48787061994609165,57
20,13,0.19600230108411543,-0.0856868301246831,1.857862254390344,0.10549883373804449,0.4844804318488529,55
20,14,0.17563592845755416,-0.09553984317176392,1.6590444145847485,0.10586571818905467,0.4783783783783784,55
20,15,0.18229348637714793,-0.09553984317176359,1.736437911927757,0.10498128676237523,0.476319350473613,51
20,16,0.18548168911991647,-0.08366014050126029,1.853792454056141,0.1000552616956004,0.4878048780487805,51
20,17,0.20075315704808872,-0.09822274032254247,1.9984016247637404,0.1004568624046343,0.4843962008141113,47
20,18,0.1832458867010347,-0.09679744506634753,1.8121281878248061,0.10112192279343907,0.48641304347826086,46
20,19,0.17974349976403592,-0.09299418160309401,1.7639983306493625,0.10189550445768777,0.4925170068027211,46
20,20,0.16439055257997603,-0.09893090543873619,1.6072435800556921,0.10228104477746913,0.4904632152588556,46
