date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag,current_holding,trade_state,momentum_trade_state,member_rebalance_state,member_rebalance_required,member_enter_count,member_exit_count,member_rebalance_label,version,base_version,nav_control_scale_last_applied,nav_control_scale_next_session,nav_control_state_last_applied,nav_control_state_next_session,nav_control_drawdown_last_close,nav_control_config,effective_hedge_ratio_last_applied,effective_hedge_ratio_next_session
2026-04-10,cash,cash,396176.9142928679,7998.23,-0.0504530705704457,-0.0121483241710399,-0.0383047463994058,-23.89930101953621,0.0694079501893467,1.0,0.0,cash,hold,hold,rebalance,True,10,10,名单调仓（调入 10，调出 10）,1.2,1.1,0.85,0.85,moderate,moderate,-0.06838752181282126,4/8 + 0.85/0.70 + recover 3%,0.0,0.0
