date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag,current_holding,trade_state
2026-04-09,cash,cash,396176.9142928679,7921.447,-0.07800552180551468,-0.05285796923450703,-0.025147552571007648,-51.947085202834465,0.19399178291526656,1.0,0.0,cash,hold
