execution_mode,annual,max_dd,sharpe,total_return,annual_1y,max_dd_1y,sharpe_1y,annual_3y,max_dd_3y,sharpe_3y,annual_5y,max_dd_5y,sharpe_5y
same_day_close_exec,0.784853073644407,-0.11479461038605024,5.786335324279163,11500.934622542452,0.4041439048982596,-0.06124093818286175,2.744992953872721,0.36817524880138874,-0.09986384335098279,2.5512827758374343,0.3187685811603307,-0.1147946103860501,2.200764483586633
t_plus_1_close_exec,0.7711325318570799,-0.12251754408711035,5.6789710875922506,10154.00999449479,0.39527822036858185,-0.08162836660378056,2.6339389334814594,0.3521095031233299,-0.115266687653845,2.4331906401616776,0.30376756550502537,-0.1225175440871102,2.095610424965614
