date,signal_label,next_holding,microcap_close,hedge_close,ratio_close,beta,r2,zscore,zscore_r2,right_skew,futures_drag
2026-03-18,cash,cash,3943170.509712001,8096.59,487.0162018469505,0.7378131836210889,0.743919801579884,-1.7538604784917768,-1.3047315391584031,-0.9626481306773049,0.0
