date,holding,signal_on,microcap_ret,hedge_ret,entry_exit_cost,rebalance_cost,total_cost,prev_drawdown,nav_hedge_state,target_hedge_ratio,hedge_ratio_live,active_spread_ret,futures_drag_dynamic,return_raw_dynamic,return_net,nav_net
2010-03-01,long_microcap_short_zz1000,True,0.01779713449864606,0.014731354253074258,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.006012051096186653,0.00024,0.0057720510961866535,0.0057720510961866535,1.028094884527685
2010-03-02,long_microcap_short_zz1000,True,0.005603426135953882,0.0005823939143012602,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.005137511004512874,0.00024,0.004897511004512874,0.004897511004512874,1.0331299905383426
2010-03-03,long_microcap_short_zz1000,True,0.014386560151676386,0.013516373734294929,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.0035734611642404424,0.00024,0.0033334611642404422,0.0033334611642404422,1.0365738892394143
2010-03-04,long_microcap_short_zz1000,True,-0.03255486019969012,-0.03563746475931917,0.0,0.0,0.0,0.0,normal,0.8,0.8,-0.004044888392234779,0.00024,-0.004284888392234779,-0.004284888392234779,1.0321322858137187
2010-03-05,long_microcap_short_zz1000,True,0.009384938205784454,-0.0001061099862491588,0.0,0.0,0.0,-0.004284888392234731,normal,0.8,0.8,0.009469826194783782,0.00024,0.009229826194783781,0.009229826194783781,1.0416586874218043
2010-03-08,long_microcap_short_zz1000,True,0.013680413951623116,0.012795190325207484,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.003444261691457128,0.00024,0.003204261691457128,0.003204261691457128,1.0449964344494835
2010-03-09,long_microcap_short_zz1000,True,0.000831634565175321,0.0012423980634843623,0.0,0.0,0.0,0.0,normal,0.8,0.8,-0.00016228388561216893,0.00024,-0.0004022838856121689,-0.0004022838856121689,1.0445760492233824
2010-03-10,long_microcap_short_zz1000,True,-0.0069633943294704626,-0.011157029206044111,0.0,0.0,0.0,-0.00040228388561203143,normal,0.8,0.8,0.0019622290353648267,0.00024,0.0017222290353648268,0.0017222290353648268,1.0463750484250016
2010-03-11,long_microcap_short_zz1000,True,0.004181083129983998,-0.005347720631272979,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.00845925963500238,0.00024,0.00821925963500238,0.00821925963500238,1.0549754766235948
2010-03-12,long_microcap_short_zz1000,True,-0.01379382999383938,-0.01588838825253791,0.0,0.0003599999999999,0.0003599999999999,0.0,normal,0.8,0.8,-0.001083119391809051,0.00024,-0.001323119391809051,-0.001683119391808951,1.0531998269410068
2010-03-15,long_microcap_short_zz1000,True,-0.008111121968289448,-0.007499867610456956,0.0,0.0,0.0,-0.0016831193918088738,normal,0.8,0.8,-0.0021112278799238823,0.00024,-0.0023512278799238825,-0.0023512278799238825,1.050723514144772
2010-03-16,long_microcap_short_zz1000,True,0.014462947816219263,0.012720954894188452,0.0,0.0,0.0,-0.004030389874493667,normal,0.8,0.8,0.0042861839008685,0.00024,0.0040461839008685005,0.0040461839008685005,1.0549749347119686
2010-03-17,long_microcap_short_zz1000,True,0.022808034914389763,0.026195802261536505,0.0,0.0,0.0,-5.13672249513597e-07,normal,0.8,0.8,0.0018513931051605571,0.00024,0.0016113931051605572,0.0016113931051605572,1.0566749140478806
2010-03-18,long_microcap_short_zz1000,True,0.006795070403718295,0.0024836137114301327,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.004808179434574188,0.00024,0.004568179434574189,0.004568179434574189,1.0615019946592645
2010-03-19,long_microcap_short_zz1000,True,0.009898898795260624,0.008023472926113717,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.00348012045436965,0.00024,0.00324012045436965,0.00324012045436965,1.0649413889845143
2010-03-22,long_microcap_short_zz1000,True,0.013894454739170392,0.009121796839442142,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.006597017267616678,0.00024,0.006357017267616678,0.006357017267616678,1.0717112397832884
2010-03-23,long_microcap_short_zz1000,True,-0.004472231525409542,-0.005783584437815348,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.00015463602484273604,0.00024,-8.536397515726397e-05,-8.536397515726397e-05,1.07161975425164
2010-03-24,long_microcap_short_zz1000,True,0.004003479143831479,0.002451802665755176,0.0,0.0,0.0,-8.536397515712668e-05,normal,0.8,0.8,0.0020420370112273377,0.00024,0.0018020370112273377,0.0018020370112273377,1.0735508527107636
2010-03-25,long_microcap_short_zz1000,True,-0.008202067641335575,-0.015192623011203832,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.0039520307676274916,0.00024,0.0037120307676274914,0.0037120307676274914,1.0775359065066386
2010-03-26,long_microcap_short_zz1000,True,0.010245480045147914,0.013606023753903296,0.0,0.00042,0.00042,0.0,normal,0.8,0.8,-0.0006393389579747236,0.00024,-0.0008793389579747235,-0.0012993389579747236,1.076135822124698
2010-03-29,long_microcap_short_zz1000,True,0.005432951372599026,0.0059188566295622635,0.0,0.0,0.0,-0.0012993389579746273,normal,0.8,0.8,0.0006978660689492154,0.00024,0.0004578660689492154,0.0004578660689492154,1.0766285482032296
2010-03-30,long_microcap_short_zz1000,True,0.008982358657235068,0.006269730470764179,0.0,0.0,0.0,-0.0008420678122463832,normal,0.8,0.8,0.003966574280623724,0.00024,0.003726574280623724,0.003726574280623724,1.080640684460749
2010-03-31,long_microcap_short_zz1000,True,0.005545577382671585,0.0045058275786644675,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.0019409153197400106,0.00024,0.0017009153197400106,0.0017009153197400106,1.0824787627560826
2010-04-01,long_microcap_short_zz1000,True,0.014094041236546007,0.017050733293516585,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.000453454601732739,0.00024,0.000213454601732739,0.000213454601732739,1.0827098228292709
2010-04-02,long_microcap_short_zz1000,True,0.004668981959020879,0.003776277960157337,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.0016479595908950092,0.00024,0.0014079595908950092,0.0014079595908950092,1.0842342345084794
2010-04-06,long_microcap_short_zz1000,True,0.011520232917585416,0.003963175578225453,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.008349692455005053,0.00024,0.008109692455005053,0.008109692455005053,1.093027040699531
2010-04-07,long_microcap_short_zz1000,True,0.00901612166480703,0.001901936940673643,0.0,0.0,0.0,0.0,normal,0.8,0.8,0.007494572112268116,0.00024,0.007254572112268117,0.007254572112268117,1.1009564841869448
2010-04-08,long_microcap_short_zz1000,True,7.19616260624889e-06,0.0009370462444440175,0.0,0.0,0.0,0.0,normal,0.8,0.8,-0.0007424408329489651,0.00024,-0.0009824408329489652,-0.0009824408329489652,1.0998748595815797
2010-04-09,long_microcap_short_zz1000,True,0.013479887835774251,0.015107830932718835,0.0,0.0003599999999999,0.0003599999999999,-0.0009824408329488499,normal,0.8,0.8,0.0013936230895991823,0.00024,0.0011536230895991823,0.0007936230895992823,1.1007477456658135
2010-04-12,long_microcap_short_zz1000,True,0.0136553739753551,0.011337142857142934,0.0,0.0,0.0,-0.00018959743107871407,normal,0.8,0.8,0.004585659689640753,0.00024,0.004345659689640753,0.004345659689640753,1.1055312207726162
2010-04-13,long_microcap_short_zz1000,True,-0.022718557410810525,-0.01943678524612391,0.0,0.0,0.0,0.0,normal,0.8,0.8,-0.007169129213911395,0.00024,-0.007409129213911395,-0.007409129213911395,1.0973401971078989
2010-04-14,long_microcap_short_zz1000,True,0.011204520782727379,0.01709427404953301,0.0,0.0,0.0,-0.007409129213911236,normal,0.8,0.8,-0.00247089845689903,0.00024,-0.00271089845689903,-0.00271089845689903,1.0943654192608658
2010-04-15,long_microcap_short_zz1000,True,-0.008611874978953882,-0.009835102903040127,0.0,0.0,0.0,-0.010099942273857243,normal,0.8,0.8,-0.0007437926565217797,0.00024,-0.0009837926565217797,-0.0009837926565217797,1.0932887905978457
2010-04-16,long_microcap_short_zz1000,True,-0.0028033089416465984,-0.001078656336508943,0.0,0.0,0.0,-0.011073798681338731,normal,0.8,0.8,-0.001940383872439444,0.00024,-0.002180383872439444,-0.002180383872439444,1.0909050013509072
2010-04-19,long_microcap_short_zz1000,True,-0.03515113637394518,-0.04248358851245693,0.0,0.0,0.0,-0.013230037421726792,normal,0.8,0.8,-0.0011642655639796384,0.00024,-0.0014042655639796384,-0.0014042655639796384,1.0893730810239368
2010-04-20,long_microcap_short_zz1000,True,0.005780584234909458,0.014352563715770206,0.0,0.0,0.0,-0.01461572449974513,normal,0.8,0.8,-0.005701466737706707,0.00024,-0.005941466737706707,-0.005941466737706707,1.08290060709808
2010-04-21,long_microcap_short_zz1000,True,0.026788588276153158,0.03157685294015078,0.0,0.0,0.0,-0.02047035239648909,recovery_band,0.8,0.8,0.0015271059240325319,0.00024,0.0012871059240325319,0.0012871059240325319,1.0842944148846143
2010-04-22,long_microcap_short_zz1000,False,0.007358685487671934,0.006307379355462217,0.0,0.0,0.0,-0.019209593984293116,normal,0.8,0.8,0.00231278200330216,0.00024,0.0020727820033021598,0.0020727820033021598,1.0865419208340683
2010-04-23,cash,True,-0.0053913385569061,-0.010502395889937177,0.003,0.0,0.003,-0.01717662928169228,normal,0.8,0.0,0.0,0.0,0.0,-0.003,1.0832822950715661
2010-04-26,long_microcap_short_zz1000,True,-0.003884062673003341,-0.0017054077801741396,0.003,0.0,0.003,-0.0201250993938471,recovery_band,0.8,0.8,-0.002519736448864029,0.00024,-0.0027597364488640293,-0.005759736448864029,1.0770428745522334
2010-04-27,long_microcap_short_zz1000,True,-0.02401248083851626,-0.025894868235228352,0.0,0.0,0.0,-0.025768920574195442,recovery_band,0.8,0.8,-0.0032965862503335774,0.00024,-0.0035365862503335776,-0.0035365862503335776,1.0732338195310722
2010-04-28,long_microcap_short_zz1000,True,0.0019031240067730604,-0.0071504699554995055,0.0,0.0,0.0,-0.02921437281434036,recovery_band,0.8,0.8,0.0076234999711726655,0.00024,0.007383499971172666,0.007383499971172666,1.0811580414066413
2010-04-29,long_microcap_short_zz1000,True,-0.02612187315119563,-0.030580438860839942,0.0,0.0,0.0,-0.02204657716400027,recovery_band,0.8,0.8,-0.0016575220625236753,0.00024,-0.0018975220625236753,-0.0018975220625236753,1.0791065201699972
2010-04-30,long_microcap_short_zz1000,True,-0.03613650165389071,-0.033962457381575106,0.0,0.0,0.0,-0.023902265359952213,recovery_band,0.8,0.8,-0.00896653574863062,0.00024,-0.009206535748630621,-0.009206535748630621,1.0691716874154717
2010-05-04,long_microcap_short_zz1000,True,-0.0056494880934637726,-0.0016343622453488527,0.0,0.0,0.0,-0.03288874404807318,recovery_band,0.8,0.8,-0.004341998297184691,0.00024,-0.00458199829718469,-0.00458199829718469,1.064272744564336
2010-05-05,long_microcap_short_zz1000,False,0.026325912882531943,0.031519613482112074,0.0,0.0,0.0,-0.03732004617603302,recovery_band,0.8,0.8,0.0011102220968422817,0.00024,0.0008702220968422817,0.0008702220968422817,1.0651988982237228
2010-05-06,cash,False,-0.025252907643896982,-0.027652675193658882,0.003,0.0,0.003,-0.03648230080802839,recovery_band,0.8,0.0,0.0,0.0,0.0,-0.003,1.0620033015290518
2010-05-07,cash,True,-0.014703788225100767,-0.017805862502481173,0.0,0.0,0.0,-0.03937285390560419,recovery_band,0.8,0.0,0.0,0.0,0.0,0.0,1.0620033015290518
2010-05-10,long_microcap_short_zz1000,True,-0.01634380683038761,-0.019289629634619776,0.003,0.0,0.003,-0.03937285390560419,recovery_band,0.8,0.8,-0.0009121031226917865,0.00024,-0.0011521031226917864,-0.004152103122691786,1.057593754304464
2010-05-11,long_microcap_short_zz1000,True,-0.029590731072303145,-0.029189860026973435,0.0,0.0,0.0,-0.04336147687864522,recovery_band,0.8,0.8,-0.006238843050724394,0.00024,-0.006478843050724394,-0.006478843050724394,1.050741770358899
2010-05-12,long_microcap_short_zz1000,False,-0.028915239501626222,-0.024829059929854957,0.0,0.0,0.0,-0.04955938772622526,recovery_band,0.8,0.8,-0.009051991557742254,0.00024,-0.009291991557742255,-0.009291991557742255,1.0409782866993569
2010-05-13,cash,True,0.020432100545203946,0.024641312655398817,0.003,0.0,0.003,-0.058390873871608684,moderate,1.0,0.0,0.0,0.0,0.0,-0.003,1.0378553518392588
2010-05-14,long_microcap_short_zz1000,True,0.007078496135578094,0.005053819280521399,0.003,0.0,0.003,-0.06121570124999376,severe,1.1,1.1,0.0015192949270045547,0.00033,0.0011892949270045547,-0.0018107050729954453,1.035976101888648
2010-05-17,long_microcap_short_zz1000,True,-0.05576491925323923,-0.06494418492135634,0.0,0.0,0.0,-0.0629155627421889,severe,1.1,1.1,0.01567368416025275,0.00033,0.015343684160252748,0.015343684160252748,1.0518717919935971
2010-05-18,long_microcap_short_zz1000,True,-0.0005790626679956778,0.006563199365029915,0.0,0.0,0.0,-0.048537235105416965,recovery_band,1.1,1.1,-0.007798581969528585,0.00033,-0.008128581969528585,-0.008128581969528585,1.0433215659109423
2010-05-19,long_microcap_short_zz1000,True,-0.002390929569244582,-6.48796482525249e-05,0.0,0.0,0.0,-0.0562712781808169,moderate,1.0,1.0,-0.002326049920992057,0.0003,-0.002626049920992057,-0.002626049920992057,1.0405817513952125
2010-05-20,long_microcap_short_zz1000,True,-0.017392975884771067,-0.022105431278012344,0.0,0.0,0.0,-0.058749556916188106,moderate,1.0,1.0,0.004712455393241277,0.0003,0.004412455393241277,0.004412455393241277,1.0451732719562647
2010-05-21,long_microcap_short_zz1000,False,0.015110940439049703,0.019180417396097438,0.0,0.0007199999999999,0.0007199999999999,-0.0545963313222122,moderate,1.0,1.0,-0.004069476957047735,0.0003,-0.004369476957047735,-0.005089476957047635,1.0398538866725213
2010-05-24,cash,False,0.04040484113067366,0.046475233740804534,0.003,0.0,0.003,-0.05940794150905604,moderate,1.0,0.0,0.0,0.0,0.0,-0.003,1.0367343250125038
2010-05-25,cash,False,-0.0025217183109396135,-0.002378360271334201,0.0,0.0,0.0,-0.062229717684528785,severe,1.1,0.0,0.0,0.0,0.0,0.0,1.0367343250125038
2010-05-26,cash,False,0.005386646984688159,0.003189899769991511,0.0,0.0,0.0,-0.062229717684528785,severe,1.1,0.0,0.0,0.0,0.0,0.0,1.0367343250125038
2010-05-27,cash,True,0.021424284019570194,0.019473021079635,0.0,0.0,0.0,-0.062229717684528785,severe,1.1,0.0,0.0,0.0,0.0,0.0,1.0367343250125038
2010-05-28,long_microcap_short_zz1000,True,0.005986633834811794,0.0039703013020149225,0.003,0.0,0.003,-0.062229717684528785,severe,1.1,1.1,0.0016193024025953793,0.00033,0.0012893024025953793,-0.0017106975974046207,1.0349607860935581
2010-05-31,long_microcap_short_zz1000,True,-0.025086950996750845,-0.03063004982375983,0.0,0.0,0.0,-0.06383395905340328,severe,1.1,1.1,0.008606103809384973,0.00033,0.008276103809384972,0.008276103809384972,1.0435262289979113
2010-06-01,long_microcap_short_zz1000,False,-0.02206174778560488,-0.02132791641365228,0.0,0.0,0.0,-0.05608615171570819,moderate,1.0,1.0,-0.000733831371952598,0.0003,-0.0010338313719525979,-0.0010338313719525979,1.0424473988449179
2010-06-02,cash,True,0.018441720028267605,0.016762486304152446,0.003,0.0,0.003,-0.05706199946448487,moderate,1.0,0.0,0.0,0.0,0.0,-0.003,1.0393200566483831
2010-06-03,long_microcap_short_zz1000,True,-0.002642225916107188,-0.007417308991580218,0.003,0.0,0.003,-0.059890813466091486,moderate,1.0,1.0,0.00477508307547303,0.0003,0.00447508307547303,0.00147508307547303,1.040853140073945
2010-06-04,long_microcap_short_zz1000,True,0.004509351238775938,0.008399814584400866,0.0,0.0003,0.0003,-0.058504074315938515,moderate,1.0,1.0,-0.0038904633456249282,0.0003,-0.004190463345624928,-0.004490463345624928,1.0361792272002641
2010-06-07,long_microcap_short_zz1000,True,-0.007474083716243363,-0.003316938158821059,0.0,0.0,0.0,-0.06273182726027804,severe,1.1,1.1,-0.0038254517415401974,0.00033,-0.004155451741540197,-0.004155451741540197,1.031873434426047
2010-06-08,long_microcap_short_zz1000,False,0.012843836017464083,0.014807190954505556,0.0,0.0,0.0,-0.06662659992097963,severe,1.1,1.1,-0.0034440740324920283,0.00033,-0.0037740740324920283,-0.0037740740324920283,1.0279790676923612
2010-06-09,cash,False,0.020520212322687748,0.025900464524400535,0.003,0.0,0.003,-0.07014922023283665,severe,1.1,0.0,0.0,0.0,0.0,-0.003,1.0248951304892842
2010-06-10,cash,False,0.0014507860340924328,0.0020937769591271582,0.0,0.0,0.0,-0.0729387725721381,severe,1.1,0.0,0.0,0.0,0.0,0.0,1.0248951304892842
2010-06-11,cash,False,-0.0034823933474077418,-0.004825634964214842,0.0,0.0,0.0,-0.0729387725721381,severe,1.1,0.0,0.0,0.0,0.0,0.0,1.0248951304892842
2010-06-17,cash,True,-0.0027805075996129025,-0.010658991756173575,0.0,0.0,0.0,-0.0729387725721381,severe,1.1,0.0,0.0,0.0,0.0,0.0,1.0248951304892842
2010-06-18,long_microcap_short_zz1000,True,-0.03992391288348107,-0.038711583226004764,0.003,0.0,0.003,-0.0729387725721381,severe,1.1,1.1,0.002658828665124173,0.00033,0.002328828665124173,-0.0006711713348758271,1.0242072502564459
2010-06-21,long_microcap_short_zz1000,True,0.02651314288508666,0.024981930998539736,0.0,0.0,0.0,-0.07356098949366252,severe,1.1,1.1,-0.0009669812133070513,0.00033,-0.0012969812133070513,-0.0012969812133070513,1.0228788726943305
2010-06-22,long_microcap_short_zz1000,True,0.013159164797540424,0.009130897787670289,0.0,0.0,0.0,-0.07476256348556387,severe,1.1,1.1,0.0031151772311031056,0.00033,0.0027851772311031056,0.0027851772311031056,1.0257277716407354
2010-06-23,long_microcap_short_zz1000,True,0.00035919441247123096,-0.0004515820821737737,0.0,0.0,0.0,-0.07218561324401951,severe,1.1,1.1,0.000855934702862382,0.00033,0.000525934702862382,0.000525934702862382,1.026267237471531
2010-06-24,long_microcap_short_zz1000,True,-0.0005601919056692495,0.0005659215366433656,0.0,0.0,0.0,-0.07169764346020957,severe,1.1,1.1,-0.0011827055959769519,0.00033,-0.0015127055959769519,-0.0015127055959769519,1.0247147972784398
2010-06-25,long_microcap_short_zz1000,True,-0.01681899336674153,-0.016183806212585194,0.0,0.0,0.0,-0.07310189162970604,severe,1.1,1.1,0.0009831934671021836,0.00033,0.0006531934671021836,0.0006531934671021836,1.025384134289665
2010-06-28,long_microcap_short_zz1000,True,-0.01367987221338307,-0.020923665578855166,0.0,0.0,0.0,-0.07249644784064924,severe,1.1,1.1,0.009336159923357613,0.00033,0.009006159923357612,0.009006159923357612,1.0346189077859513
2010-06-29,long_microcap_short_zz1000,True,-0.053082183900903135,-0.058896819542138434,0.0,0.0,0.0,-0.06414320252041983,severe,1.1,1.1,0.011704317595449154,0.00033,0.011374317595449154,0.011374317595449154,1.0463869918333653
2010-06-30,long_microcap_short_zz1000,True,-0.023653459511293606,-0.02144989998610547,0.0,0.0,0.0,-0.05349847008202735,moderate,1.0,1.0,-0.002203559525188137,0.0003,-0.0025035595251881367,-0.0025035595251881367,1.043767299712928
2010-07-01,long_microcap_short_zz1000,True,-0.01309077672348169,-0.012621060104751392,0.0,0.0,0.0,-0.055868093002858554,moderate,1.0,1.0,-0.00046971661873029813,0.0003,-0.000769716618730298,-0.000769716618730298,1.0429638946762516
2010-07-02,long_microcap_short_zz1000,True,0.0009316164494079793,-0.006943351584842383,0.0,0.0006,0.0006,-0.05659480702194786,moderate,1.0,1.0,0.007874968034250363,0.0003,0.007574968034250363,0.006974968034250363,1.0502385345024958
2010-07-05,long_microcap_short_zz1000,True,-0.00538347635550529,-0.008923619175125297,0.0,0.0,0.0,-0.050014585957580016,moderate,1.0,1.0,0.003540142819620007,0.0003,0.003240142819620007,0.003240142819620007,1.0536414573489523
2010-07-06,long_microcap_short_zz1000,True,0.02537833085068364,0.030725417598262084,0.0,0.0,0.0,-0.04693649753952678,recovery_band,1.0,1.0,-0.0053470867475784445,0.0003,-0.005647086747578444,-0.005647086747578444,1.0476914526384578
2010-07-07,long_microcap_short_zz1000,True,0.011544481937766582,0.015205657520983129,0.0,0.0,0.0,-0.05231852981387208,moderate,1.0,1.0,-0.003661175583216547,0.0003,-0.003961175583216547,-0.003961175583216547,1.0435413628375216
2010-07-08,long_microcap_short_zz1000,True,-0.0002459827874248255,-0.005854162330494184,0.0,0.0,0.0,-0.05607246251424003,moderate,1.0,1.0,0.005608179543069358,0.0003,0.005308179543069358,0.005308179543069358,1.0490806677520825
2010-07-09,long_microcap_short_zz1000,True,0.028774845849463215,0.029920203955615232,0.0,0.0,0.0,-0.05106192566961831,moderate,1.0,1.0,-0.0011453581061520168,0.0003,-0.0014453581061520168,-0.0014453581061520168,1.0475643705049398
2010-07-12,long_microcap_short_zz1000,True,0.015317921899220766,0.012328016324135938,0.0,0.0,0.0,-0.052433481007587934,moderate,1.0,1.0,0.002989905575084828,0.0003,0.002689905575084828,0.002689905575084828,1.0503822197454213
2010-07-13,long_microcap_short_zz1000,True,-0.009334335952481898,-0.014117300174369185,0.0,0.0,0.0,-0.04988461654538645,recovery_band,1.0,1.0,0.004782964221887287,0.0003,0.004482964221887287,0.004482964221887287,1.0550910456558467
2010-07-14,long_microcap_short_zz1000,True,0.012163579826225623,0.009676072025246008,0.0,0.0,0.0,-0.04562528327469462,recovery_band,1.0,1.0,0.002487507800979616,0.0003,0.002187507800979616,0.002187507800979616,1.0573990655489627
2010-07-15,long_microcap_short_zz1000,True,-0.017795308536181498,-0.025374281504633278,0.0,0.0,0.0,-0.043537581136800174,recovery_band,1.0,1.0,0.00757897296845178,0.0003,0.0072789729684517804,0.0072789729684517804,1.0650958447639596
2010-07-16,long_microcap_short_zz1000,True,0.004909650657016762,0.0065578495074407606,0.0,0.00042,0.00042,-0.036575517044555084,recovery_band,1.0,1.0,-0.0016481988504239986,0.0003,-0.0019481988504239985,-0.0023681988504239988,1.062573486008798
2010-07-19,long_microcap_short_zz1000,True,0.019276270594268174,0.023199881306564807,0.0,0.0,0.0,-0.038857097797560636,recovery_band,1.0,1.0,-0.003923610712296632,0.0003,-0.004223610712296632,-0.004223610712296632,1.058085589250689
2010-07-20,long_microcap_short_zz1000,True,0.02370104280644525,0.031094185644219285,0.0,0.0,0.0,-0.04291659125535063,recovery_band,1.0,1.0,-0.007393142837774036,0.0003,-0.007693142837774036,-0.007693142837774036,1.0499455856779933
2010-07-21,long_microcap_short_zz1000,True,0.0014154471959448856,0.0015271921622228568,0.0,0.0,0.0,-0.0502795706264868,moderate,1.0,1.0,-0.00011174496627797126,0.0003,-0.00041174496627797123,-0.00041174496627797123,1.0495132758682246
2010-07-22,long_microcap_short_zz1000,True,0.011284984764789341,0.016226615887155127,0.0,0.0,0.0,-0.05067061323265265,moderate,1.0,1.0,-0.004941631122365786,0.0003,-0.005241631122365786,-0.005241631122365786,1.0440121144180976
2010-07-23,long_microcap_short_zz1000,True,0.005804742167508925,0.0015077874068238906,0.0,0.0,0.0,-0.055646647691708906,moderate,1.0,1.0,0.0042969547606850345,0.0003,0.0039969547606850345,0.0039969547606850345,1.048184983609034
2010-07-26,long_microcap_short_zz1000,True,0.01271352776624779,0.013796542150856794,0.0,0.0,0.0,-0.051872110064431265,moderate,1.0,1.0,-0.0010830143846090046,0.0003,-0.0013830143846090045,-0.0013830143846090045,1.0467353286989716
2010-07-27,long_microcap_short_zz1000,True,0.00027008958013530204,-0.0009287400888631225,0.0,0.0,0.0,-0.0531833845746611,moderate,1.0,1.0,0.0011988296689984246,0.0003,0.0008988296689984247,0.0008988296689984247,1.0476761654679951
2010-07-28,long_microcap_short_zz1000,True,0.01761664542553798,0.019660276539103183,0.0,0.0,0.0,-0.052332357709616084,moderate,1.0,1.0,-0.002043631113565203,0.0003,-0.002343631113565203,-0.002343631113565203,1.0452207990096636
2010-07-29,long_microcap_short_zz1000,True,0.0072890113060024575,0.006880954333993383,0.0,0.0,0.0,-0.05455334108140686,moderate,1.0,1.0,0.0004080569720090743,0.0003,0.00010805697200907434,0.00010805697200907434,1.0453337424042854
2010-07-30,long_microcap_short_zz1000,True,0.0025339664152317365,0.0006610477607007503,0.0,0.0003599999999999,0.0003599999999999,-0.05445117897824803,moderate,1.0,1.0,0.0018729186545309862,0.0003,0.0015729186545309862,0.0012129186545310863,1.0466016472006585
2010-08-02,long_microcap_short_zz1000,True,0.018132178411625954,0.021090706086228428,0.0,0.0,0.0,-0.05330430517446083,moderate,1.0,1.0,-0.0029585276746024736,0.0003,-0.0032585276746024735,-0.0032585276746024735,1.0431912667689707
