date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav,momentum_gap_exit_buffer,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net,overlay_pre_cost_return
2010-01-28,0.0,cash,long_microcap_short_zz1000,True,979.7347715432576,4248.04,0.015157289716936084,0.012732946648452925,-0.030412258874248588,-0.04599954635998804,0.015587287485739454,,0.39106040697179123,0.0,0.0,1.0,,,0.0,1.0,0.0,0.003,0.0,0.003,-0.0030000000000000027,0.997,0.0
2010-01-29,0.00319342247629903,long_microcap_short_zz1000,long_microcap_short_zz1000,True,990.8995181482128,4290.32,0.011395682718669642,0.009952825302963264,-0.001271193072780341,-0.01624338478753362,0.01497219171475328,,0.06804694137623224,0.00023999999999999998,0.00343342247629903,1.0,,,0.00319342247629903,1.003193422476299,0.0,0.0,0.0,0.0,0.003193422476299057,1.0001838422088702,0.003193422476299057
2010-02-01,-0.004826124708320959,long_microcap_short_zz1000,long_microcap_short_zz1000,True,977.0556882709188,4239.99,-0.013970972458605346,-0.011731059687855483,-0.025412419191110813,-0.040242022558892976,0.014829603367782163,,0.16691951182411502,0.00023999999999999998,-0.00458612470832096,1.0,,,-0.004826124708320959,0.9983518859128611,0.0,0.0,0.0,0.0,-0.004826124708321,0.9953568302551226,-0.004826124708321
2010-02-02,0.003319073476557373,long_microcap_short_zz1000,long_microcap_short_zz1000,True,977.8563310574236,4225.47,0.0008194443736586621,-0.0034245363786233884,-0.03494460163194535,-0.0504433767646304,0.01549877513268505,,0.5914562225142451,0.00023999999999999998,0.003559073476557373,1.0,,,0.003319073476557373,1.0016654891776655,0.0,0.0,0.0,0.0,0.003319073476557355,0.9986604927101326,0.003319073476557355
2010-02-03,0.004115147396143221,long_microcap_short_zz1000,long_microcap_short_zz1000,True,996.8092547340736,4304.84,0.01938211481041896,0.018783709267844673,-0.03861424804851121,-0.05213140743350364,0.013517159384992428,,0.5667901901286457,0.00023999999999999998,0.004355147396143221,1.0,,,0.004115147396143221,1.0057874903072614,0.0,0.0,0.0,0.0,0.0041151473961431595,1.0027701278363397,0.0041151473961431595
2010-02-04,0.0006429542855451674,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1008.691055286098,4364.23,0.01191983370498928,0.01379609927430514,-0.019453462293507306,-0.026996958968367957,0.00754349667486065,,0.2731320619692249,0.00023999999999999998,0.0008829542855451674,1.0,,,0.0006429542855451674,1.0064341656845022,0.0,0.0,0.0,0.0,0.000642954285545061,1.0034148631874487,0.000642954285545061
2010-02-05,0.0028191361355452945,long_microcap_short_zz1000,long_microcap_short_zz1000,True,996.531646639549,4281.78,-0.012054641094344065,-0.018892221537361698,-0.05638007452146854,-0.07105634261167648,0.014676268090207945,,0.6627475684533493,0.00023999999999999998,0.0030591361355452942,1.0,,,0.0028191361355452945,1.0092714406090306,0.0,0.0,0.0,0.0,0.002819136135545186,1.0062436262872034,0.002819136135545186
2010-02-08,0.004999360565223228,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1001.1570267284662,4278.58,0.004641478376040231,-0.0007473527364787458,-0.05866053717165243,-0.08147330772913364,0.02281277055748121,,0.7059465506931497,0.00023999999999999998,0.005239360565223228,1.0,,,0.004999360565223228,1.0143171524488175,0.0,0.0,0.0,0.0,0.00499936056522321,1.0112742009914708,0.00499936056522321
2010-02-09,-0.0017095120222476764,long_microcap_short_zz1000,long_microcap_short_zz1000,True,999.4518216152362,4277.33,-0.001703234425474931,-0.0002921530040340681,-0.07634869410208966,-0.09647553363399208,0.02012683953190242,,0.7896792244565987,0.00023999999999999998,-0.0014695120222476764,1.0,,,-0.0017095120222476764,1.0125831650823343,0.0,0.0,0.0,0.0,-0.0017095120222476723,1.0095454155870869,-0.0017095120222476723
2010-02-10,0.006591557157531565,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1016.2037495515794,4330.42,0.016761116017848687,0.012411948575396403,-0.060050693390524934,-0.08649600776297606,0.026445314372451123,,0.8544471702458101,0.00023999999999999998,0.0068315571575315644,1.0,,,0.006591557157531565,1.0192576648917286,0.0,0.0,0.0,0.0,0.006591557157531458,1.016199891897053,0.006591557157531458
2010-02-11,-0.002074196664021137,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1009.967529046266,4307.13,-0.006136781632684718,-0.005378231210829476,-0.03239938254431485,-0.060962555186133915,0.028563172641819068,,0.7416627536236489,0.00023999999999999998,-0.0018341966640211373,1.0,,,-0.002074196664021137,1.0171435240434323,0.0,0.0,0.0006,0.0006,-0.0026729521460227,1.0134836382152186,-0.0020741966640210885
2010-02-12,-0.0003931979141915062,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1020.9087458506666,4366.28,0.010833236207834052,0.013733042652531946,-0.03407349686636374,-0.05213364796599551,0.01806015109963177,,0.029718756778029126,0.00023999999999999998,-0.00015319791419150623,1.0,,,-0.0003931979141915062,1.0167435853313451,0.0,0.0,0.0,0.0,-0.00039319791419145655,1.0130851385626052,-0.00039319791419145655
2010-02-22,-0.000905666206977944,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1025.1692385307008,4392.69,0.004173235558369237,0.006048627206683976,-0.007377971521224214,-0.01757662235422519,0.010198650833000977,,0.16474986805970201,0.00023999999999999998,-0.000665666206977944,1.0,,,-0.000905666206977944,1.015822755024949,0.0,0.0,0.0,0.0,-0.000905666206977962,1.0121676215878175,-0.000905666206977962
2010-02-23,-0.0016834034613905137,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1037.0463521594725,4464.23,0.01158551503729699,0.01628614812335938,0.0165637433522956,0.012976964130118951,0.0035867792221766504,,0.9408178166240839,0.00023999999999999998,-0.0014434034613905137,1.0,,,-0.0016834034613905137,1.0141127154829808,0.0,0.0,0.0,0.0,-0.0016834034613905091,1.010463735110129,-0.0016834034613905091
2010-02-24,0.007226322612953613,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1062.524083862574,4559.66,0.024567592036796038,0.02137658677980303,0.0907066261883771,0.07871415255480341,0.011992473633573697,,0.7281224370064138,0.00023999999999999998,0.007466322612953612,1.0,,,0.007226322612953613,1.0214410211309592,0.0,0.0,0.0,0.0,0.0072263226129536395,1.017765672048725,0.0072263226129536395
2010-02-25,0.000920428226022291,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1079.6774743327842,4645.06,0.01614400156263085,0.018729466670760697,0.11871344209375478,0.10738253433556721,0.01133090775818757,,0.5995960956755466,0.00023999999999999998,0.001160428226022291,1.0,,,0.000920428226022291,1.022381184278025,0.0,0.0,0.00024,0.00024,0.0006802073232479167,1.0184579637122029,0.0009204282260222296
2010-02-26,0.005271077863811398,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1087.1673146130372,4653.34,0.006937108959211624,0.001782538869250283,0.10965472104307805,0.09540870613271069,0.014246014910367366,,0.030165342625366246,0.00023999999999999998,0.005511077863811398,1.0,,,0.005271077863811398,1.0277702351068503,0.0,0.0,0.0,0.0,0.005271077863811424,1.0238263349399488,0.005271077863811424
2010-03-01,0.008486225202852731,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1109.4665389086738,4721.89,0.02051130860531214,0.014731354253074258,0.1196559475395027,0.10059156426560278,0.01906438327389992,,0.749204915346462,0.00023999999999999998,0.008726225202852732,1.0,,,0.008486225202852731,1.036492124778756,0.0,0.0,0.0,0.0,0.008486225202852804,1.0325147557868606,0.008486225202852804
