window_years,version,source_file,start_date,end_date,days,final_nav,total_return_pct,annual_return_pct,annual_vol_pct,sharpe,max_drawdown_pct,calmar
3,v1.0,microcap_top100_mom16_biweekly_live_nav.csv,2023-04-10,2026-04-10,726,2.527421921129924,152.74219211299237,36.20570509321463,15.249586878252524,2.3742089134786784,-9.945147077745542,3.640539934721818
3,v1.1,microcap_top100_mom16_biweekly_live_v1_1_nav.csv,2023-04-10,2026-04-10,726,2.609213044270034,160.92130442700338,37.65907429552029,15.273323378460562,2.4656764845711034,-9.895925970790909,3.805512935997689
3,v1.2,microcap_top100_mom16_biweekly_live_v1_2_nav.csv,2023-04-10,2026-04-10,726,2.488755030584714,148.87550305847142,35.507690074552144,14.485965745816678,2.451178657854152,-9.17606860061867,3.869597277439506
5,v1.0,microcap_top100_mom16_biweekly_live_nav.csv,2021-04-12,2026-04-10,1210,4.002853620665184,300.2853620665184,32.01477890598026,15.077911773191879,2.1232899746038885,-11.985146183026952,2.671204707650437
5,v1.1,microcap_top100_mom16_biweekly_live_v1_1_nav.csv,2021-04-12,2026-04-10,1210,4.22504288485983,322.504288485983,33.45062847972409,15.09324894608628,2.216264278102822,-11.894643102429214,2.8122431410230835
5,v1.2,microcap_top100_mom16_biweekly_live_v1_2_nav.csv,2021-04-12,2026-04-10,1210,3.884390054965726,288.4390054965726,31.222998956800186,14.204209478911736,2.198151118733878,-10.593341389172195,2.947417420976751
8,v1.0,microcap_top100_mom16_biweekly_live_nav.csv,2018-04-10,2026-04-10,1942,9.236344753420566,823.6344753420566,32.03452787991034,13.074347911637227,2.450181691386461,-11.985146183026973,2.6728524951390864
8,v1.1,microcap_top100_mom16_biweekly_live_v1_1_nav.csv,2018-04-10,2026-04-10,1942,10.065942457748786,906.5942457748786,33.46174700187703,13.086758560289052,2.5569163553925875,-11.894643102429237,2.8131778914024883
8,v1.2,microcap_top100_mom16_biweekly_live_v1_2_nav.csv,2018-04-10,2026-04-10,1942,9.165511104445738,816.5511104445737,31.907529344599016,12.436598953181747,2.5656153635504886,-10.593341389172151,3.01203635117555
12,v1.0,microcap_top100_mom16_biweekly_live_nav.csv,2014-04-10,2026-04-10,2918,45.703913146219335,4470.391314621934,37.50846966093084,11.694297653290853,3.207415338053732,-11.985146183026952,3.1295796553611797
12,v1.1,microcap_top100_mom16_biweekly_live_v1_1_nav.csv,2014-04-10,2026-04-10,2918,52.30326823975464,5130.326823975463,39.062725083183516,11.70485206300267,3.3373104480880276,-11.894643102429237,3.2840602905694376
12,v1.2,microcap_top100_mom16_biweekly_live_v1_2_nav.csv,2014-04-10,2026-04-10,2918,46.95776925803918,4595.776925803918,37.81895569675942,11.194413696169281,3.3783775303659747,-10.593341389172172,3.570068622107799
15,v1.0,microcap_top100_mom16_biweekly_live_nav.csv,2011-04-11,2026-04-10,3645,67.5629773439395,6656.297734393949,32.433325860517506,10.809387709912789,3.0004776154688577,-11.985146183026952,2.7061268477850295
15,v1.1,microcap_top100_mom16_biweekly_live_v1_1_nav.csv,2011-04-11,2026-04-10,3645,79.62842103570974,7862.842103570973,33.89218393309918,10.81921180227869,3.132592701989712,-11.894643102429237,2.8493653522212368
15,v1.2,microcap_top100_mom16_biweekly_live_v1_2_nav.csv,2011-04-11,2026-04-10,3645,71.24306484166684,7024.306484166684,32.90247958062204,10.371807008778266,3.1722996342657317,-10.593341389172151,3.1059585801938656
