top_n,hedge_ratio,annual,max_dd,sharpe,vol,total_return,entry_days,exit_days,entry_exit_cost_sum,rebalance_cost_sum,total_cost_sum,active_days_pct,avg_turnover_frac_one_side
20,0.9,3.448436793839929,-0.1681963251591102,9.802903582459193,0.35177707960020976,28843871218.425255,105,105,0.63,0.40349999999999997,1.0335,0.7666581567526168,0.19607142857142856
20,1.0,3.4165970681218134,-0.17897215103401667,9.663382153376935,0.353561208062941,25686928765.35965,105,105,0.63,0.40349999999999997,1.0335,0.7666581567526168,0.19607142857142856
30,0.9,2.173811065953453,-0.16910526238993215,8.463557520747488,0.25684365712935636,124153744.78407669,86,86,0.516,0.36919999999999875,0.8851999999999989,0.7824865968853715,0.18087301587301585
30,1.0,2.149060419872912,-0.1828019895736136,8.319453625826176,0.25831749493759526,109419103.23949376,86,86,0.516,0.36919999999999875,0.8851999999999989,0.7824865968853715,0.18087301587301585
100,1.0,0.7063491288966837,-0.14826657740737736,5.227805065339419,0.13511389963252646,5556.182825092248,80,79,0.4770000000000001,0.24731999999999668,0.7243199999999967,0.7549144753637989,0.12835714285714284
100,0.9,0.717152430278637,-0.1318378284051457,5.227749985305715,0.13718185305235064,6151.975151908504,80,79,0.4770000000000001,0.24731999999999668,0.7243199999999967,0.7549144753637989,0.12835714285714284
