rebalance_date,entry_count,exit_count,turnover_frac_one_side,two_side_cost_rate
2013-11-05,2,2,0.1,0.0006000000000000001
2013-11-19,6,6,0.3,0.0018
2013-12-03,4,4,0.2,0.0012000000000000001
2013-12-17,4,4,0.2,0.0012000000000000001
2013-12-31,3,3,0.15,0.0009
2014-01-14,4,4,0.2,0.0012000000000000001
2014-01-28,2,2,0.1,0.0006000000000000001
2014-02-11,2,2,0.1,0.0006000000000000001
2014-02-25,1,1,0.05,0.00030000000000000003
2014-03-11,5,5,0.25,0.0015
2014-03-25,5,5,0.25,0.0015
2014-04-08,5,5,0.25,0.0015
2014-04-22,4,4,0.2,0.0012000000000000001
2014-05-06,3,3,0.15,0.0009
2014-05-20,3,3,0.15,0.0009
2014-06-03,4,4,0.2,0.0012000000000000001
2014-06-17,4,4,0.2,0.0012000000000000001
2014-07-01,4,4,0.2,0.0012000000000000001
2014-07-15,3,3,0.15,0.0009
2014-07-29,4,4,0.2,0.0012000000000000001
2014-08-12,4,4,0.2,0.0012000000000000001
2014-08-26,5,5,0.25,0.0015
2014-09-09,4,4,0.2,0.0012000000000000001
2014-09-23,5,5,0.25,0.0015
2014-10-08,5,5,0.25,0.0015
2014-10-21,3,3,0.15,0.0009
2014-11-04,3,3,0.15,0.0009
2014-11-18,4,4,0.2,0.0012000000000000001
2014-12-02,4,4,0.2,0.0012000000000000001
2014-12-16,4,4,0.2,0.0012000000000000001
2014-12-30,8,8,0.4,0.0024000000000000002
2015-01-13,4,4,0.2,0.0012000000000000001
2015-01-27,6,6,0.3,0.0018
2015-02-10,6,6,0.3,0.0018
2015-02-25,8,8,0.4,0.0024000000000000002
2015-03-10,8,8,0.4,0.0024000000000000002
2015-03-24,6,6,0.3,0.0018
2015-04-07,7,7,0.35,0.0021
2015-04-21,3,3,0.15,0.0009
2015-05-05,6,6,0.3,0.0018
2015-05-19,11,11,0.55,0.0033000000000000004
2015-06-02,12,12,0.6,0.0036
2015-06-16,10,10,0.5,0.003
2015-06-30,11,11,0.55,0.0033000000000000004
2015-07-14,12,12,0.6,0.0036
2015-07-28,7,7,0.35,0.0021
2015-08-11,5,5,0.25,0.0015
2015-08-25,15,15,0.75,0.0045000000000000005
2015-09-08,9,9,0.45,0.0027
2015-09-22,6,6,0.3,0.0018
2015-10-08,4,4,0.2,0.0012000000000000001
2015-10-20,6,6,0.3,0.0018
2015-11-03,5,5,0.25,0.0015
2015-11-17,8,8,0.4,0.0024000000000000002
2015-12-01,2,2,0.1,0.0006000000000000001
2015-12-15,6,6,0.3,0.0018
2015-12-29,9,9,0.45,0.0027
2016-01-12,11,11,0.55,0.0033000000000000004
2016-01-26,8,8,0.4,0.0024000000000000002
2016-02-15,5,5,0.25,0.0015
2016-02-23,8,8,0.4,0.0024000000000000002
2016-03-08,8,8,0.4,0.0024000000000000002
2016-03-22,11,11,0.55,0.0033000000000000004
2016-04-05,6,6,0.3,0.0018
2016-04-19,5,5,0.25,0.0015
2016-05-03,6,6,0.3,0.0018
2016-05-17,9,9,0.45,0.0027
2016-05-31,7,7,0.35,0.0021
2016-06-14,6,6,0.3,0.0018
2016-06-28,9,9,0.45,0.0027
2016-07-12,6,6,0.3,0.0018
2016-07-26,5,5,0.25,0.0015
2016-08-09,6,6,0.3,0.0018
2016-08-23,7,7,0.35,0.0021
2016-09-06,9,9,0.45,0.0027
2016-09-20,8,8,0.4,0.0024000000000000002
2016-10-10,7,7,0.35,0.0021
2016-10-18,9,9,0.45,0.0027
2016-11-01,10,10,0.5,0.003
2016-11-15,7,7,0.35,0.0021
2016-11-29,7,7,0.35,0.0021
2016-12-13,13,13,0.65,0.0039000000000000003
2016-12-27,15,15,0.75,0.0045000000000000005
2017-01-10,15,15,0.75,0.0045000000000000005
2017-01-24,13,13,0.65,0.0039000000000000003
2017-02-07,12,12,0.6,0.0036
2017-02-21,14,14,0.7,0.0042
2017-03-07,13,13,0.65,0.0039000000000000003
2017-03-21,13,13,0.65,0.0039000000000000003
2017-04-05,11,11,0.55,0.0033000000000000004
2017-04-18,11,11,0.55,0.0033000000000000004
2017-05-02,11,11,0.55,0.0033000000000000004
2017-05-16,11,11,0.55,0.0033000000000000004
2017-05-31,6,6,0.3,0.0018
2017-06-13,5,5,0.25,0.0015
2017-06-27,8,8,0.4,0.0024000000000000002
2017-07-11,8,8,0.4,0.0024000000000000002
2017-07-25,7,7,0.35,0.0021
2017-08-08,8,8,0.4,0.0024000000000000002
2017-08-22,5,5,0.25,0.0015
2017-09-05,9,9,0.45,0.0027
2017-09-19,7,7,0.35,0.0021
2017-10-09,6,6,0.3,0.0018
2017-10-17,5,5,0.25,0.0015
2017-10-31,5,5,0.25,0.0015
2017-11-14,7,7,0.35,0.0021
2017-11-28,8,8,0.4,0.0024000000000000002
2017-12-12,3,3,0.15,0.0009
2017-12-26,6,6,0.3,0.0018
2018-01-09,5,5,0.25,0.0015
2018-01-23,4,4,0.2,0.0012000000000000001
2018-02-06,6,6,0.3,0.0018
2018-02-22,5,5,0.25,0.0015
2018-03-06,4,4,0.2,0.0012000000000000001
2018-03-20,2,2,0.1,0.0006000000000000001
2018-04-03,7,7,0.35,0.0021
2018-04-17,5,5,0.25,0.0015
2018-05-02,5,5,0.25,0.0015
2018-05-15,5,5,0.25,0.0015
2018-05-29,6,6,0.3,0.0018
2018-06-12,6,6,0.3,0.0018
2018-06-26,5,5,0.25,0.0015
2018-07-10,2,2,0.1,0.0006000000000000001
2018-07-24,2,2,0.1,0.0006000000000000001
2018-08-07,2,2,0.1,0.0006000000000000001
2018-08-21,3,3,0.15,0.0009
2018-09-04,3,3,0.15,0.0009
2018-09-18,5,5,0.25,0.0015
2018-10-08,5,5,0.25,0.0015
2018-10-16,4,4,0.2,0.0012000000000000001
2018-10-30,5,5,0.25,0.0015
2018-11-13,6,6,0.3,0.0018
2018-11-27,4,4,0.2,0.0012000000000000001
2018-12-11,3,3,0.15,0.0009
2018-12-25,5,5,0.25,0.0015
2019-01-08,2,2,0.1,0.0006000000000000001
2019-01-22,2,2,0.1,0.0006000000000000001
2019-02-11,2,2,0.1,0.0006000000000000001
2019-02-19,1,1,0.05,0.00030000000000000003
2019-03-05,1,1,0.05,0.00030000000000000003
2019-03-19,1,1,0.05,0.00030000000000000003
2019-04-02,3,3,0.15,0.0009
2019-04-16,4,4,0.2,0.0012000000000000001
2019-04-30,2,2,0.1,0.0006000000000000001
2019-05-14,2,2,0.1,0.0006000000000000001
2019-05-28,3,3,0.15,0.0009
2019-06-11,3,3,0.15,0.0009
2019-06-25,2,2,0.1,0.0006000000000000001
2019-07-09,1,1,0.05,0.00030000000000000003
2019-07-23,2,2,0.1,0.0006000000000000001
2019-08-06,2,2,0.1,0.0006000000000000001
2019-08-20,1,1,0.05,0.00030000000000000003
2019-09-03,2,2,0.1,0.0006000000000000001
2019-09-17,4,4,0.2,0.0012000000000000001
2019-10-08,2,2,0.1,0.0006000000000000001
2019-10-22,2,2,0.1,0.0006000000000000001
2019-11-05,3,3,0.15,0.0009
2019-11-19,1,1,0.05,0.00030000000000000003
2019-12-03,2,2,0.1,0.0006000000000000001
2019-12-17,1,1,0.05,0.00030000000000000003
2019-12-31,4,4,0.2,0.0012000000000000001
2020-01-14,4,4,0.2,0.0012000000000000001
2020-02-03,6,6,0.3,0.0018
2020-02-11,2,2,0.1,0.0006000000000000001
2020-02-25,4,4,0.2,0.0012000000000000001
2020-03-10,4,4,0.2,0.0012000000000000001
2020-03-24,4,4,0.2,0.0012000000000000001
2020-04-07,5,5,0.25,0.0015
2020-04-21,5,5,0.25,0.0015
2020-05-06,6,6,0.3,0.0018
2020-05-19,6,6,0.3,0.0018
2020-06-02,2,2,0.1,0.0006000000000000001
2020-06-16,2,2,0.1,0.0006000000000000001
2020-06-30,3,3,0.15,0.0009
2020-07-14,4,4,0.2,0.0012000000000000001
2020-07-28,3,3,0.15,0.0009
2020-08-11,2,2,0.1,0.0006000000000000001
2020-08-25,2,2,0.1,0.0006000000000000001
2020-09-08,2,2,0.1,0.0006000000000000001
2020-09-22,1,1,0.05,0.00030000000000000003
2020-10-09,2,2,0.1,0.0006000000000000001
2020-10-20,2,2,0.1,0.0006000000000000001
2020-11-03,3,3,0.15,0.0009
2020-11-17,1,1,0.05,0.00030000000000000003
2020-12-01,0,0,0.0,0.0
2020-12-15,2,2,0.1,0.0006000000000000001
2020-12-29,2,2,0.1,0.0006000000000000001
2021-01-12,3,3,0.15,0.0009
2021-01-26,2,2,0.1,0.0006000000000000001
2021-02-09,2,2,0.1,0.0006000000000000001
2021-02-23,1,1,0.05,0.00030000000000000003
2021-03-09,3,3,0.15,0.0009
2021-03-23,3,3,0.15,0.0009
2021-04-06,2,2,0.1,0.0006000000000000001
2021-04-20,3,3,0.15,0.0009
2021-05-06,4,4,0.2,0.0012000000000000001
2021-05-18,3,3,0.15,0.0009
2021-06-01,3,3,0.15,0.0009
2021-06-15,4,4,0.2,0.0012000000000000001
2021-06-29,4,4,0.2,0.0012000000000000001
2021-07-13,2,2,0.1,0.0006000000000000001
2021-07-27,3,3,0.15,0.0009
2021-08-10,4,4,0.2,0.0012000000000000001
2021-08-24,3,3,0.15,0.0009
2021-09-07,4,4,0.2,0.0012000000000000001
2021-09-22,5,5,0.25,0.0015
2021-10-08,5,5,0.25,0.0015
2021-10-19,2,2,0.1,0.0006000000000000001
2021-11-02,2,2,0.1,0.0006000000000000001
2021-11-16,2,2,0.1,0.0006000000000000001
2021-11-30,2,2,0.1,0.0006000000000000001
2021-12-14,2,2,0.1,0.0006000000000000001
2021-12-28,3,3,0.15,0.0009
2022-01-11,1,1,0.05,0.00030000000000000003
2022-01-25,5,5,0.25,0.0015
2022-02-08,4,4,0.2,0.0012000000000000001
2022-02-22,4,4,0.2,0.0012000000000000001
2022-03-08,2,2,0.1,0.0006000000000000001
2022-03-22,2,2,0.1,0.0006000000000000001
2022-04-06,2,2,0.1,0.0006000000000000001
2022-04-19,4,4,0.2,0.0012000000000000001
2022-05-05,6,6,0.3,0.0018
2022-05-17,2,2,0.1,0.0006000000000000001
2022-05-31,5,5,0.25,0.0015
2022-06-14,6,6,0.3,0.0018
2022-06-28,2,2,0.1,0.0006000000000000001
2022-07-12,6,6,0.3,0.0018
2022-07-26,4,4,0.2,0.0012000000000000001
2022-08-09,4,4,0.2,0.0012000000000000001
2022-08-23,2,2,0.1,0.0006000000000000001
2022-09-06,4,4,0.2,0.0012000000000000001
2022-09-20,3,3,0.15,0.0009
2022-10-10,2,2,0.1,0.0006000000000000001
2022-10-18,2,2,0.1,0.0006000000000000001
2022-11-01,3,3,0.15,0.0009
2022-11-15,2,2,0.1,0.0006000000000000001
2022-11-29,2,2,0.1,0.0006000000000000001
2022-12-13,5,5,0.25,0.0015
2022-12-27,4,4,0.2,0.0012000000000000001
2023-01-10,3,3,0.15,0.0009
2023-01-30,3,3,0.15,0.0009
2023-02-07,2,2,0.1,0.0006000000000000001
2023-02-21,1,1,0.05,0.00030000000000000003
2023-03-07,2,2,0.1,0.0006000000000000001
2023-03-21,2,2,0.1,0.0006000000000000001
2023-04-04,2,2,0.1,0.0006000000000000001
2023-04-18,3,3,0.15,0.0009
2023-05-04,4,4,0.2,0.0012000000000000001
2023-05-16,4,4,0.2,0.0012000000000000001
2023-05-30,3,3,0.15,0.0009
2023-06-13,4,4,0.2,0.0012000000000000001
2023-06-27,4,4,0.2,0.0012000000000000001
2023-07-11,3,3,0.15,0.0009
2023-07-25,3,3,0.15,0.0009
2023-08-08,2,2,0.1,0.0006000000000000001
2023-08-22,1,1,0.05,0.00030000000000000003
2023-09-05,1,1,0.05,0.00030000000000000003
2023-09-19,2,2,0.1,0.0006000000000000001
2023-10-09,3,3,0.15,0.0009
2023-10-17,2,2,0.1,0.0006000000000000001
2023-10-31,3,3,0.15,0.0009
2023-11-14,1,1,0.05,0.00030000000000000003
2023-11-28,1,1,0.05,0.00030000000000000003
2023-12-12,2,2,0.1,0.0006000000000000001
2023-12-26,2,2,0.1,0.0006000000000000001
2024-01-09,2,2,0.1,0.0006000000000000001
2024-01-23,2,2,0.1,0.0006000000000000001
2024-02-06,4,4,0.2,0.0012000000000000001
2024-02-20,5,5,0.25,0.0015
2024-03-05,1,1,0.05,0.00030000000000000003
2024-03-19,4,4,0.2,0.0012000000000000001
2024-04-02,4,4,0.2,0.0012000000000000001
2024-04-16,4,4,0.2,0.0012000000000000001
2024-04-30,5,5,0.25,0.0015
2024-05-14,4,4,0.2,0.0012000000000000001
2024-05-28,5,5,0.25,0.0015
2024-06-11,4,4,0.2,0.0012000000000000001
2024-06-25,4,4,0.2,0.0012000000000000001
2024-07-09,3,3,0.15,0.0009
2024-07-23,4,4,0.2,0.0012000000000000001
2024-08-06,2,2,0.1,0.0006000000000000001
2024-08-20,2,2,0.1,0.0006000000000000001
2024-09-03,3,3,0.15,0.0009
2024-09-18,3,3,0.15,0.0009
2024-10-08,4,4,0.2,0.0012000000000000001
2024-10-22,1,1,0.05,0.00030000000000000003
2024-11-05,5,5,0.25,0.0015
2024-11-19,4,4,0.2,0.0012000000000000001
2024-12-03,4,4,0.2,0.0012000000000000001
2024-12-17,3,3,0.15,0.0009
2024-12-31,1,1,0.05,0.00030000000000000003
2025-01-14,2,2,0.1,0.0006000000000000001
2025-02-05,3,3,0.15,0.0009
2025-02-18,2,2,0.1,0.0006000000000000001
2025-03-04,2,2,0.1,0.0006000000000000001
2025-03-18,3,3,0.15,0.0009
2025-04-01,4,4,0.2,0.0012000000000000001
2025-04-15,4,4,0.2,0.0012000000000000001
2025-04-29,2,2,0.1,0.0006000000000000001
2025-05-13,2,2,0.1,0.0006000000000000001
2025-05-27,1,1,0.05,0.00030000000000000003
2025-06-10,3,3,0.15,0.0009
2025-06-24,2,2,0.1,0.0006000000000000001
2025-07-08,1,1,0.05,0.00030000000000000003
2025-07-22,2,2,0.1,0.0006000000000000001
2025-08-05,5,5,0.25,0.0015
2025-08-19,3,3,0.15,0.0009
2025-09-02,3,3,0.15,0.0009
2025-09-16,2,2,0.1,0.0006000000000000001
2025-09-30,3,3,0.15,0.0009
2025-10-14,1,1,0.05,0.00030000000000000003
2025-10-28,2,2,0.1,0.0006000000000000001
2025-11-11,2,2,0.1,0.0006000000000000001
2025-11-25,2,2,0.1,0.0006000000000000001
2025-12-09,2,2,0.1,0.0006000000000000001
2025-12-23,1,1,0.05,0.00030000000000000003
2026-01-06,2,2,0.1,0.0006000000000000001
2026-01-20,2,2,0.1,0.0006000000000000001
2026-02-03,2,2,0.1,0.0006000000000000001
2026-02-24,2,2,0.1,0.0006000000000000001
2026-03-10,2,2,0.1,0.0006000000000000001
