date,return_raw,holding,next_holding,signal_on,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,hedge_ratio,futures_drag,weight,realized_vol,scale_raw,return,nav,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net
2010-01-27,0.0,cash,long_microcap_short_zz1000,True,-0.00796173395721933,-0.007643827449644314,-0.046973286638233414,-0.05997001499250365,0.012996728354270237,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2010-01-28,-0.0023009058353122684,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.009428746148295364,0.012732946648452925,-0.03554554607853522,-0.04599954635998804,0.010454000281452824,0.9,0.00027,1.0,,,-0.0023009058353122684,0.9976990941646877,0.003,0.0,0.003,-0.005294003117806367,0.9947059968821936
2010-01-29,0.0005375934157236504,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.009765136188390589,0.009952825302963264,-0.007177568869928708,-0.01624338478753362,0.009065815917604914,0.9,0.00027,1.0,,,0.0005375934157236504,0.9982354506285841,0.0,0.0,0.0,0.0005375934157236806,0.9952407442766984
2010-02-01,-0.0019096036195597698,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.012197557338629705,-0.011731059687855483,-0.028623307527998798,-0.040242022558892976,0.011618715030894178,0.9,0.00027,1.0,,,-0.0019096036195597698,0.996329216598891,0.0,0.0,0.0,-0.0019096036195597188,0.9933402289490944
2010-02-02,0.003791457143092473,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.0009793744023314233,-0.0034245363786233884,-0.032562406046320325,-0.0504433767646304,0.017880970718310074,0.9,0.00027,1.0,,,0.003791457143092473,1.0001067561240364,0.0,0.0,0.0,0.0037914571430923694,0.9971064358556644
2010-02-03,0.0027089006360321434,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.01988423897709235,0.018783709267844673,-0.03237789173075689,-0.05213140743350364,0.01975351570274675,0.9,0.00027,1.0,,,0.0027089006360321434,1.002815945951801,0.0,0.0,0.0,0.00270890063603213,0.9998074981139455
2010-02-04,0.0007277626187948496,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.013414251965669477,0.01379609927430514,-0.010817950232391405,-0.026996958968367957,0.016179008735976552,0.9,0.00027,1.0,,,0.0007277626187948496,1.003545757910796,0.0,0.0,0.0,0.0007277626187949249,1.0005351206370638
2010-02-05,0.004060319834907548,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.01267267954871798,-0.018892221537361698,-0.049153479407517575,-0.07105634261167648,0.021902863204158907,0.9,0.00027,1.0,,,0.004060319834907548,1.0076204746568787,0.0,0.0,0.0,0.004060319834907622,1.0045976132329082
2010-02-08,0.0038390958362897114,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.00343647837345884,-0.0007473527364787458,-0.054565231990512775,-0.08147330772913364,0.026908075738620862,0.9,0.00027,1.0,,,0.0038390958362897114,1.0114888262256942,0.0,0.0,0.0,0.0038390958362897187,1.0084543597470172
2010-02-09,-0.0016068410137179598,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.001599778717348621,-0.0002921530040340681,-0.07347009812943073,-0.09647553363399208,0.023005435504561356,0.9,0.00027,1.0,,,-0.0016068410137179598,1.0098635244947973,0.0,0.0,0.0,-0.0016068410137179967,1.006833933921313
2010-02-10,0.0022486494764916514,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.013689403194348415,0.012411948575396403,-0.06232551627810179,-0.08649600776297606,0.024170491484874268,0.9,0.00027,1.0,,,0.0022486494764916514,1.0121343535804805,0.0,0.00066,0.00066,0.0015871653678372066,1.0084319458723963
2010-02-11,0.0023154278511711298,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.002254980238575399,-0.005378231210829476,-0.031507151569622804,-0.060962555186133915,0.02945540361651111,0.9,0.00027,1.0,,,0.0023154278511711298,1.014477877651888,0.0,0.0,0.0,0.0023154278511712256,1.01076689728588
2010-02-12,-0.0017319892303798562,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.010897749156898895,0.013733042652531946,-0.032504099271142506,-0.05213364796599551,0.019629548694853005,0.9,0.00027,1.0,,,-0.0017319892303798562,1.0127208128933363,0.0,0.0,0.0,-0.0017319892303798712,1.0090162599053565
2010-02-22,-0.001279210706598096,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.004434553779417483,0.006048627206683976,-0.00869716945348753,-0.01757662235422519,0.008879452900737661,0.9,0.00027,1.0,,,-0.001279210706598096,1.0114253295866884,0.0,0.0,0.0,-0.0012792107065980884,1.007725515502554
2010-02-23,-0.005148417078677712,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.00977911623234573,0.01628614812335938,0.013924503328699211,0.012976964130118951,0.0009475391985802606,0.9,0.00027,1.0,,,-0.005148417078677712,1.0062180901460371,0.0,0.0,0.0,-0.005148417078677747,1.0025373242479212
2010-02-24,0.004967422455044747,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.024476350556867477,0.02137658677980303,0.0859128112286851,0.07871415255480341,0.007198658673881697,0.9,0.00027,1.0,,,0.004967422455044747,1.0112164004817008,0.0,0.00024,0.00024,0.004726230273655485,1.0072755465002512
2010-02-25,9.410881464390282e-05,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.01722062881832853,0.018729466670760697,0.11347812931269208,0.10738253433556721,0.006095594977124863,0.9,0.00027,1.0,,,9.410881464390282e-05,1.0113115648584987,0.0,0.0,0.0,9.410881464400056e-05,1.0073703400079521
2010-02-26,0.0068402910693279,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.008714576051653156,0.001782538869250283,0.11269034435386804,0.09540870613271069,0.017281638221157358,0.9,0.00027,1.0,,,0.0068402910693279,1.0182292303239084,0.0,0.0,0.0,0.006840291069327931,1.0142610463482145
2010-03-01,0.0040012916669884295,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.017529510494755263,0.014731354253074258,0.12124614016323076,0.10059156426560278,0.02065457589762798,0.9,0.00027,1.0,,,0.0040012916669884295,1.0223034624582876,0.0,0.0,0.0,0.004001291666988482,1.0183194006211185
2010-03-02,0.00540765300428058,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.006201807527151715,0.0005823939143012602,0.14213110252638295,0.11430451486913906,0.027826587657243884,0.9,0.00027,1.0,,,0.00540765300428058,1.0278317248483366,0.0,0.0,0.0,0.005407653004280588,1.0238261185872044
2010-03-03,-0.0011434083258217004,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.011291328035043735,0.013516373734294929,0.15389718210096248,0.13324671574996394,0.020650466350998542,0.9,0.00027,1.0,,,-0.0011434083258217004,1.0266564934966014,0.0,0.0,0.0,-0.0011434083258217154,1.022655467279018
