strategy,active_days,active_days_pct,microcap_active_ann,hedge_active_ann,spread_active_ann_after_drag,micro_minus_hedge_mean_daily,corr_micro_hedge_active,beta_micro_to_hedge_active
mom5,2524,0.6425661914460286,0.5760231443399706,0.07277045628280421,0.3677368051829235,0.0016089021620822454,0.9204138177209097,1.0211476989968706
bias20_10,2002,0.5128073770491803,0.7004829784058832,0.16247399472625013,0.36097629676781917,0.0015901036278248419,0.9134758093154445,1.0096937845481828
