date,return_raw,holding,next_holding,signal_on,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,hedge_ratio,futures_drag,weight,realized_vol,scale_raw,return,nav,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net
2010-01-27,0.0,cash,long_microcap_short_zz1000,True,-0.01205735876200098,-0.007643827449644314,-0.04571743226038405,-0.05997001499250365,0.0142525827321196,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2010-01-28,-0.007435656161463452,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.004293995822144181,0.012732946648452925,-0.03817893040259368,-0.04599954635998804,0.007820615957394361,0.9,0.00027,1.0,,,-0.007435656161463452,0.9925643438385365,0.003,0.0,0.003,-0.010413349192979093,0.9895866508070209
2010-01-29,0.0024713239882030147,long_microcap_short_zz1000,cash,False,0.011698866760869953,0.009952825302963264,-0.01666642648721839,-0.01624338478753362,-0.00042304169968476746,0.9,0.00027,1.0,,,0.0024713239882030147,0.9950172919112997,0.0,0.0,0.0,0.0024713239882030447,0.9920322400355658
2010-02-01,0.0,cash,long_microcap_short_zz1000,True,-0.004113613456589782,-0.011731059687855483,-0.024715062940392607,-0.040242022558892976,0.015526959618500369,0.0,0.0,1.0,,,0.0,0.9950172919112997,0.003,0.0,0.003,-0.0030000000000000027,0.9890561433154591
2010-02-02,0.004891882875273638,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.0020798001345125883,-0.0034245363786233884,-0.030402997005244514,-0.0504433767646304,0.020040379759385885,0.9,0.00027,1.0,,,0.004891882875273638,0.9998847999622017,0.003,0.0,0.003,0.001877207226647748,0.9909128066552513
2010-02-03,0.004222709874206267,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.021398048215266474,0.018783709267844673,-0.027677549400043522,-0.05213140743350364,0.02445385803346012,0.9,0.00027,1.0,,,0.004222709874206267,1.0041070233800709,0.0,0.0,0.0,0.004222709874206254,0.9950971439483919
2010-02-04,-0.003731336016825035,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.008955153330049592,0.01379609927430514,-0.01661161094980146,-0.026996958968367957,0.010385348018566498,0.9,0.00027,1.0,,,-0.003731336016825035,1.0003603626789859,0.0,0.0,0.0,-0.003731336016825071,0.9913841021349374
2010-02-05,0.00731601334012603,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.009416986043499498,-0.018892221537361698,-0.046644154109055314,-0.07105634261167648,0.024412188502621168,0.9,0.00027,1.0,,,0.00731601334012603,1.0076790124372785,0.0,0.0,0.0,0.007316013340125993,0.9986370814513454
2010-02-08,-0.001167299362738302,long_microcap_short_zz1000,long_microcap_short_zz1000,True,-0.0015699168255691731,-0.0007473527364787458,-0.05338745460893535,-0.08147330772913364,0.02808585312019829,0.9,0.00027,1.0,,,-0.001167299362738302,1.0065027493682157,0.0,0.0,0.0,-0.0011672993627382944,0.9974713730225605
2010-02-09,0.0027649087884783854,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.002771971084847724,-0.0002921530040340681,-0.06884511487530809,-0.09647553363399208,0.027630418758683994,0.9,0.00027,1.0,,,0.0027649087884783854,1.0092856376655717,0.0,0.0,0.0,0.0027649087884784596,1.0002292903880863
