date,return_net,nav_net
2010-02-02,0.0,1.0
2010-02-03,-7.170443738084608e-06,0.9999928295562619
2010-02-04,0.0014164195181298,1.0014092389180353
2010-02-05,0.007592955766643,1.0090128949734476
2010-02-08,0.0030214746818369,1.0120616018892568
2010-02-09,0.0002659756436451,1.0123307856252277
2010-02-10,0.000197044547773,1.012530259887078
2010-02-11,0.0006120301251069,1.0131499589087112
2010-02-12,-0.0039990255028805,1.009098346384793
2010-02-22,-0.0011320794987625,1.0079559668346156
2010-02-23,-0.0076146220789505,1.0002807630749468
2010-02-24,0.0036410165377085,1.0039228018756545
2010-02-25,-0.0025778960268722,1.001334793273413
2010-02-26,0.0047472611826253,1.006088391068332
2010-03-01,0.0028257802455718,1.008931375769112
2010-03-02,0.0047810322216526,1.0137551091861006
2010-03-03,0.0006301864173814,1.0143939638864607
2010-03-04,0.002842604559629,1.0172774847934645
2010-03-05,0.0092510481920336,1.0266883678299594
2010-03-08,0.0006452236264156,1.0273508114218495
2010-03-09,-0.000650763498309,1.026682249013818
2010-03-10,0.0039536348765736,1.0307413757606783
2010-03-11,0.0092888037612569,1.0403157301287271
2010-03-12,0.0018545582586985,1.0422450562576913
2010-03-15,-0.0008512543578324,1.0413578406116226
2010-03-16,0.0015019929220308,1.0429219527175226
2010-03-17,-0.0036277673471467,1.0391384745118315
2010-03-18,0.0040714566922881,1.0433692818080968
2010-03-19,0.0016354258691469,1.045075634922639
2010-03-22,0.0045326578997282,1.0498126052550847
2010-03-23,0.0010713529124058,1.050937325047205
2010-03-24,0.0013116764780763,1.0523158148164018
2010-03-25,0.0067505553698682,1.0594195309909078
2010-03-26,-0.0036005437087553,1.055605044663666
2010-03-29,-0.0007259052569632,1.0548387754124677
2010-03-30,0.0024726281864708,1.057446999500735
2010-03-31,0.0007997498040071,1.0582926925313336
2010-04-01,-0.0031966920569705,1.0549096566871687
2010-04-02,0.0006527039988635,1.0555982004385283
2010-04-06,0.0073170573393599,1.063322072998462
2010-04-07,0.0068741847241333,1.070631545349502
2010-04-08,-0.0011698500818377,1.0693790669485568
2010-04-09,-0.0018679430969445,1.0673815277024332
2010-04-12,0.0020782311182121,1.0695997932083092
2010-04-13,-0.0035217721646866,1.0658329064292336
2010-04-14,-0.0061297532668056,1.05929961368918
2010-04-15,0.0009832279240862,1.0603411466493329
2010-04-16,-0.0019646526051376,1.0582579446532336
2010-04-19,0.0070924521385117,1.0657635884758865
2010-04-20,-0.0088119794808607,1.0563721016027885
2010-04-21,-0.0050282646639976,1.0510603830922662
2010-04-22,0.0008113061322097,1.0519131148263916
2010-04-23,0.0,1.0519131148263916
2010-04-26,-0.0024186548928292,1.0493689000243855
2010-04-27,0.001642387396712,1.051092370280287
2010-04-28,0.0088135939622725,1.06035627164878
2010-04-29,0.0042185657096443,1.0648294542563639
2010-04-30,-0.0024140442723156,1.0622589088113232
