annual_return,annual_vol,sharpe,max_drawdown,total_return,start,end,days,latest_nav,window,strategy
0.05105686290442013,0.195909178965398,0.26061496033035764,-0.08969327381742324,0.013036019775970464,2026-01-05,2026-04-10,62,1.0130360197759705,ytd,baseline_v1_1
0.4105605187990651,0.1557923605181553,2.63530584833279,-0.08969327381742323,0.4102284465298416,2025-04-10,2026-04-10,242,1.4102284465298416,1y,baseline_v1_1
0.3176290183150541,0.15611204735067888,2.034622078855677,-0.10758108876894239,1.2880285870788621,2023-04-10,2026-04-10,726,2.288028587078862,3y,baseline_v1_1
0.26265202659999276,0.15017844226586877,1.7489329536059917,-0.13473821194784003,2.204752363742035,2021-04-12,2026-04-10,1210,3.204752363742035,5y,baseline_v1_1
0.25651362131018973,0.12368530035909,2.0739216427939713,-0.1347382119478401,8.80087278248455,2016-04-11,2026-04-10,2429,9.80087278248455,10y,baseline_v1_1
0.26609024957431315,0.11304101225206786,2.3539266348833103,-0.13473821194783997,33.41593425460085,2011-04-11,2026-04-10,3645,34.41593425460085,15y,baseline_v1_1
0.1010832174884222,0.18940528345545193,0.5336874222529117,-0.07751256639879044,0.025362061946264225,2026-01-05,2026-04-10,62,1.0253620619462642,ytd,best_nav_hedge_stepup
0.38544207758688454,0.15429142292599163,2.498143255647905,-0.08577549331006885,0.38513295340196385,2025-04-10,2026-04-10,242,1.3851329534019639,1y,best_nav_hedge_stepup
0.30719806772932845,0.1521849215430324,2.0185841318219158,-0.1107712387264593,1.234106247424989,2023-04-10,2026-04-10,726,2.234106247424989,3y,best_nav_hedge_stepup
0.23487393409619317,0.15040676436119868,1.5615915620134502,-0.15836946999665497,1.8677989898854923,2021-04-12,2026-04-10,1210,2.8677989898854923,5y,best_nav_hedge_stepup
0.2392537202579912,0.12320363537195898,1.9419371801462693,-0.15836946999665494,7.53531837169723,2016-04-11,2026-04-10,2429,8.53531837169723,10y,best_nav_hedge_stepup
0.2611128801772824,0.11093075177275505,2.3538367495442554,-0.15836946999665527,31.441619979740764,2011-04-11,2026-04-10,3645,32.441619979740764,15y,best_nav_hedge_stepup
