strategy,start_date,end_date,annual,max_dd,sharpe,vol,total_return,win_rate,active_days_pct,signal_changes,median_holding_spell,latest_next_holding
mom5_hedged_same_start,2010-06-09,2026-03-18,0.2280025143974873,-0.1217160866324208,2.549895817023339,0.0894164039469069,24.522212111399927,0.6526315789473685,0.6448158788195352,580,6.0,long_microcap_short_zz1000
single_rsrs,2010-06-01,2026-03-18,0.13892309050200202,-0.17983910137811948,1.46252804426821,0.09498832589669316,6.803867271574495,0.5736842105263158,0.5303780964797914,313,10.0,cash
relative_rsrs,2010-06-01,2026-03-18,0.11975617617156242,-0.2044133337559253,1.4042953369422944,0.08527848310905804,4.9688203883235476,0.5894736842105263,0.5264667535853976,305,10.0,cash
