date,top_100,top_200,top_300,top_400
2010-07-05,882.9632934945042,859.3012881529477,839.4259298350953,827.696974394186
2010-07-06,908.0336598524431,882.7885994069267,863.1733045145139,851.4748908999112
2010-07-07,920.0041733697449,892.8866602113984,873.6872047802979,862.2675060290189
2010-07-08,920.712604198078,891.8363734742265,871.6854699228985,861.0457083137976
2010-07-09,948.4467261716242,917.4721028479504,896.5799934498491,885.88264049609
2010-07-12,965.2104001834465,933.1142426303112,909.7335409729707,897.9313402694255
2010-07-13,953.8968126698547,922.2240298012952,898.5489934428612,886.3210170462615
2010-07-14,964.3561275317489,933.7039537656021,909.1674135338982,895.5067247523292
2010-07-15,944.1968874875283,913.6521391058274,888.1740121662635,874.8941849195237
2010-07-16,948.1051448300642,919.0268262998504,894.1769048690115,880.6403129995125
2010-07-19,966.6168589175485,939.1817187857235,914.3488964474802,900.2571771841527
2010-07-20,992.8480776226426,964.5752570967379,939.725350240461,925.7913143539129
2010-07-21,995.3491030171044,965.4421234396908,940.7157535706069,926.9820770451001
2010-07-22,1007.536846534787,978.1587050147041,954.4035728975681,940.2712769159727
2010-07-23,1014.7395964835002,980.7833007087527,957.0865826317835,942.682236822592
2010-07-26,1027.431897671487,995.1519117355948,971.1358331091128,956.8957987017127
2010-07-27,1028.5791201487978,997.1259061909902,972.1788934835666,957.2730936282105
2010-07-28,1046.1065925940231,1015.7353210620296,991.1669659406436,976.4757366878151
2010-07-29,1054.2980523189244,1025.7020310937546,1001.0609799680931,985.8109413777935
2010-07-30,1055.5601137925755,1024.293560548789,1000.6090661307868,985.8375701731545
2010-08-02,1074.6094648630328,1044.4600891204777,1019.8973486894332,1004.5798941412157
2010-08-03,1058.9384536903283,1028.8026747605722,1003.8913096748843,988.248067223971
2010-08-04,1072.3079893334436,1042.2037644632444,1015.8388479739865,999.6663792394221
2010-08-05,1075.6922310072896,1047.313304701009,1021.5004924337024,1003.5063400415543
2010-08-06,1093.2548943964216,1066.927427032081,1040.5898399226094,1022.315039063843
2010-08-09,1109.3115135467976,1082.6545545774554,1055.8526636786457,1036.9261612749945
2010-08-10,1072.3084345695913,1042.8223661645563,1017.1450051059476,997.559914872142
2010-08-11,1086.8355143016968,1057.3121173130482,1030.3681512474352,1010.3809771306312
2010-08-12,1074.3748554359133,1045.6318300367848,1019.3500082321017,1000.1826827864555
2010-08-13,1097.7063393198778,1066.8164377712183,1040.113524286069,1020.3581060714929
2010-08-16,1118.7964766338837,1088.059919382746,1061.1408488286347,1041.3702642025382
2010-08-17,1128.7656860471366,1098.3990558276737,1070.1120411540107,1050.3557564811656
2010-08-18,1127.4243931430387,1097.305853879166,1068.8054737264242,1049.223969712548
2010-08-19,1130.0450727877824,1100.7383681438926,1072.4797983892688,1053.150361137616
2010-08-20,1110.8780327208242,1081.737058400921,1053.3641143845396,1033.7355107334686
2010-08-23,1131.3546962975022,1097.9179079475157,1066.9039685792259,1047.5844250402663
2010-08-24,1143.6633373277596,1111.1059583085323,1080.3139002336031,1059.9679606173377
2010-08-25,1129.9171779638973,1093.8341341088471,1061.2924615772038,1040.1314421463446
2010-08-26,1141.4431845058955,1104.7733252527507,1071.2069014571955,1049.7099599502126
2010-08-27,1145.0698069773525,1110.9936683205922,1078.3813999666274,1055.633108352045
2010-08-30,1168.7188474082066,1135.8123922441825,1104.1283646240188,1081.0406811131545
2010-08-31,1178.8141109959497,1146.8577017696414,1116.097359426665,1092.2920678420733
2010-09-01,1165.5381369718257,1131.9778807610535,1102.1100195633055,1079.3769515291376
2010-09-02,1191.1417236556026,1155.5005319023148,1126.8376212561527,1104.7329836844895
2010-09-03,1207.9706368331063,1169.4722930037005,1141.443243669864,1119.7643926820444
2010-09-06,1203.254100180286,1165.8481329863698,1137.8579204696443,1114.2163035769056
2010-09-07,1214.9016034890087,1176.591063436845,1148.7972097335035,1124.2977690166827
2010-09-08,1226.3767521834068,1186.9629606049537,1155.3363589821001,1131.2382569492838
2010-09-09,1215.6992569764757,1172.0877698985762,1140.1678309660285,1116.5603028912647
2010-09-10,1233.295679049733,1189.0033644835207,1155.3724816673277,1129.3318822830242
2010-09-13,1256.2803874371298,1209.410098005963,1174.3910374294157,1147.6710355398602
2010-09-14,1257.2283507085394,1210.6009721834232,1174.848853259922,1149.4098880197628
2010-09-15,1238.2067268038918,1190.2176290883679,1154.2531138406212,1127.45778572479
2010-09-16,1203.7576002725168,1155.7469422581232,1121.7248886345342,1095.4195019333815
2010-09-17,1206.85688390131,1157.7881696185025,1122.2217203342052,1094.8246545990098
2010-09-20,1197.801601208702,1144.89782641842,1108.3829844847478,1081.570623535699
2010-09-21,1192.5972458976,1140.9585924780783,1101.9779128966284,1075.6984449957924
2010-09-27,1219.607440321225,1167.8846009490785,1127.515185714712,1100.9750828287922
2010-09-28,1215.4589366454222,1160.8079308458912,1118.339354702929,1093.398259936404
2010-09-29,1199.5114601440098,1145.342647054641,1103.4642293239513,1078.3792667247799
2010-09-30,1212.9261752878247,1159.2703718995585,1116.0705872664764,1091.3876472234729
2010-10-08,1236.975422509222,1184.923262459568,1140.2820882016463,1115.5354640945548
2010-10-11,1245.3478709055182,1193.2138514260187,1147.4788487865592,1122.8980760410755
2010-10-12,1252.9515559764066,1203.6723527568222,1157.3757567228322,1130.9074618559964
2010-10-13,1254.6670349193523,1208.024198381432,1160.7186470137747,1134.2340290815255
2010-10-14,1211.7987211965203,1167.4588993870334,1121.1819184265921,1096.9054600554207
2010-10-15,1197.5338369134872,1155.4065513973842,1109.1536273191725,1085.6761892114996
2010-10-18,1168.510488317069,1131.6098900522452,1090.8047260915284,1068.067297216765
2010-10-19,1208.2846119372696,1173.053735058724,1129.2911825753174,1105.0247133695161
2010-10-20,1210.6365498478115,1177.5903456792846,1131.2937546960404,1106.506685653286
2010-10-21,1217.762164289485,1184.638701065467,1139.683156008692,1114.6573162105626
2010-10-22,1236.8595725884643,1199.0460703289846,1151.975770066842,1126.0493097770322
2010-10-25,1264.9418182785123,1225.8539610130501,1176.8436207955262,1150.6325759980132
2010-10-26,1273.6632353033883,1231.1676695596982,1183.1295246171935,1156.712568630562
2010-10-27,1266.2617406655656,1226.4004094687405,1178.8814701686235,1153.0147609622975
2010-10-28,1270.258236306491,1228.8920360565064,1182.873150941571,1157.5504296366942
2010-10-29,1284.5162919725312,1243.4359369547271,1195.6566822976686,1170.3138586014932
2010-11-01,1310.0556582806219,1272.0859925242764,1222.342356442055,1198.938060387857
2010-11-02,1317.3427512517242,1274.5388851960556,1221.632224895685,1198.3586026785165
2010-11-03,1307.0425418615962,1264.8048255651213,1209.6149840673763,1186.085424724186
2010-11-04,1334.356893503871,1290.1740490979319,1233.7242113510965,1209.0008356566937
2010-11-05,1355.076420838831,1308.9585227080677,1251.091697295961,1226.2344264615508
2010-11-08,1393.2411155798186,1345.551608999053,1284.9651866750116,1258.5388547164773
2010-11-09,1406.2920890501875,1356.2667135427318,1295.843465378057,1268.992078114913
2010-11-10,1409.1100131963115,1360.1615236027085,1301.7275186628183,1276.2881696679722
2010-11-11,1390.3386921811461,1344.2850773647388,1286.7654473332093,1260.584847750095
2010-11-12,1317.7152820010738,1266.820246159431,1210.4320350757273,1183.464175626474
2010-11-15,1351.098797544714,1303.252154325426,1245.5342503269803,1219.0549239477014
2010-11-16,1327.8977450113093,1278.8862126855627,1219.778440155267,1192.8451061787534
2010-11-17,1299.0546944679038,1247.143990677072,1188.149442768859,1160.5028632998474
2010-11-18,1316.5833604014708,1264.7370485975866,1204.5714031009713,1177.2811972021038
2010-11-19,1350.3295912781732,1298.7146407198675,1238.363400940099,1210.634812017052
2010-11-22,1366.7743011632695,1320.2593039269527,1259.7958538230705,1231.9678385299176
2010-11-23,1354.1992821412382,1308.8466257740022,1247.6031800200803,1219.8116557577541
2010-11-24,1380.73276120589,1337.1657477360843,1275.481743835486,1246.9538751586736
2010-11-25,1391.897302891321,1345.887261939045,1284.1707600213497,1254.4517411082886
2010-11-26,1395.6982247914464,1349.193179366319,1285.049254784888,1253.740142908672
2010-11-29,1406.7092215598511,1361.2457530143654,1295.980183423253,1265.1087209292943
2010-11-30,1364.2138890328986,1317.348314933424,1254.928305400812,1225.6775573071968
2010-12-01,1369.1220539036276,1321.7855283196402,1261.4126847268594,1231.233693792575
2010-12-02,1388.4852696420598,1339.0568036602444,1277.2497776112489,1246.0114773712917
2010-12-03,1381.0548062705682,1332.1140983498783,1270.7390328944118,1238.1443365592443
2010-12-06,1356.2700821737508,1310.573571676588,1251.0171885570162,1218.0458580900215
2010-12-07,1371.0952407984348,1324.0343853693023,1265.1358893848962,1231.921305276583
2010-12-08,1368.0220200784388,1320.171789074005,1260.235074296282,1226.6270773132862
2010-12-09,1343.9745743185501,1295.2014346267435,1237.0027058810258,1204.3960454040944
2010-12-10,1352.536523671736,1306.2334671398621,1249.3668748684302,1217.1809931057048
2010-12-13,1385.6695790470012,1340.6776440868855,1282.5936101209786,1250.9398622879496
2010-12-14,1403.7668285497978,1359.8963209127517,1299.8007183513382,1268.5421063527651
2010-12-15,1407.3536725648366,1361.1588395140661,1299.723495670183,1267.908861880862
2010-12-16,1413.244306129081,1365.4039807231063,1303.501834079734,1272.068485527821
2010-12-17,1419.6911566494693,1371.4365694903695,1309.4689408674392,1278.9892432788895
2010-12-20,1400.7988475301597,1353.8262603527724,1292.220944491325,1264.069961560149
2010-12-21,1419.504979766836,1373.0954258593083,1310.5184584258568,1280.1904980896386
2010-12-22,1411.9732323467922,1364.038469867311,1300.7433365854095,1270.703964251185
2010-12-23,1394.0476013099887,1342.053120751103,1277.9194182254128,1247.5650899572552
2010-12-24,1369.6474247069855,1318.4158390011712,1256.3138139998252,1224.0540922345529
2010-12-27,1331.3363851364263,1281.675396911339,1220.101508533452,1188.8608823925335
2010-12-28,1303.1892128167083,1254.9730494160676,1196.1514910231588,1165.061748420091
2010-12-29,1320.7535147889337,1273.8118489245776,1215.4806753360174,1183.885821312828
2010-12-30,1326.197354034461,1279.4903630245703,1220.8964792427848,1188.5848986451833
2010-12-31,1349.45523719121,1301.1582126724818,1241.7952181722208,1209.26351307835
2011-01-04,1369.4007130723714,1321.0458086562485,1261.967505725893,1229.0410769847426
2011-01-05,1369.974196615808,1322.7868941518386,1264.2957762124406,1231.699032047612
2011-01-06,1369.7667673331575,1322.8633591874177,1264.163657901778,1230.3536858638645
2011-01-07,1370.1324960492207,1322.3919466052268,1261.591906722913,1227.6369795756448
2011-01-10,1339.274384465848,1294.3825428531995,1235.222539944815,1201.4568435023039
2011-01-11,1331.1448804041186,1284.5801955018173,1223.776660245854,1190.0253861559165
2011-01-12,1348.5496492596217,1297.4714504049527,1235.444721673734,1201.4187536362813
2011-01-13,1352.0326992389728,1299.1435568519232,1235.5230363130481,1202.1547118802587
2011-01-14,1332.8465086619715,1277.0209561568265,1213.0109711370928,1179.3164794289353
2011-01-17,1286.2159382869113,1229.8397872098767,1166.4030403178544,1133.3691564439275
2011-01-18,1294.654971179239,1237.8509453652296,1172.475921714582,1139.603675230235
2011-01-19,1316.4144196414509,1259.0957732786944,1194.639473024434,1161.5406055026824
2011-01-20,1282.857992905176,1219.8613083927667,1154.772625700987,1122.0605501282844
2011-01-21,1292.6166709294287,1229.364602537913,1163.2786593542523,1130.878849686547
2011-01-24,1274.0393375383796,1211.2437942983734,1143.9503290986108,1112.7287921275902
2011-01-25,1247.0707842344195,1189.9241895463933,1123.4041470706534,1091.8402999322082
2011-01-26,1265.0142436677813,1206.6131417479805,1140.1304607153124,1109.020105593006
2011-01-27,1279.9672982571556,1220.4040529155595,1153.6374437748357,1121.9409933417335
2011-01-28,1298.1158616121104,1235.707106418357,1167.1865964554192,1135.0838010227671
2011-01-31,1310.9143758638518,1249.138980795832,1181.526285717151,1150.2193762486645
2011-02-01,1312.7183638431397,1251.0008431503727,1182.8560341323248,1150.9388732840328
2011-02-09,1308.334720856951,1243.7355980574769,1176.4213878804178,1145.5892376880715
2011-02-10,1340.9182897309145,1279.9098400570308,1209.875397276521,1178.54296726835
2011-02-11,1354.7612869754932,1293.3271492480244,1222.331391873151,1190.3291972143202
2011-02-14,1371.7745003047912,1312.210447908188,1239.5449045470505,1207.1552821446182
2011-02-15,1378.2180667430061,1316.8405437146398,1243.197701012135,1210.821655361874
2011-02-16,1402.9708873213847,1340.060979659527,1265.977085871749,1232.348331196834
2011-02-17,1405.795688780088,1341.7685789195712,1269.4254661087089,1236.849364367011
2011-02-18,1396.4521296981977,1334.5672730380575,1262.0066952956836,1228.7501159016545
2011-02-21,1425.904430897461,1361.0777733810914,1287.1155225761547,1252.821944377486
2011-02-22,1392.9111706263373,1330.7489269301104,1257.990414711593,1221.2482560486274
2011-02-23,1410.6325591105367,1348.6098902912374,1274.4936848477018,1237.5834077369143
2011-02-24,1422.6453232865333,1361.7387479133604,1285.9662453997207,1248.2100410329958
2011-02-25,1425.6984777986102,1364.7152307885935,1288.485491614043,1251.2167098150614
2011-02-28,1443.961986134479,1383.309191031858,1305.2774815006708,1267.04050493287
2011-03-01,1453.4858305325274,1391.6766156662345,1311.4218842538498,1272.5128860361344
2011-03-02,1455.1214260130516,1395.3386588113028,1312.7456008583856,1274.2552959875711
2011-03-03,1440.9904635874325,1378.4251803200054,1294.288155874616,1256.3602959304249
2011-03-04,1459.0125238726982,1395.4379018396808,1310.2543755936933,1270.9022908084341
2011-03-07,1471.8871089654435,1408.9171444347176,1323.6175174092223,1282.1244353589193
2011-03-08,1481.4172008623473,1417.097765546727,1331.1029280652037,1290.041662898108
2011-03-09,1478.9636583277806,1418.5941823779465,1333.3965615250997,1293.1140942325808
2011-03-10,1479.4644791649664,1418.7485543754167,1333.353204407606,1291.6844060481055
2011-03-11,1485.563917874214,1422.265326241095,1334.5270333342578,1292.7755370229945
2011-03-14,1506.9417211017446,1443.2105379427076,1353.1711742042835,1310.4200897028966
2011-03-15,1487.4084885882514,1425.984991576272,1337.3844959697665,1295.7615504059493
2011-03-16,1510.9184848008854,1444.9432172408879,1354.5432243489877,1310.587424398023
2011-03-17,1489.6613358605534,1419.5909403835096,1330.445334278129,1286.2036216138415
2011-03-18,1498.5655150682448,1431.7761454740937,1341.940987136185,1296.4082516023475
2011-03-21,1493.8956687849836,1426.9085861532064,1337.0379118497058,1291.1235410556922
2011-03-22,1496.962272328432,1427.8845028946012,1338.4370327155605,1292.2671739538534
2011-03-23,1515.419581222948,1445.0626410273858,1354.9076061893602,1307.3842630200916
2011-03-24,1528.3315501642717,1451.5710227412508,1361.6609418225482,1313.6068105586767
2011-03-25,1536.674180987657,1459.1701143979471,1369.0809771425427,1320.5121722174526
2011-03-28,1543.4536051440673,1464.248493493891,1371.237073892514,1321.5595557072138
2011-03-29,1525.6334781772625,1443.2871376209828,1348.786487350733,1299.3682095622407
2011-03-30,1510.9330531586297,1429.1859793202095,1335.0138497204568,1286.5873442862674
2011-03-31,1486.7150961416178,1408.9023975047633,1318.6545709337622,1271.5498057481927
2011-04-01,1512.3089986218367,1431.8876303544403,1338.4416051018059,1289.796452032903
2011-04-06,1514.9306849805134,1432.2725461604286,1340.2180076209943,1288.3622630904858
2011-04-07,1527.6701012879025,1444.986231366983,1352.974942229338,1299.3194376701106
2011-04-08,1543.2100531278652,1458.4471390568092,1370.0238634908837,1315.3104970183965
2011-04-11,1531.8508344322836,1447.6027434447997,1359.2790056142578,1303.8381516756037
2011-04-12,1535.2774534331074,1449.8823977517725,1361.3073067664577,1303.7191854695996
2011-04-13,1551.494601439851,1465.519020756762,1377.2925674411006,1318.5687887487366
2011-04-14,1549.9472024626507,1464.3006166635914,1375.7112335736558,1316.120439958389
2011-04-15,1558.567308148254,1463.8433423042025,1375.4326596947476,1315.5782382271605
2011-04-18,1573.5446703335595,1475.5915732875246,1385.4693536964885,1324.2300608995552
2011-04-19,1558.5310412445804,1462.7269004146478,1373.1370050264238,1312.9773507919554
2011-04-20,1557.9589299251866,1468.8222335041198,1377.318806399111,1318.4970756591265
2011-04-21,1559.6517329839598,1472.889625638206,1382.9210778304966,1324.3327571036714
2011-04-22,1550.421454662057,1461.0628948191718,1373.895331328862,1314.038483801413
2011-04-25,1504.5414429296854,1421.2410111223962,1335.889132862643,1280.2468335023193
2011-04-26,1461.1410890559027,1384.2071112103913,1303.556741742245,1251.1551997791694
2011-04-27,1445.0128550552706,1371.5489367813789,1291.939985046175,1236.9659974516069
2011-04-28,1402.2262122100783,1326.5359019194977,1247.219543157544,1190.777786654042
2011-04-29,1418.7810049611367,1343.0686210981178,1258.3609507449773,1197.8198543794686
2011-05-03,1443.2631022463827,1366.4188572752619,1278.346540911049,1214.7222547638037
2011-05-04,1415.0170014797557,1336.9588438391859,1250.8405807108093,1188.539249178745
2011-05-05,1426.3422112804017,1346.4991137753252,1258.8525077941993,1196.541886310456
2011-05-06,1431.7410787737765,1351.8658479111427,1260.3283760824459,1195.7315135944698
2011-05-09,1444.911435703646,1362.1064940924482,1269.6078669059227,1204.9947909921125
2011-05-10,1442.121242943846,1367.3405376010273,1275.7321365020766,1211.2483360960136
2011-05-11,1450.992952226273,1373.0756608042004,1283.0724872196558,1216.80066039371
2011-05-12,1432.0356030548994,1355.4435811434003,1266.6530343441473,1197.3824785907905
2011-05-13,1450.9542676774927,1366.8962867773573,1275.4082286668304,1205.200529306743
2011-05-16,1449.0367808425863,1364.2659092797849,1272.813520053178,1198.8183220868611
2011-05-17,1437.1566961274373,1354.7146299248861,1264.4029678051998,1191.2573824848594
2011-05-18,1442.0714169932317,1354.8018807127262,1264.628662525109,1192.8231070240633
2011-05-19,1428.4520140829156,1347.2846427779466,1258.9178654902296,1187.3655802262585
2011-05-20,1420.634901022943,1335.6386806542805,1249.4599393417486,1176.9666526816197
2011-05-23,1357.1705189769061,1277.2614166135018,1189.6361632135577,1123.1414397924218
2011-05-24,1364.953686627132,1282.565352330404,1193.217825780384,1129.0499804641008
2011-05-25,1345.831029782758,1264.8676266098728,1173.6058588387466,1109.3603671991664
2011-05-26,1339.8289534020985,1258.143283395595,1164.7468022330181,1099.6062995662112
