date,top_100,top_200,top_300,top_400
2010-01-04,1000.0,1000.0,1000.0,1000.0
2010-01-05,1010.1236937358398,1010.3712324741996,1009.783358701063,1010.5906438252297
2010-01-06,1008.3579468005244,1007.4628161215747,1005.9135550443203,1006.9881364892188
2010-01-07,988.5156469700214,987.6265331206337,985.2990418118752,987.1852187010668
2010-01-08,997.6646642717226,998.8444695190805,997.852905251422,998.0057502920498
2010-01-11,1004.1406039163485,1007.3936510965913,1006.9275941325817,1007.3607238734531
2010-01-12,1025.0453776779857,1027.6966216606143,1027.6345877070453,1028.9627781487525
2010-01-13,1015.463527452709,1019.5248826632343,1019.8828058820476,1021.0779781423863
2010-01-14,1043.2445328377332,1045.7130141188964,1046.6083476124672,1048.5973730007554
2010-01-15,1051.8307274592703,1054.0057994807898,1054.28208885513,1057.2410962949077
2010-01-18,1070.3950696358047,1072.361056283184,1072.3039749289644,1073.8052405428818
2010-01-19,1070.9879161193473,1073.3088212008945,1072.5171217005775,1073.9258295518086
2010-01-20,1033.5079594057602,1034.6789074890946,1033.8417577851358,1034.178552039642
2010-01-21,1047.6055029467755,1047.1464415278094,1045.018792399284,1044.2987360063994
2010-01-22,1025.1376804967776,1020.2774977121114,1016.9426247284915,1014.4421124893622
2010-01-25,1011.9724366375714,1007.2381284503323,1005.2129803678602,1001.5949998828861
2010-01-26,966.4196174473724,964.7593701784937,964.4054355897581,961.7506997728779
2010-01-27,957.7157422508823,957.5579759902835,956.4575836501807,953.6972421342298
2010-01-28,969.1331701564977,968.6085916021847,967.8050110644302,964.7902457769198
2010-01-29,979.4363198507231,978.6887265296946,977.2143397429439,973.9913458836508
2010-02-01,968.3365475307016,965.5268697648797,962.129018924551,958.6364236318748
2010-02-02,969.3785967319889,964.5921905398307,959.5291385424252,955.8334878701672
2010-02-03,987.6425361591155,983.375921181843,975.5899553278509,972.751633845221
2010-02-04,998.5630148402649,996.1303153879446,987.3764466398834,984.0716004708071
2010-02-05,987.8905260815503,983.8471524899435,973.0494481011249,968.3334840977467
2010-02-08,991.370181761777,987.517483474626,977.254580109122,971.9709087752833
2010-02-09,991.0886200450062,985.5466954026749,977.0748781181461,972.1058332920768
2010-02-10,1003.8563821930159,999.2001230955875,990.4199290635653,985.6819145158468
2010-02-11,1001.2157187391512,995.6743554888617,987.0169395342767,982.0868917237063
2010-02-12,1012.4073995480459,1008.0437801074609,998.3020094397407,993.3886295779466
2010-02-22,1017.8398159149124,1013.0246730907428,1002.2524871963864,998.0512183233708
2010-02-23,1028.4774849246403,1024.8046478808699,1013.8616785503231,1010.3629633025574
2010-02-24,1052.4758100635966,1048.2373277742824,1037.5419894735965,1034.2901175596135
2010-02-25,1070.6464937541105,1064.9536294646764,1054.6978867559765,1051.2298600343993
2010-02-26,1081.1207390438917,1072.9446333127512,1059.919195819773,1056.7064309007928
2010-03-01,1100.5882784261785,1091.9378475553815,1077.8258539139365,1074.7629735291794
2010-03-02,1108.1115689778483,1097.6530305094816,1080.8351241897763,1078.041309689717
2010-03-03,1121.2244115615479,1113.4379141310435,1094.7025780393312,1091.5280815086487
2010-03-04,1081.1387699588133,1071.8472228083276,1053.074105867282,1050.3106521060581
2010-03-05,1090.152157902869,1079.7816908639213,1059.607118381901,1056.4165077440182
2010-03-08,1106.0682452824672,1093.4978244398117,1073.569303087854,1071.5378155951357
2010-03-09,1107.76040691795,1094.5740358855376,1076.5618149357606,1073.544933268107
2010-03-10,1100.0449595561024,1085.471530689035,1067.7096150035343,1064.6281301628817
2010-03-11,1104.9143086190347,1087.062566689671,1069.1613539071102,1065.1856340734878
2010-03-12,1091.9791373900337,1071.7009601581,1054.3388844585577,1050.5872892912673
2010-03-15,1082.1645120164594,1062.497489976361,1046.3997464037673,1043.5727495049143
2010-03-16,1097.0801448550271,1078.0701280529745,1059.9897619094443,1056.6147361969302
2010-03-17,1123.018814322253,1104.5446708351585,1086.3429958939207,1083.1871877308404
2010-03-18,1130.0285678816742,1112.9039798129513,1093.078512773994,1089.976792361676
2010-03-19,1142.3949179323552,1124.1681682342005,1103.1463107470447,1099.829734506927
2010-03-22,1160.4373960182263,1138.6927909905855,1115.5232836904217,1111.2109396880905
2010-03-23,1155.071635995872,1134.8381519701466,1111.2459881846,1106.0399672961453
2010-03-24,1158.3180377121791,1140.713810632525,1118.5025801100676,1113.0219114919892
2010-03-25,1146.488382126177,1127.8787988502486,1106.3354367105437,1101.0341104035824
2010-03-26,1157.417105700483,1141.2423078264476,1118.4248617367257,1113.3399913600708
2010-03-29,1161.1251267772577,1145.7696705340802,1122.3872364361407,1117.9984808226745
2010-03-30,1172.540946876635,1156.8023242923628,1134.11687835362,1129.524105028226
2010-03-31,1182.6680308909267,1165.414349419386,1141.1552153061307,1137.2653902889715
2010-04-01,1197.8716240776432,1182.072934173313,1157.6014215396901,1154.168244223408
2010-04-02,1205.7503362831962,1190.0101347971513,1163.5005200283476,1158.5706506807173
2010-04-06,1217.8153757039684,1201.6609767539376,1174.490711661052,1168.8887336331331
2010-04-07,1225.6885545867663,1210.3497979944054,1182.67851847162,1177.1808991139121
2010-04-08,1226.5375598344624,1214.1917783397632,1182.631216538252,1176.0866097165324
2010-04-09,1246.4553323228095,1233.5827510515492,1202.1901716817458,1195.6567348548758
2010-04-12,1263.6436703443758,1251.5372103003133,1220.0786889367582,1213.2388239644595
2010-04-13,1234.2862432225477,1223.1262789725777,1190.931898227401,1182.791712086017
2010-04-14,1251.0197364171609,1240.2567093540029,1206.689183991496,1194.7321563940911
2010-04-15,1244.6325482507368,1229.9138485565327,1194.5858857767844,1180.930714067693
2010-04-16,1242.1731037307588,1228.6614630272993,1191.6804324164143,1178.243703926166
2010-04-19,1190.6737109747648,1179.1600971587957,1142.9772531577732,1130.2740705289505
2010-04-20,1198.527117414135,1190.0269057623843,1151.261364912166,1137.8648761338184
2010-04-21,1230.6288280295428,1223.7393439158639,1184.5202018454477,1171.1723296747355
2010-04-22,1238.4585521806039,1230.0491342753899,1192.0563378056663,1178.4398338363171
2010-04-23,1228.6551653938197,1221.1483233768845,1185.2677618338605,1170.4649814904833
2010-04-26,1225.4869849415309,1216.6881047174356,1180.9657659783497,1166.845184577446
2010-04-27,1192.8141815280296,1183.8913927730114,1149.548209412257,1134.3944133789432
2010-04-28,1194.825235788118,1179.1153104788064,1144.9353003927604,1128.3528255927092
2010-04-29,1164.0060074120743,1142.1221910762663,1109.0674110984762,1094.7763731024454
2010-04-30,1112.6956595925215,1086.8501099888524,1058.2828487034103,1048.2203311182984
2010-05-04,1107.5976824248837,1085.3725815071523,1057.18061149018,1043.5361396681092
2010-05-05,1137.8082571931766,1119.4130556319449,1090.0919193324257,1075.9374716885445
2010-05-06,1105.4406145084558,1085.7860063508604,1056.962964490548,1043.3580169451693
2010-05-07,1090.9349078910143,1068.014072688106,1039.2100519124492,1024.2597283246682
2010-05-10,1070.877799406974,1047.3270200365598,1020.2662252652497,1006.8399140810398
2010-05-11,1040.4784893661224,1016.916822411779,989.392498658492,977.6046523541262
2010-05-12,1011.8446521564338,987.2745332736604,963.9394588518832,951.3692777621852
2010-05-13,1026.8729036378909,1001.6410773979889,977.9532612205676,967.3074925236297
2010-05-14,1033.5663327921877,1005.9384991784462,981.5202765422767,971.4644067216425
2010-05-17,972.1177701440354,936.7659941312179,912.7966568568972,904.3717492496844
2010-05-18,970.6583459271333,939.9815935633201,916.4655557003022,909.2775486795188
2010-05-19,964.9771375573599,936.8783126945341,913.2153707184044,907.223413267252
2010-05-20,945.2680325729559,920.4697548493705,894.3135239547512,887.2745269109148
2010-05-21,958.2512090997393,935.1500512672894,909.7612150383596,901.6214852944923
2010-05-24,998.3557488254796,978.022578904085,953.2570946392742,944.7325662780338
2010-05-25,994.8797869939845,974.9459242533378,951.4063252251889,942.0087895062655
2010-05-26,1000.6477839446641,976.8622307211114,953.3176068443169,943.1837184109039
2010-05-27,1022.9653636544972,999.701774555287,974.7217669117177,963.3633056771555
2010-05-28,1029.0400109141965,1005.2708914970221,980.7056798079346,969.1556104758121
2010-05-31,999.0762146876804,974.3403999288956,949.17825532756,937.7015986122291
2010-06-01,972.8284423096957,951.9430538582288,927.2757551061095,917.060117157023
2010-06-02,989.9364860877762,969.1584880752024,944.4354937136841,933.7469254622619
2010-06-03,986.2928475527331,965.8400685545521,940.6226244438907,929.3237480938036
2010-06-04,989.9944203567187,973.6985779353321,946.9028469112635,937.1966771814593
2010-06-07,984.985145237584,970.2722375716934,946.5015951817144,937.8101429384038
2010-06-08,997.3559358386763,982.8252474426033,959.1963328916755,950.1763288397333
2010-06-09,1020.6955291685945,1006.4582980762028,981.6316403534105,971.3294037896115
2010-06-10,1023.6975297595948,1009.8254703684072,985.084979379184,974.3048447479359
2010-06-11,1021.608751349473,1004.3541973432411,980.4730043867011,970.2476390192185
2010-06-17,1017.9039574109269,998.7281320631731,972.5151228057365,961.7286227973026
2010-06-18,973.6857161839899,952.5495451341354,928.4986105568407,918.1281953822573
2010-06-21,1000.9738836418851,980.1189423946687,956.5453926227073,945.3465684076232
2010-06-22,1013.3020440874693,990.9221634804692,966.8313238006359,954.3716624989461
2010-06-23,1012.5895531596817,990.2030812312768,966.1516226684586,953.8868504007038
2010-06-24,1013.3616480949008,991.5676495799585,967.1818824360405,955.3801232048228
2010-06-25,994.6196025267577,971.1506494964509,948.3179035794501,937.0901212371215
2010-06-28,980.3589692492963,956.3891048470985,933.8705397470063,921.8821800830937
2010-06-29,925.1240378278725,899.5423076670343,877.8042365395324,866.7298088932317
2010-06-30,900.3607974998705,874.4073003069506,855.9151035664314,845.252075780563
2010-07-01,888.909021497211,863.3261695166052,845.4180947617475,834.7334745369136
2010-07-02,887.6915363367542,861.861043859839,842.844431475219,831.3579193550688
