count,window_years,window_start_actual,window_end,annual,max_dd,sharpe,vol,total_return,active_days_pct,trades_per_year,peak_date,trough_date,recovery_date
100,1,2025-03-18,2026-03-18,0.21554996459946163,-0.09920182141570413,1.5369919988216512,0.14024143571646108,0.21538757213189275,0.6584362139917695,31.02123287671233,2025-11-18,2026-01-16,
100,2,2024-03-18,2026-03-18,0.27893492580677437,-0.09920182141570426,1.9147696268121086,0.1456754493600214,0.6351237526715126,0.6673553719008265,36.525,2025-11-18,2026-01-16,
100,3,2023-03-20,2026-03-18,0.3111850062282382,-0.09920182141570427,2.200799040359757,0.14139637491725274,1.2512730203649602,0.6579310344827586,37.393053016453386,2025-11-18,2026-01-16,
100,4,2022-03-18,2026-03-18,0.2586041771897032,-0.0992018214157038,1.8909195393757219,0.13676106878406902,1.5093236234271217,0.6642561983471075,42.0,2025-11-18,2026-01-16,
200,1,2025-03-18,2026-03-18,0.1883073198676226,-0.08288221672436441,1.4195520666787758,0.132652633381875,0.1881670006290248,0.6625514403292181,39.026712328767125,2025-11-18,2026-01-16,
200,2,2024-03-18,2026-03-18,0.2554028275952822,-0.08288221672436434,1.8456852976106903,0.13837831830047673,0.5755456039750475,0.6735537190082644,40.5277397260274,2025-11-18,2026-01-16,
200,3,2023-03-20,2026-03-18,0.29764256292851465,-0.08288221672436422,2.227794343750279,0.13360414697321737,1.1823434180556118,0.6675862068965517,38.06078610603291,2025-11-18,2026-01-16,
200,4,2022-03-18,2026-03-18,0.22105625251142524,-0.12674365527133977,1.7078293237554796,0.12943696974667665,1.2230165051671644,0.6725206611570248,44.0,2022-04-13,2022-07-15,2023-05-04
300,1,2025-03-18,2026-03-18,0.17905904610418522,-0.07366161779245738,1.3996355803207756,0.12793261947738394,0.17892612360600912,0.6748971193415638,41.02808219178082,2026-02-06,2026-03-12,
300,2,2024-03-18,2026-03-18,0.23559302510959634,-0.07366161779245706,1.7939133442053936,0.13132910007643167,0.5262480619370793,0.6818181818181818,40.5277397260274,2026-02-06,2026-03-12,
300,3,2023-03-20,2026-03-18,0.2834598754981872,-0.07366161779245702,2.2182340801995717,0.12778627739444193,1.1116775482755226,0.6689655172413793,37.393053016453386,2026-02-06,2026-03-12,
300,4,2022-03-18,2026-03-18,0.20867253454270096,-0.12048468000371042,1.6961768482635575,0.12302522272741029,1.1341975344599455,0.6714876033057852,42.0,2022-04-13,2022-08-05,2023-05-11
400,1,2025-03-18,2026-03-18,0.1536607173823421,-0.07275368308196595,1.2688910293881215,0.12109843463582498,0.15354785199305887,0.6748971193415638,41.02808219178082,2025-11-17,2026-03-12,
400,2,2024-03-18,2026-03-18,0.21423488881606012,-0.07275368308196555,1.7175091247691545,0.12473580822742635,0.4739746371375715,0.6776859504132231,41.528424657534245,2025-11-17,2026-03-12,
400,3,2023-03-20,2026-03-18,0.2648783933020624,-0.0727536830819663,2.1554825004872633,0.12288589364199645,1.021423833674974,0.6717241379310345,38.06078610603291,2025-11-17,2026-03-12,
400,4,2022-03-18,2026-03-18,0.21424398921989551,-0.10373599197086955,1.7972189631209385,0.11920861821302661,1.1738213467767245,0.6828512396694215,41.5,2022-04-13,2022-07-15,2022-11-17
