date,return,holding,signal_on,weight,nav
2018-10-16,0.0030212325366657192,long_microcap_short_zz1000,True,1.0,4.195160355523728
2018-10-17,0.005728967857836465,long_microcap_short_zz1000,True,1.0,4.219194294358994
2018-10-18,0.0046876295368432856,long_microcap_short_zz1000,True,1.0,4.238972314154911
2018-10-19,-0.00399362170495191,long_microcap_short_zz1000,True,1.0,4.222043462314412
2018-10-22,0.002608470596437729,long_microcap_short_zz1000,True,1.0,4.233056538542741
2018-10-23,0.013218799723462038,long_microcap_short_zz1000,True,1.0,4.28901246514383
2018-10-24,0.0052053588484713646,long_microcap_short_zz1000,True,1.0,4.31133831413047
2018-10-25,-0.0021764195900446977,long_microcap_short_zz1000,True,1.0,4.301955032964287
2018-10-26,0.005214615500029629,long_microcap_short_zz1000,True,1.0,4.324388074359613
2018-10-29,0.0017130353765542842,long_microcap_short_zz1000,True,1.0,4.33179590411294
2018-10-30,0.008897188914111587,long_microcap_short_zz1000,True,1.0,4.370336710609207
2018-10-31,0.0022912466154358605,long_microcap_short_zz1000,True,1.0,4.380350229805706
2018-11-01,-0.003031182389976494,long_microcap_short_zz1000,True,1.0,4.36707258932719
2018-11-02,-0.0056829184625102665,long_microcap_short_zz1000,True,1.0,4.34225487188218
2018-11-05,0.007666279467832127,long_microcap_short_zz1000,False,1.0,4.3755438112505844
2018-11-06,0.0,cash,False,0.0,4.3755438112505844
2018-11-07,0.0,cash,False,0.0,4.3755438112505844
2018-11-08,0.0,cash,False,0.0,4.3755438112505844
2018-11-09,0.0,cash,False,0.0,4.3755438112505844
2018-11-12,0.0,cash,False,0.0,4.3755438112505844
2018-11-13,0.0,cash,True,0.0,4.3755438112505844
2018-11-14,0.0013608122535652915,long_microcap_short_zz1000,True,1.0,4.381498104884946
2018-11-15,0.005802741097034903,long_microcap_short_zz1000,True,1.0,4.406922804004743
2018-11-16,-0.0014824310023562656,long_microcap_short_zz1000,True,1.0,4.400389845015095
2018-11-19,0.00046630707990688054,long_microcap_short_zz1000,True,1.0,4.402441777954176
2018-11-20,-0.004877651400766158,long_microcap_short_zz1000,True,1.0,4.3809682016491465
2018-11-21,0.006715946003414264,long_microcap_short_zz1000,False,1.0,4.410390547534097
2018-11-22,0.0,cash,False,0.0,4.410390547534097
2018-11-23,0.0,cash,False,0.0,4.410390547534097
2018-11-26,0.0,cash,False,0.0,4.410390547534097
2018-11-27,0.0,cash,False,0.0,4.410390547534097
2018-11-28,0.0,cash,False,0.0,4.410390547534097
2018-11-29,0.0,cash,False,0.0,4.410390547534097
2018-11-30,0.0,cash,False,0.0,4.410390547534097
2018-12-03,0.0,cash,False,0.0,4.410390547534097
2018-12-04,0.0,cash,False,0.0,4.410390547534097
2018-12-05,0.0,cash,False,0.0,4.410390547534097
2018-12-06,0.0,cash,False,0.0,4.410390547534097
2018-12-07,0.0,cash,False,0.0,4.410390547534097
2018-12-10,0.0,cash,False,0.0,4.410390547534097
2018-12-11,0.0,cash,False,0.0,4.410390547534097
2018-12-12,0.0,cash,True,0.0,4.410390547534097
2018-12-13,-0.000934753881318284,long_microcap_short_zz1000,True,1.0,4.40626791785166
2018-12-14,-0.003311524606842286,long_microcap_short_zz1000,False,1.0,4.391676453217355
2018-12-17,0.0,cash,True,0.0,4.391676453217355
2018-12-18,-0.00014781204610950753,long_microcap_short_zz1000,True,1.0,4.3910273105349535
2018-12-19,0.002955085788482437,long_microcap_short_zz1000,True,1.0,4.404003172937153
2018-12-20,0.005354473676033334,long_microcap_short_zz1000,True,1.0,4.427584291995812
2018-12-21,0.002044853946063874,long_microcap_short_zz1000,True,1.0,4.43663805520683
2018-12-24,0.0036090748979939694,long_microcap_short_zz1000,True,1.0,4.452650214243362
2018-12-25,-0.0008437586774060809,long_microcap_short_zz1000,True,1.0,4.4488932519876405
2018-12-26,0.00774126958289586,long_microcap_short_zz1000,True,1.0,4.483333333996803
2018-12-27,-0.004892208996278879,long_microcap_short_zz1000,True,1.0,4.461399930326906
2018-12-28,-0.004694400900954665,long_microcap_short_zz1000,True,1.0,4.44045633047446
2019-01-02,0.010420614373248782,long_microcap_short_zz1000,True,1.0,4.486728613535586
2019-01-03,0.002178743969750341,long_microcap_short_zz1000,True,1.0,4.4965040464462325
2019-01-04,-0.002577092813061543,long_microcap_short_zz1000,True,1.0,4.484916138184234
2019-01-07,-0.00042746352700165883,long_microcap_short_zz1000,False,1.0,4.482999000113499
2019-01-08,0.0,cash,False,0.0,4.482999000113499
2019-01-09,0.0,cash,False,0.0,4.482999000113499
2019-01-10,0.0,cash,False,0.0,4.482999000113499
2019-01-11,0.0,cash,False,0.0,4.482999000113499
2019-01-14,0.0,cash,False,0.0,4.482999000113499
2019-01-15,0.0,cash,False,0.0,4.482999000113499
2019-01-16,0.0,cash,False,0.0,4.482999000113499
2019-01-17,0.0,cash,False,0.0,4.482999000113499
2019-01-18,0.0,cash,False,0.0,4.482999000113499
